,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,StockOptionLevel,resignationReason,retirementType
2404,Travel_Rarely,Research & Development,4,Medical,Male,1,Laboratory Technician,Divorced,2,3,4.0,1.0,2.0,0,Others,Resignation
2405,Travel_Frequently,Sales,2,Medical,Female,1,Sales Executive,Single,3,3,4.0,2.0,3.0,3,Others,Resignation
2406,Travel_Rarely,Research & Development,4,Medical,Male,3,Laboratory Technician,Divorced,2,4,2.0,2.0,3.0,1,Others,Resignation
2407,Travel_Rarely,Research & Development,3,Medical,Male,2,Manufacturing Director,Single,1,3,3.0,3.0,3.0,0,Others,Resignation
2408,Travel_Rarely,Research & Development,4,Life Sciences,Female,4,Manager,Single,4,3,4.0,3.0,3.0,0,Others,Resignation
2409,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Representative,Single,3,3,4.0,1.0,3.0,1,Others,Resignation
2410,Non-Travel,Research & Development,2,Medical,Female,2,Healthcare Representative,Divorced,2,3,3.0,4.0,3.0,0,Others,Resignation
2411,Travel_Rarely,Research & Development,2,Technical Degree,Male,3,Sales Executive,Married,3,3,1.0,3.0,2.0,0,Others,Resignation
2412,Travel_Rarely,Research & Development,3,Technical Degree,Female,3,Healthcare Representative,Divorced,2,3,3.0,4.0,3.0,0,Others,Resignation
2413,Travel_Rarely,Human Resources,3,Life Sciences,Female,3,Laboratory Technician,Single,3,3,4.0,3.0,3.0,0,Salary,Resignation
2414,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Executive,Married,3,3,4.0,3.0,2.0,1,Others,Resignation
2415,Travel_Rarely,Research & Development,3,Life Sciences,Male,4,Research Director,Married,3,3,2.0,4.0,3.0,0,Others,Resignation
2416,Travel_Frequently,Sales,2,Marketing,Male,1,Healthcare Representative,Married,1,3,4.0,3.0,3.0,1,Others,Resignation
2417,Travel_Rarely,Sales,3,Life Sciences,Male,2,Research Scientist,Single,3,3,4.0,2.0,3.0,1,Stress,Resignation
2418,Non-Travel,Research & Development,2,Medical,Male,1,Human Resources,Single,3,4,4.0,4.0,3.0,1,Others,Resignation
2419,Travel_Rarely,Research & Development,1,Life Sciences,Male,5,Laboratory Technician,Divorced,3,3,1.0,2.0,3.0,2,Others,Resignation
2420,Travel_Rarely,Sales,3,Life Sciences,Female,2,Research Scientist,Married,1,3,2.0,4.0,4.0,1,Others,Resignation
2421,Travel_Rarely,Sales,4,Medical,Male,1,Manager,Divorced,2,3,3.0,4.0,4.0,1,Others,Resignation
2422,Travel_Rarely,Sales,3,Life Sciences,Male,3,Manager,Married,3,3,2.0,2.0,3.0,0,Others,Resignation
2423,Travel_Frequently,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Divorced,3,3,3.0,4.0,2.0,1,Others,Resignation
2424,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Healthcare Representative,Married,3,3,2.0,4.0,3.0,0,Others,Resignation
2425,Travel_Rarely,Research & Development,2,Medical,Male,2,Research Scientist,Divorced,3,3,3.0,4.0,3.0,2,Salary,Resignation
2426,Travel_Rarely,Human Resources,3,Life Sciences,Male,1,Research Scientist,Married,4,3,3.0,4.0,3.0,0,Others,Resignation
2427,Travel_Frequently,Research & Development,3,Life Sciences,Male,3,Sales Executive,Single,3,3,1.0,4.0,4.0,0,Others,Resignation
2428,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Sales Executive,Married,1,3,4.0,4.0,3.0,0,Others,Resignation
2429,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Sales Executive,Married,3,3,3.0,3.0,3.0,0,Others,Resignation
2430,Travel_Rarely,Sales,4,Marketing,Male,1,Research Scientist,Single,3,3,4.0,3.0,3.0,0,Others,Resignation
2431,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Research Scientist,Married,3,3,4.0,3.0,3.0,1,Others,Resignation
2432,Travel_Rarely,Human Resources,4,Life Sciences,Female,3,Research Scientist,Single,1,3,3.0,4.0,2.0,1,Others,Resignation
2433,Non-Travel,Sales,3,Life Sciences,Female,2,Manufacturing Director,Married,2,3,3.0,3.0,2.0,2,Others,Resignation
2434,Travel_Rarely,Sales,2,Medical,Female,2,Manager,Married,2,3,4.0,3.0,3.0,0,Salary,Resignation
2435,Travel_Frequently,Research & Development,3,Medical,Female,2,Sales Executive,Married,3,3,3.0,3.0,1.0,2,Salary,Resignation
2436,Travel_Rarely,Research & Development,1,Medical,Male,1,Sales Executive,Married,3,3,4.0,3.0,4.0,1,Others,Resignation
2437,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Director,Single,3,4,4.0,2.0,3.0,1,Others,Resignation
2438,Travel_Frequently,Sales,1,Marketing,Male,2,Laboratory Technician,Married,3,3,1.0,3.0,2.0,1,Others,Resignation
2439,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Executive,Married,3,3,2.0,3.0,4.0,2,Others,Resignation
2440,Non-Travel,Sales,2,Medical,Male,2,Research Scientist,Married,1,3,3.0,2.0,3.0,2,Others,Resignation
2441,Travel_Rarely,Research & Development,2,Technical Degree,Male,1,Healthcare Representative,Married,3,3,2.0,1.0,3.0,1,Others,Resignation
2442,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,Divorced,2,3,2.0,1.0,4.0,1,Others,Resignation
2443,Travel_Rarely,Research & Development,3,Medical,Male,4,Sales Executive,Single,2,3,3.0,2.0,3.0,0,Others,Resignation
2444,Travel_Rarely,Sales,4,Life Sciences,Male,1,Laboratory Technician,Married,3,4,4.0,3.0,3.0,1,Others,Resignation
2445,Travel_Rarely,Sales,4,Marketing,Male,1,Laboratory Technician,Married,3,3,2.0,4.0,2.0,1,Others,Resignation
2446,Non-Travel,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,3,3,3.0,2.0,1.0,1,Others,Resignation
2447,Travel_Rarely,Research & Development,4,Technical Degree,Female,3,Sales Executive,Divorced,3,4,3.0,4.0,2.0,0,Others,Resignation
2448,Travel_Rarely,Research & Development,3,Medical,Male,2,Manufacturing Director,Divorced,3,4,2.0,1.0,3.0,0,Others,Resignation
2449,Travel_Rarely,Research & Development,3,Medical,Female,2,Research Director,Single,3,3,1.0,2.0,3.0,2,Others,Fired
2450,Travel_Rarely,Sales,4,Life Sciences,Male,3,Manufacturing Director,Single,3,3,3.0,2.0,1.0,2,Others,Resignation
2451,Travel_Frequently,Sales,3,Marketing,Male,2,Sales Executive,Single,3,3,4.0,4.0,2.0,1,Others,Resignation
2452,Non-Travel,Research & Development,3,Life Sciences,Female,2,Manufacturing Director,Married,2,3,4.0,4.0,3.0,0,Others,Resignation
2453,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Research Scientist,Married,2,3,4.0,3.0,1.0,2,Others,Resignation
2454,Travel_Rarely,Sales,3,Life Sciences,Male,3,Manufacturing Director,Single,2,3,2.0,2.0,2.0,1,Others,Resignation
2455,Travel_Rarely,Research & Development,4,Medical,Male,1,Sales Representative,Married,3,3,3.0,3.0,4.0,0,Others,Resignation
2456,Travel_Frequently,Sales,3,Life Sciences,Male,1,Research Director,Single,3,3,4.0,1.0,3.0,1,Others,Resignation
2457,Travel_Frequently,Sales,4,Marketing,Male,1,Sales Executive,Married,3,3,1.0,4.0,3.0,1,Others,Resignation
2458,Travel_Frequently,Research & Development,3,Life Sciences,Female,1,Human Resources,Divorced,3,3,3.0,4.0,2.0,0,Salary,Resignation
2459,Travel_Rarely,Research & Development,2,Life Sciences,Male,3,Laboratory Technician,Married,4,3,1.0,3.0,3.0,2,Others,Resignation
2460,Travel_Rarely,Sales,3,Life Sciences,Male,1,Manager,Single,2,3,3.0,4.0,2.0,1,Others,Resignation
2461,Travel_Rarely,Sales,3,Marketing,Male,5,Research Scientist,Single,3,3,2.0,2.0,3.0,0,Stress,Resignation
2462,Travel_Frequently,Research & Development,4,Life Sciences,Female,1,Sales Executive,Single,3,4,4.0,3.0,4.0,1,Others,Resignation
2463,Travel_Rarely,Sales,3,Life Sciences,Male,3,Sales Executive,Divorced,3,3,3.0,1.0,3.0,0,Others,Resignation
2464,Travel_Rarely,Research & Development,2,Medical,Female,2,Healthcare Representative,Married,2,3,4.0,4.0,3.0,0,Others,Resignation
2465,Non-Travel,Research & Development,4,Medical,Male,1,Sales Representative,Single,3,3,4.0,2.0,2.0,1,Others,Resignation
2466,Travel_Rarely,Sales,4,Marketing,Male,1,Sales Executive,Single,3,3,4.0,4.0,4.0,1,Others,Resignation
2467,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Executive,Single,1,3,1.0,1.0,2.0,0,Others,Resignation
2468,Travel_Frequently,Research & Development,3,Medical,Male,1,Healthcare Representative,Married,3,3,3.0,2.0,2.0,1,Others,Resignation
2469,Travel_Rarely,Human Resources,4,Human Resources,Male,2,Laboratory Technician,Married,3,3,1.0,3.0,3.0,2,Others,Fired
2470,Travel_Rarely,Research & Development,4,Other,Female,2,Sales Representative,Divorced,3,3,4.0,1.0,3.0,1,Others,Resignation
2471,Travel_Rarely,Research & Development,1,Medical,Male,1,Sales Representative,Married,3,3,3.0,3.0,3.0,1,Others,Resignation
2472,Non-Travel,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Single,3,3,2.0,2.0,3.0,1,Others,Resignation
2473,Travel_Rarely,Research & Development,2,Technical Degree,Female,1,Manufacturing Director,Married,2,3,2.0,4.0,3.0,0,Others,Resignation
2474,Travel_Frequently,Research & Development,4,Other,Male,3,Sales Executive,Married,3,3,3.0,3.0,3.0,1,Salary,Resignation
2475,Travel_Rarely,Human Resources,3,Other,Female,1,Healthcare Representative,Divorced,3,3,2.0,2.0,2.0,1,Others,Resignation
2476,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Sales Executive,Married,3,4,3.0,4.0,3.0,1,Others,Resignation
2477,Non-Travel,Research & Development,3,Other,Male,1,Research Scientist,Divorced,3,3,4.0,2.0,2.0,0,Others,Resignation
2478,Travel_Rarely,Research & Development,3,Medical,Male,1,Sales Representative,Divorced,3,3,3.0,1.0,3.0,0,Others,Resignation
2479,Non-Travel,Research & Development,4,Medical,Female,1,Research Scientist,Divorced,2,4,4.0,3.0,3.0,0,Others,Resignation
2480,Non-Travel,Research & Development,4,Medical,Male,2,Healthcare Representative,Married,4,3,1.0,3.0,2.0,2,Others,Resignation
2481,Travel_Rarely,Sales,2,Marketing,Female,1,Laboratory Technician,Single,3,3,2.0,4.0,3.0,1,Others,Resignation
2482,Travel_Rarely,Sales,2,Life Sciences,Female,5,Sales Executive,Single,3,3,4.0,4.0,3.0,1,Others,Resignation
2483,Travel_Rarely,Sales,2,Marketing,Male,5,Healthcare Representative,Single,4,3,2.0,2.0,3.0,0,Others,Resignation
2484,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,2,3,4.0,3.0,3.0,1,Others,Resignation
2485,Travel_Rarely,Research & Development,3,Other,Male,4,Research Scientist,Married,3,3,3.0,1.0,3.0,0,Salary,Resignation
2486,Travel_Rarely,Research & Development,5,Life Sciences,Male,5,Sales Executive,Married,2,3,1.0,4.0,3.0,2,Others,Resignation
2487,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Manager,Married,3,3,1.0,3.0,3.0,0,Others,Resignation
2488,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Sales Executive,Married,2,3,2.0,2.0,3.0,3,Others,Resignation
2489,Travel_Rarely,Sales,4,Marketing,Female,1,Sales Representative,Divorced,4,3,3.0,4.0,3.0,0,Others,Resignation
2490,Travel_Rarely,Research & Development,3,Technical Degree,Female,4,Research Scientist,Married,2,3,4.0,1.0,3.0,0,Others,Resignation
2491,Travel_Frequently,Sales,4,Life Sciences,Male,1,Research Scientist,Divorced,4,3,3.0,2.0,2.0,0,Stress,Resignation
2492,Travel_Rarely,Research & Development,2,Technical Degree,Male,2,Sales Executive,Divorced,3,3,3.0,2.0,2.0,0,Others,Resignation
2493,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Research Scientist,Single,3,4,3.0,4.0,3.0,1,Salary,Resignation
2494,Travel_Rarely,Research & Development,5,Medical,Male,2,Laboratory Technician,Married,3,3,4.0,1.0,3.0,0,Others,Resignation
2495,Travel_Rarely,Sales,3,Medical,Female,2,Sales Executive,Married,3,3,3.0,4.0,4.0,0,Others,Resignation
2496,Travel_Rarely,Sales,4,Marketing,Female,2,Laboratory Technician,Single,2,3,3.0,3.0,3.0,0,Others,Resignation
2497,Non-Travel,Research & Development,2,Life Sciences,Male,2,Manufacturing Director,Single,3,3,2.0,2.0,3.0,0,Others,Resignation
2498,Travel_Rarely,Research & Development,2,Medical,Male,1,Research Director,Married,3,3,3.0,1.0,2.0,1,Others,Resignation
2499,Travel_Rarely,Research & Development,4,Other,Female,2,Laboratory Technician,Married,3,3,2.0,1.0,2.0,0,Others,Resignation
2500,Non-Travel,Sales,1,Life Sciences,Female,2,Research Director,Divorced,3,3,2.0,4.0,3.0,3,Others,Resignation
2501,Non-Travel,Sales,4,Marketing,Male,3,Sales Executive,Divorced,3,3,1.0,2.0,3.0,0,Others,Resignation
2502,Travel_Frequently,Research & Development,1,Life Sciences,Male,1,Manufacturing Director,Married,4,4,4.0,1.0,2.0,2,Others,Resignation
2503,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,3,3,4.0,1.0,1.0,1,Others,Resignation
2504,Travel_Frequently,Research & Development,1,Medical,Male,2,Healthcare Representative,Divorced,2,3,3.0,4.0,3.0,1,Others,Resignation
2505,Non-Travel,Human Resources,5,Medical,Female,3,Sales Executive,Single,3,3,1.0,3.0,2.0,0,Others,Resignation
2506,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Research Scientist,Single,1,3,2.0,2.0,1.0,1,Others,Resignation
2507,Travel_Rarely,Research & Development,1,Technical Degree,Male,3,Laboratory Technician,Divorced,2,3,3.0,3.0,4.0,0,Others,Resignation
2508,Travel_Rarely,Sales,3,Marketing,Female,2,Manager,Single,3,3,1.0,3.0,3.0,0,Others,Resignation
2509,Travel_Rarely,Human Resources,1,Technical Degree,Female,3,Sales Executive,Married,2,3,4.0,2.0,3.0,2,Salary,Resignation
2510,Travel_Rarely,Research & Development,3,Medical,Male,1,Sales Executive,Married,3,3,4.0,2.0,4.0,1,Salary,Resignation
2511,Travel_Rarely,Sales,2,Medical,Female,3,Sales Executive,Divorced,3,3,3.0,4.0,3.0,0,Others,Resignation
2512,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Married,2,3,2.0,3.0,3.0,0,Others,Resignation
2513,Non-Travel,Research & Development,4,Medical,Male,1,Laboratory Technician,Divorced,3,3,2.0,2.0,2.0,1,Others,Resignation
2514,Travel_Rarely,Research & Development,1,Technical Degree,Female,3,Manufacturing Director,Married,2,3,2.0,3.0,4.0,0,Others,Resignation
2515,Travel_Rarely,Research & Development,5,Medical,Female,2,Research Scientist,Divorced,3,3,3.0,2.0,3.0,1,Others,Resignation
2516,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Manager,Divorced,3,3,2.0,1.0,3.0,1,Others,Resignation
2517,Travel_Rarely,Sales,4,Medical,Male,1,Research Scientist,Married,2,3,4.0,4.0,2.0,0,Others,Resignation
2518,Travel_Frequently,Sales,4,Other,Female,3,Manufacturing Director,Married,3,3,1.0,1.0,3.0,0,Others,Resignation
2519,Travel_Rarely,Sales,2,Life Sciences,Male,3,Manager,Married,3,3,3.0,1.0,3.0,0,Others,Resignation
2520,Travel_Rarely,Research & Development,3,Medical,Female,2,Manufacturing Director,Married,1,3,2.0,4.0,2.0,2,Others,Resignation
2521,Travel_Rarely,Sales,3,Marketing,Female,1,Healthcare Representative,Single,2,3,3.0,4.0,3.0,0,Others,Resignation
2522,Travel_Frequently,Research & Development,4,Technical Degree,Female,1,Sales Representative,Married,3,3,1.0,3.0,3.0,1,Others,Resignation
2523,Non-Travel,Research & Development,3,Life Sciences,Male,3,Sales Representative,Single,3,4,2.0,3.0,1.0,2,Others,Resignation
2524,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Laboratory Technician,Married,3,3,4.0,1.0,3.0,1,Salary,Resignation
2525,Travel_Rarely,Research & Development,2,Medical,Male,1,Manager,Divorced,2,3,1.0,1.0,3.0,1,Others,Resignation
2526,Non-Travel,Sales,4,Technical Degree,Male,1,Research Scientist,Married,2,3,3.0,3.0,4.0,0,Others,Resignation
2527,Travel_Rarely,Sales,3,Technical Degree,Female,5,Laboratory Technician,Married,3,3,4.0,2.0,3.0,0,Others,Resignation
2528,Travel_Frequently,Sales,3,Medical,Male,1,Research Director,Married,3,4,1.0,4.0,3.0,0,Others,Resignation
2529,Travel_Frequently,Sales,4,Life Sciences,Male,5,Research Scientist,Single,3,3,4.0,4.0,2.0,0,Others,Resignation
2530,Travel_Frequently,Research & Development,2,Medical,Male,1,Human Resources,Married,3,3,4.0,4.0,4.0,0,Others,Resignation
2531,Travel_Frequently,Sales,4,Life Sciences,Male,4,Sales Executive,Single,3,3,4.0,4.0,4.0,0,Others,Resignation
2532,Non-Travel,Research & Development,3,Medical,Male,1,Manager,Married,3,3,3.0,3.0,2.0,0,Others,Resignation
2533,Travel_Rarely,Sales,2,Life Sciences,Female,5,Manager,Single,2,3,2.0,3.0,3.0,1,Others,Resignation
2534,Travel_Rarely,Human Resources,3,Life Sciences,Female,1,Laboratory Technician,Divorced,3,4,4.0,4.0,2.0,0,Others,Resignation
2535,Non-Travel,Research & Development,3,Life Sciences,Male,1,Sales Executive,Divorced,2,3,3.0,4.0,3.0,1,Others,Resignation
2536,Travel_Rarely,Research & Development,3,Medical,Female,1,Manufacturing Director,Divorced,3,3,4.0,3.0,3.0,1,Others,Resignation
2537,Travel_Rarely,Sales,4,Medical,Female,2,Research Director,Single,3,3,4.0,3.0,3.0,1,Others,Resignation
2538,Travel_Rarely,Research & Development,1,Medical,Male,2,Laboratory Technician,Single,3,3,3.0,2.0,2.0,0,Others,Fired
2539,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Laboratory Technician,Divorced,3,3,1.0,1.0,3.0,0,Others,Resignation
2540,Travel_Rarely,Sales,3,Life Sciences,Female,5,Research Scientist,Married,4,3,2.0,3.0,3.0,2,Others,Resignation
2541,Travel_Rarely,Research & Development,2,Medical,Male,3,Sales Executive,Married,3,4,4.0,2.0,3.0,1,Others,Resignation
2542,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Manufacturing Director,Married,2,3,1.0,3.0,3.0,2,Others,Resignation
2543,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Manager,Married,2,3,4.0,2.0,3.0,0,Others,Resignation
2544,Travel_Frequently,Research & Development,2,Life Sciences,Female,1,Laboratory Technician,Single,2,3,4.0,4.0,2.0,0,Stress,Resignation
2545,Travel_Rarely,Research & Development,4,Medical,Female,2,Sales Representative,Married,4,4,3.0,2.0,3.0,1,Others,Resignation
2546,Travel_Frequently,Research & Development,4,Medical,Male,3,Healthcare Representative,Married,3,4,4.0,1.0,2.0,2,Others,Resignation
2547,Travel_Rarely,Research & Development,3,Technical Degree,Male,3,Healthcare Representative,Divorced,3,3,4.0,4.0,3.0,1,Others,Resignation
2548,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Human Resources,Married,3,3,2.0,4.0,4.0,1,Others,Resignation
2549,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Married,4,3,2.0,2.0,3.0,1,Others,Resignation
2550,Travel_Rarely,Sales,4,Life Sciences,Female,2,Sales Executive,Single,3,3,2.0,4.0,2.0,2,Others,Resignation
2551,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Laboratory Technician,Single,3,3,4.0,2.0,3.0,3,Others,Resignation
2552,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Executive,Married,2,3,2.0,3.0,3.0,1,Others,Resignation
2553,Travel_Rarely,Research & Development,4,Life Sciences,Female,5,Manager,Divorced,3,3,2.0,3.0,3.0,0,Others,Resignation
2554,Travel_Rarely,Sales,2,Technical Degree,Female,1,Sales Executive,Married,3,3,3.0,4.0,3.0,1,Others,Resignation
2555,Travel_Rarely,Research & Development,5,Life Sciences,Female,1,Sales Executive,Single,2,3,4.0,1.0,3.0,0,Others,Resignation
2556,Travel_Rarely,Research & Development,2,Medical,Male,1,Manufacturing Director,Married,4,3,4.0,1.0,3.0,0,Others,Resignation
2557,Travel_Rarely,Sales,1,Technical Degree,Male,2,Laboratory Technician,Married,2,4,4.0,2.0,3.0,1,Others,Resignation
2558,Travel_Rarely,Research & Development,3,Medical,Female,2,Sales Executive,Married,2,3,2.0,4.0,2.0,1,Others,Resignation
2559,Travel_Frequently,Research & Development,3,Medical,Female,4,Manufacturing Director,Single,1,3,2.0,4.0,2.0,1,Others,Resignation
2560,Travel_Rarely,Research & Development,3,Other,Male,1,Sales Executive,Divorced,3,3,1.0,1.0,3.0,0,Others,Resignation
2561,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Human Resources,Married,2,3,2.0,3.0,2.0,0,Others,Resignation
2562,Travel_Rarely,Research & Development,3,Technical Degree,Male,2,Manufacturing Director,Single,2,4,1.0,3.0,2.0,1,Others,Resignation
2563,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Research Director,Divorced,4,3,4.0,4.0,3.0,0,Others,Resignation
2564,Travel_Rarely,Sales,2,Medical,Male,4,Manager,Married,3,3,2.0,1.0,3.0,1,Others,Resignation
2565,Non-Travel,Research & Development,2,Life Sciences,Female,1,Sales Representative,Married,3,3,4.0,1.0,3.0,1,Others,Resignation
2566,Travel_Rarely,Human Resources,2,Medical,Female,5,Sales Executive,Single,3,4,1.0,4.0,3.0,0,Others,Fired
2567,Travel_Rarely,Research & Development,3,Technical Degree,Female,3,Healthcare Representative,Married,3,3,3.0,2.0,1.0,0,Others,Resignation
2568,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Sales Executive,Married,3,3,3.0,2.0,3.0,0,Others,Resignation
2569,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Sales Executive,Married,3,3,3.0,1.0,4.0,1,Others,Resignation
2570,Travel_Rarely,Sales,4,Life Sciences,Female,1,Sales Executive,Divorced,2,4,3.0,4.0,3.0,1,Others,Resignation
2571,Travel_Rarely,Research & Development,1,Life Sciences,Female,3,Laboratory Technician,Married,3,3,4.0,4.0,2.0,0,Others,Resignation
2572,Travel_Rarely,Sales,2,Life Sciences,Female,3,Manufacturing Director,Divorced,4,4,1.0,3.0,2.0,2,Others,Resignation
2573,Travel_Frequently,Sales,2,Life Sciences,Male,2,Healthcare Representative,Married,4,3,3.0,4.0,3.0,0,Others,Resignation
2574,Travel_Frequently,Research & Development,4,Life Sciences,Female,2,Manager,Single,3,3,2.0,3.0,3.0,1,Others,Resignation
2575,Travel_Rarely,Sales,3,Life Sciences,Female,5,Sales Executive,Single,3,3,2.0,3.0,2.0,1,Others,Resignation
2576,Travel_Frequently,Sales,3,Life Sciences,Male,4,Research Scientist,Married,3,3,3.0,4.0,3.0,0,Others,Resignation
2577,Travel_Frequently,Human Resources,4,Human Resources,Male,2,Sales Executive,Single,3,3,3.0,1.0,3.0,0,Salary,Resignation
2578,Non-Travel,Research & Development,5,Medical,Female,2,Sales Representative,Married,3,3,1.0,3.0,3.0,1,Others,Resignation
2579,Travel_Rarely,Sales,2,Technical Degree,Male,2,Healthcare Representative,Married,3,3,2.0,2.0,2.0,1,Others,Resignation
2580,Travel_Frequently,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,Married,3,3,3.0,4.0,3.0,3,Others,Resignation
2581,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Research Director,Single,3,3,4.0,3.0,3.0,1,Others,Resignation
2582,Non-Travel,Research & Development,4,Medical,Male,1,Research Scientist,Married,3,3,3.0,2.0,4.0,0,Others,Resignation
2583,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Sales Executive,Married,3,3,4.0,1.0,3.0,0,Others,Resignation
2584,Travel_Rarely,Research & Development,3,Other,Female,1,Laboratory Technician,Married,3,3,1.0,1.0,3.0,1,Others,Resignation
2585,Travel_Frequently,Research & Development,2,Medical,Female,1,Manager,Divorced,3,3,4.0,2.0,3.0,0,Others,Resignation
2586,Travel_Rarely,Sales,3,Marketing,Male,5,Sales Representative,Married,3,4,4.0,4.0,2.0,1,Others,Resignation
2587,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Single,3,3,1.0,3.0,3.0,1,Others,Resignation
2588,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Sales Representative,Divorced,3,4,2.0,4.0,4.0,1,Others,Resignation
2589,Travel_Frequently,Sales,4,Life Sciences,Male,2,Research Scientist,Married,2,3,2.0,4.0,3.0,1,Others,Resignation
2590,Travel_Rarely,Sales,3,Life Sciences,Female,1,Sales Executive,Divorced,3,3,2.0,4.0,3.0,1,Others,Resignation
2591,Travel_Frequently,Sales,1,Life Sciences,Male,4,Laboratory Technician,Married,3,3,1.0,2.0,3.0,1,Others,Resignation
2592,Travel_Rarely,Research & Development,1,Medical,Male,1,Sales Executive,Married,3,3,2.0,1.0,1.0,0,Others,Resignation
2593,Non-Travel,Research & Development,1,Medical,Male,3,Research Scientist,Single,3,3,3.0,3.0,2.0,2,Others,Resignation
2594,Non-Travel,Sales,1,Medical,Male,1,Sales Executive,Divorced,4,3,3.0,1.0,4.0,1,Others,Resignation
2595,Non-Travel,Research & Development,3,Life Sciences,Male,2,Research Scientist,Married,1,3,1.0,2.0,3.0,2,Others,Resignation
2596,Travel_Rarely,Sales,3,Marketing,Male,4,Healthcare Representative,Single,3,3,1.0,4.0,2.0,1,Others,Resignation
2597,Travel_Rarely,Research & Development,3,Technical Degree,Female,1,Research Director,Divorced,2,3,4.0,3.0,2.0,0,Others,Resignation
2598,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Research Scientist,Single,4,3,3.0,1.0,2.0,0,Others,Resignation
2599,Travel_Rarely,Research & Development,4,Other,Male,2,Laboratory Technician,Married,4,4,1.0,1.0,2.0,0,Others,Resignation
2600,Non-Travel,Research & Development,1,Life Sciences,Male,3,Manager,Divorced,4,3,3.0,4.0,3.0,1,Others,Resignation
2601,Travel_Frequently,Research & Development,5,Technical Degree,Female,2,Human Resources,Married,3,3,4.0,1.0,3.0,1,Others,Resignation
2602,Travel_Rarely,Sales,5,Life Sciences,Female,2,Sales Representative,Divorced,2,3,3.0,4.0,2.0,1,Others,Resignation
2603,Travel_Rarely,Research & Development,2,Technical Degree,Male,3,Sales Representative,Single,2,3,1.0,1.0,2.0,0,Others,Resignation
2604,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Sales Representative,Married,1,3,3.0,4.0,3.0,1,Others,Resignation
2605,Travel_Rarely,Sales,3,Life Sciences,Female,1,Manager,Single,3,3,4.0,4.0,3.0,0,Others,Resignation
2606,Travel_Rarely,Research & Development,1,Medical,Female,2,Research Scientist,Single,2,3,4.0,4.0,3.0,1,Others,Resignation
2607,Travel_Frequently,Research & Development,1,Other,Male,3,Sales Executive,Married,3,3,1.0,4.0,3.0,1,Salary,Resignation
2608,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,Single,3,3,1.0,1.0,2.0,1,Others,Fired
2609,Travel_Rarely,Research & Development,3,Other,Male,3,Research Scientist,Married,3,3,1.0,3.0,2.0,1,Others,Resignation
2610,Travel_Frequently,Research & Development,4,Medical,Female,4,Sales Executive,Divorced,3,3,4.0,3.0,3.0,3,Others,Resignation
2611,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,Married,3,3,1.0,3.0,3.0,1,Others,Resignation
