,index,Age,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,mean_time,JobSatisfaction_4.0,WorkLifeBalance_1.0,EnvironmentSatisfaction_1.0,JobSatisfaction_2.0,JobRole_Sales Executive,MaritalStatus_Divorced,MaritalStatus_Single,EducationField_Human Resources,BusinessTravel_Travel_Frequently,Department_Human Resources,BusinessTravel_Non-Travel
2397,2397,0.5952380952380951,0.35000000000000003,0.35000000000000003,0.6470588235294118,0.32086614173228334,0,0,0,0,0,0,0,0,0,0,0
2398,2398,0.4047619047619047,0.325,0.275,0.4117647058823529,0.4803149606299213,1,0,0,0,0,0,1,0,1,0,0
2399,2399,0.4761904761904761,0.47500000000000003,0.325,0.5294117647058824,0.2440944881889764,1,0,0,0,0,0,0,0,1,0,0
2400,2400,0.2619047619047619,0.25,0.25,0.5294117647058824,0.9330708661417322,0,0,1,1,0,1,0,0,0,0,0
2401,2401,0.35714285714285715,0.15000000000000002,0.15000000000000002,0.23529411764705882,0.08070866141732269,1,0,0,0,1,1,0,0,0,0,0
2402,2402,0.3333333333333333,0.25,0.225,0.3529411764705882,0.1259842519685037,0,0,0,1,0,1,0,0,0,0,0
2403,2403,0.3095238095238095,0.25,0.25,0.11764705882352941,0.2893700787401574,1,0,1,0,1,0,0,0,0,0,0
2404,2404,0.7380952380952379,0.42500000000000004,0.05,0.11764705882352941,0.7381889763779526,0,0,0,0,0,1,0,0,0,0,0
2405,2405,0.4761904761904761,0.1,0.1,0.1764705882352941,0.3700787401574803,0,0,0,1,1,0,1,0,1,0,0
2406,2406,0.6904761904761905,0.7250000000000001,0.07500000000000001,0.11764705882352941,0.155511811023622,0,0,0,1,0,1,0,0,0,0,0
2407,2407,0.7380952380952379,0.5750000000000001,0.2,0.0,0.09055118110236204,0,0,0,0,0,0,1,0,0,0,0
2408,2408,0.5476190476190477,0.525,0.05,0.11764705882352941,0.9921259842519687,0,0,0,0,0,0,1,0,0,0,0
2409,2409,0.047619047619047616,0.05,0.05,0.11764705882352941,0.3385826771653542,0,0,0,0,0,0,1,0,0,0,0
2410,2410,0.35714285714285715,0.17500000000000002,0.15000000000000002,0.11764705882352941,0.6929133858267718,1,0,0,0,0,1,0,0,0,0,1
2411,2411,0.42857142857142855,0.25,0.07500000000000001,0.11764705882352941,0.007874015748031482,0,0,1,0,1,0,0,0,0,0,0
2412,2412,0.6190476190476188,0.2,0.05,0.11764705882352941,0.5,1,0,0,0,0,1,0,0,0,0,0
2413,2413,0.11904761904761901,0.125,0.125,0.11764705882352941,0.42913385826771666,0,0,0,0,0,0,1,0,0,1,0
2414,2414,0.4761904761904761,0.17500000000000002,0.0,0.0,0.2834645669291338,0,0,0,0,1,0,0,0,0,0,0
2415,2415,0.8333333333333333,0.275,0.1,0.11764705882352941,0.4035433070866141,1,0,0,0,0,0,0,0,0,0,0
2416,2416,0.7142857142857142,0.47500000000000003,0.225,0.4117647058823529,0.7834645669291338,0,0,0,0,0,0,0,0,1,0,0
2417,2417,0.3333333333333333,0.025,0.025,0.0,0.3031496062992125,0,0,0,1,0,0,1,0,0,0,0
2418,2418,0.19047619047619052,0.17500000000000002,0.17500000000000002,0.4117647058823529,0.24015748031496043,1,0,0,0,0,0,1,0,0,0,1
2419,2419,0.8809523809523809,0.2,0.1,0.11764705882352941,0.34251968503937014,0,0,1,1,0,1,0,0,0,0,0
2420,2420,0.380952380952381,0.375,0.375,0.7647058823529411,0.4035433070866141,1,0,0,0,0,0,0,0,0,0,0
2421,2421,0.9999999999999998,0.47500000000000003,0.025,0.0,0.04724409448818889,1,0,0,0,0,1,0,0,0,0,0
2422,2422,0.35714285714285715,0.35000000000000003,0.35000000000000003,0.7647058823529411,0.36023622047244097,0,0,0,1,0,0,0,0,0,0,0
2423,2423,0.4523809523809524,0.15000000000000002,0.15000000000000002,0.1764705882352941,0.10629921259842523,1,0,0,0,0,1,0,0,1,0,0
2424,2424,0.380952380952381,0.25,0.25,0.4117647058823529,0.2303149606299213,1,0,0,0,0,0,0,0,0,0,0
2425,2425,0.11904761904761901,0.07500000000000001,0.07500000000000001,0.11764705882352941,0.6417322834645671,1,0,0,0,0,1,0,0,0,0,0
2426,2426,0.6190476190476188,0.225,0.2,0.4117647058823529,0.49606299212598426,1,0,0,0,0,0,0,0,0,1,0
2427,2427,0.4047619047619047,0.15000000000000002,0.125,0.23529411764705882,0.4370078740157479,1,0,1,0,1,0,1,0,1,0,0
2428,2428,0.5952380952380951,0.25,0.25,0.47058823529411764,0.4251968503937007,1,0,0,0,1,0,0,0,0,0,0
2429,2429,0.14285714285714285,0.125,0.125,0.23529411764705882,0.15157480314960625,0,0,0,0,1,0,0,0,0,0,0
2430,2430,0.5476190476190477,0.25,0.25,0.4117647058823529,0.20472440944881876,0,0,0,0,0,0,1,0,0,0,0
2431,2431,0.2619047619047619,0.225,0.125,0.11764705882352941,0.3799212598425197,0,0,0,0,0,0,0,0,0,0,0
2432,2432,0.42857142857142855,0.42500000000000004,0.325,0.4117647058823529,0.06889763779527547,1,0,0,0,0,0,1,0,0,1,0
2433,2433,0.6428571428571428,0.625,0.5750000000000001,0.23529411764705882,0.07480314960629908,0,0,0,0,0,0,0,0,0,0,1
2434,2434,0.14285714285714285,0.025,0.025,0.0,0.09448818897637778,0,0,0,0,0,0,0,0,0,0,0
2435,2435,0.6904761904761905,0.625,0.5750000000000001,0.5882352941176471,0.16732283464566922,0,1,0,0,1,0,0,0,1,0,0
2436,2436,0.19047619047619052,0.07500000000000001,0.07500000000000001,0.11764705882352941,0.34055118110236204,0,0,0,0,1,0,0,0,0,0,0
2437,2437,0.6428571428571428,0.525,0.525,0.3529411764705882,0.13385826771653542,0,0,0,1,0,0,1,0,0,0,0
2438,2438,0.3333333333333333,0.25,0.125,0.1764705882352941,0.18503937007874005,0,0,1,0,0,0,0,0,1,0,0
2439,2439,0.3095238095238095,0.15000000000000002,0.125,0.1764705882352941,0.24606299212598426,0,0,0,0,1,0,0,0,0,0,0
2440,2440,0.5476190476190477,0.25,0.07500000000000001,0.11764705882352941,0.344488188976378,0,0,0,1,0,0,0,0,0,0,1
2441,2441,0.5238095238095237,0.45,0.025,0.0,0.7618110236220472,0,0,0,0,0,0,0,0,0,0,0
2442,2442,0.14285714285714285,0.15000000000000002,0.15000000000000002,0.11764705882352941,0.011811023622047001,0,0,0,0,0,1,0,0,0,0,0
2443,2443,0.6666666666666665,0.47500000000000003,0.25,0.5294117647058824,0.3169291338582676,0,0,0,1,1,0,1,0,0,0,0
2444,2444,0.4047619047619047,0.42500000000000004,0.17500000000000002,0.4117647058823529,0.28740157480314954,0,0,0,0,0,0,0,0,0,0,0
2445,2445,0.28571428571428564,0.25,0.25,0.47058823529411764,0.26574803149606296,1,0,0,0,0,0,0,0,0,0,0
2446,2446,0.6904761904761905,0.1,0.025,0.0,0.34055118110236204,0,1,0,1,1,0,0,0,0,0,1
2447,2447,0.6666666666666665,0.325,0.25,0.1764705882352941,0.7559055118110234,1,0,0,0,1,1,0,0,0,0,0
2448,2448,0.42857142857142855,0.4,0.05,0.11764705882352941,0.8779527559055118,0,0,0,0,0,1,0,0,0,0,0
2449,2449,0.3333333333333333,0.25,0.0,0.0,0.20669291338582663,0,0,1,1,0,0,1,0,0,0,0
2450,2450,0.11904761904761901,0.07500000000000001,0.07500000000000001,0.11764705882352941,0.011811023622047001,0,1,0,1,0,0,1,0,0,0,0
2451,2451,0.3095238095238095,0.225,0.125,0.23529411764705882,0.10826771653543288,1,0,0,0,1,0,1,0,1,0,0
2452,2452,0.49999999999999994,0.225,0.225,0.47058823529411764,0.8307086614173229,1,0,0,0,0,0,0,0,0,0,1
2453,2453,0.3333333333333333,0.25,0.1,0.11764705882352941,0.33464566929133865,0,1,0,0,0,0,0,0,0,0,0
2454,2454,0.5238095238095237,0.525,0.525,0.47058823529411764,0.3917322834645669,0,0,0,1,0,0,1,0,0,0,0
2455,2455,0.6428571428571428,0.225,0.125,0.1764705882352941,0.3641732283464565,0,0,0,0,0,0,0,0,0,0,0
2456,2456,0.28571428571428564,0.25,0.225,0.4117647058823529,0.04921259842519676,0,0,0,0,0,0,1,0,1,0,0
2457,2457,0.14285714285714285,0.07500000000000001,0.05,0.058823529411764705,0.007874015748031482,1,0,1,0,1,0,0,0,1,0,0
2458,2458,0.28571428571428564,0.15000000000000002,0.1,0.11764705882352941,0.14960629921259838,1,0,0,0,0,1,0,0,1,0,0
2459,2459,0.3095238095238095,0.15000000000000002,0.125,0.11764705882352941,0.3287401574803148,0,0,1,0,0,0,0,0,0,0,0
2460,2460,0.21428571428571425,0.15000000000000002,0.15000000000000002,0.23529411764705882,0.07283464566929121,1,0,0,0,0,0,1,0,0,0,0
2461,2461,0.2619047619047619,0.05,0.05,0.11764705882352941,0.1692913385826771,0,0,0,1,0,0,1,0,0,0,0
2462,2462,0.2619047619047619,0.25,0.07500000000000001,0.11764705882352941,0.5629921259842521,0,0,0,0,1,0,1,0,1,0,0
2463,2463,0.28571428571428564,0.30000000000000004,0.17500000000000002,0.4117647058823529,0.3976377952755905,0,0,0,0,1,1,0,0,0,0,0
2464,2464,0.380952380952381,0.15000000000000002,0.125,0.11764705882352941,0.7775590551181104,1,0,0,0,0,0,0,0,0,0,0
2465,2465,0.35714285714285715,0.325,0.275,0.4117647058823529,0.2834645669291338,0,0,0,1,0,0,1,0,0,0,1
2466,2466,0.7380952380952379,0.2,0.125,0.23529411764705882,0.34645669291338566,1,0,0,0,1,0,1,0,0,0,0
2467,2467,0.35714285714285715,0.275,0.0,0.0,0.46062992125984237,0,0,1,0,1,0,1,0,0,0,0
2468,2468,0.4761904761904761,0.225,0.15000000000000002,0.29411764705882354,0.37598425196850394,0,0,0,1,0,0,0,0,1,0,0
2469,2469,0.3095238095238095,0.25,0.025,0.0,0.04724409448818889,0,0,1,0,0,0,0,1,0,1,0
2470,2470,0.2619047619047619,0.025,0.025,0.0,0.07480314960629908,0,0,0,0,0,1,0,0,0,0,0
2471,2471,0.28571428571428564,0.25,0.17500000000000002,0.4117647058823529,0.16338582677165348,0,0,0,0,0,0,0,0,0,0,0
2472,2472,0.3333333333333333,0.30000000000000004,0.17500000000000002,0.4117647058823529,0.0059055118110236116,0,0,0,1,0,0,1,0,0,0,1
2473,2473,0.4761904761904761,0.375,0.025,0.0,0.6003937007874016,1,0,0,0,0,0,0,0,0,0,0
2474,2474,0.5952380952380951,0.15000000000000002,0.025,0.0,0.4783464566929134,0,0,0,0,1,0,0,0,1,0,0
2475,2475,0.5714285714285714,0.17500000000000002,0.125,0.23529411764705882,0.14960629921259838,0,0,0,1,0,1,0,0,0,1,0
2476,2476,0.8809523809523809,0.8500000000000001,0.025,0.0,0.3228346456692912,1,0,0,0,1,0,0,0,0,0,0
2477,2477,0.35714285714285715,0.275,0.225,0.4117647058823529,0.1476377952755905,0,0,0,1,0,1,0,0,0,0,1
2478,2478,0.5476190476190477,0.125,0.125,0.23529411764705882,0.0669291338582676,0,0,0,0,0,1,0,0,0,0,0
2479,2479,0.380952380952381,0.375,0.375,0.4117647058823529,0.44094488188976366,0,0,0,0,0,1,0,0,0,0,1
2480,2480,0.8333333333333333,0.675,0.07500000000000001,0.11764705882352941,0.4232283464566928,0,0,1,0,0,0,0,0,0,0,1
2481,2481,0.5952380952380951,0.25,0.225,0.47058823529411764,0.029527559055117836,1,0,0,0,0,0,1,0,0,0,0
2482,2482,0.380952380952381,0.15000000000000002,0.05,0.11764705882352941,0.344488188976378,1,0,0,0,1,0,1,0,0,0,0
2483,2483,0.07142857142857145,0.025,0.025,0.0,0.3090551181102361,0,0,0,1,0,0,1,0,0,0,0
2484,2484,0.4761904761904761,0.125,0.125,0.23529411764705882,0.0866141732283463,0,0,0,0,1,0,0,0,0,0,0
2485,2485,0.09523809523809518,0.025,0.025,0.0,0.578740157480315,0,0,0,0,0,0,0,0,0,0,0
2486,2486,0.3095238095238095,0.325,0.30000000000000004,0.4117647058823529,0.2618110236220472,1,0,1,0,1,0,0,0,0,0,0
2487,2487,0.7857142857142856,0.375,0.05,0.11764705882352941,0.1476377952755905,0,0,1,0,0,0,0,0,0,0,0
2488,2488,0.4523809523809524,0.125,0.125,0.1764705882352941,0.40748031496062986,0,0,0,1,1,0,0,0,0,0,0
2489,2489,0.6666666666666665,0.6000000000000001,0.05,0.11764705882352941,0.7952755905511812,1,0,0,0,0,1,0,0,0,0,0
2490,2490,0.42857142857142855,0.375,0.30000000000000004,0.4117647058823529,0.6988188976377954,0,0,0,0,0,0,0,0,0,0,0
2491,2491,0.6190476190476188,0.15000000000000002,0.125,0.1764705882352941,0.6574803149606299,0,0,0,1,0,1,0,0,1,0,0
2492,2492,0.4523809523809524,0.47500000000000003,0.25,0.4117647058823529,0.03543307086614167,0,0,0,1,1,1,0,0,0,0,0
2493,2493,0.4047619047619047,0.25,0.25,0.4117647058823529,0.5177165354330708,1,0,0,0,0,0,1,0,0,0,0
2494,2494,0.35714285714285715,0.35000000000000003,0.25,0.3529411764705882,0.40157480314960625,0,0,0,0,0,0,0,0,0,0,0
2495,2495,0.23809523809523808,0.125,0.125,0.1764705882352941,0.2834645669291338,1,0,0,0,1,0,0,0,0,0,0
2496,2496,0.49999999999999994,0.225,0.1,0.11764705882352941,0.1889763779527558,0,0,0,0,0,0,1,0,0,0,0
2497,2497,0.6666666666666665,0.15000000000000002,0.05,0.11764705882352941,0.14566929133858264,0,0,0,1,0,0,1,0,0,0,1
2498,2498,0.5238095238095237,0.17500000000000002,0.1,0.11764705882352941,0.1200787401574801,0,0,0,0,0,0,0,0,0,0,0
2499,2499,0.5714285714285714,0.25,0.0,0.0,0.12795275590551158,0,0,0,0,0,0,0,0,0,0,0
2500,2500,0.4047619047619047,0.375,0.17500000000000002,0.4117647058823529,0.1476377952755905,1,0,0,0,0,1,0,0,0,0,1
2501,2501,0.4761904761904761,0.325,0.275,0.47058823529411764,0.356299212598425,0,0,1,1,1,1,0,0,0,0,1
2502,2502,0.380952380952381,0.275,0.17500000000000002,0.4117647058823529,0.38188976377952755,0,0,0,0,0,0,0,0,1,0,0
2503,2503,0.4523809523809524,0.25,0.25,0.47058823529411764,0.04921259842519676,0,1,0,0,0,0,1,0,0,0,0
2504,2504,0.49999999999999994,0.17500000000000002,0.05,0.11764705882352941,0.04921259842519676,1,0,0,0,0,1,0,0,1,0,0
2505,2505,0.5952380952380951,0.17500000000000002,0.07500000000000001,0.11764705882352941,0.28543307086614167,0,0,1,0,1,0,1,0,0,1,1
2506,2506,0.5476190476190477,0.275,0.07500000000000001,0.11764705882352941,0.36614173228346436,0,1,0,1,0,0,1,0,0,0,0
2507,2507,0.5476190476190477,0.5750000000000001,0.55,0.29411764705882354,0.8523622047244095,0,0,0,0,0,1,0,0,0,0,0
2508,2508,0.28571428571428564,0.225,0.17500000000000002,0.11764705882352941,0.22834645669291342,0,0,1,0,0,0,1,0,0,0,0
2509,2509,0.19047619047619052,0.15000000000000002,0.125,0.23529411764705882,0.5452755905511812,0,0,0,1,1,0,0,0,0,1,0
2510,2510,0.6666666666666665,0.325,0.225,0.4117647058823529,0.40748031496062986,0,0,0,1,1,0,0,0,0,0,0
2511,2511,0.5238095238095237,0.30000000000000004,0.125,0.1764705882352941,0.12992125984251968,1,0,0,0,1,1,0,0,0,0,0
2512,2512,0.380952380952381,0.25,0.25,0.47058823529411764,0.28149606299212593,0,0,0,0,0,0,0,0,0,0,0
2513,2513,0.9523809523809523,0.925,0.4,0.8235294117647058,0.12795275590551158,0,0,0,1,0,1,0,0,0,0,1
2514,2514,0.4047619047619047,0.15000000000000002,0.125,0.1764705882352941,0.28740157480314954,0,0,0,0,0,0,0,0,0,0,0
2515,2515,0.6904761904761905,0.7000000000000001,0.55,0.5882352941176471,0.9311023622047243,0,0,0,1,0,1,0,0,0,0,0
2516,2516,0.5238095238095237,0.375,0.17500000000000002,0.4117647058823529,0.25196850393700787,0,0,0,0,0,1,0,0,0,0,0
2517,2517,0.857142857142857,0.35000000000000003,0.17500000000000002,0.4117647058823529,0.2224409448818896,1,0,0,0,0,0,0,0,0,0,0
2518,2518,0.3095238095238095,0.225,0.07500000000000001,0.11764705882352941,0.3031496062992125,0,0,1,0,0,0,0,0,1,0,0
2519,2519,0.23809523809523808,0.07500000000000001,0.07500000000000001,0.11764705882352941,0.3267716535433072,0,0,0,0,0,0,0,0,0,0,0
2520,2520,0.4761904761904761,0.5,0.1,0.1764705882352941,0.6988188976377954,1,0,0,0,0,0,0,0,0,0,0
2521,2521,0.19047619047619052,0.125,0.125,0.11764705882352941,0.0334645669291338,1,0,0,0,0,0,1,0,0,0,0
2522,2522,0.9523809523809523,0.5750000000000001,0.05,0.11764705882352941,0.7204724409448817,0,0,1,0,0,0,0,0,1,0,0
2523,2523,0.0,0.0,0.0,0.0,0.3307086614173227,0,1,0,0,0,0,1,0,0,0,1
2524,2524,0.3095238095238095,0.05,0.025,0.0,0.03740157480314932,0,0,0,0,0,0,0,0,0,0,0
2525,2525,0.2619047619047619,0.1,0.05,0.0,0.5354330708661417,0,0,1,0,0,1,0,0,0,0,0
2526,2526,0.6428571428571428,0.25,0.2,0.4117647058823529,0.24606299212598426,0,0,0,0,0,0,0,0,0,0,1
2527,2527,0.42857142857142855,0.375,0.025,0.0,0.9311023622047243,0,0,0,1,0,0,0,0,0,0,0
2528,2528,0.5952380952380951,0.17500000000000002,0.17500000000000002,0.4117647058823529,0.21259842519685046,1,0,1,0,0,0,0,0,1,0,0
2529,2529,0.21428571428571425,0.15000000000000002,0.125,0.11764705882352941,0.8405511811023623,1,0,0,0,0,0,1,0,1,0,0
2530,2530,0.2619047619047619,0.275,0.275,0.5882352941176471,0.34251968503937014,1,0,0,0,0,0,0,0,1,0,0
2531,2531,0.3333333333333333,0.1,0.0,0.0,0.3248031496062991,1,0,0,0,1,0,1,0,1,0,0
2532,2532,0.5714285714285714,0.25,0.15000000000000002,0.1764705882352941,0.10826771653543288,0,0,0,0,0,0,0,0,0,0,1
2533,2533,0.6904761904761905,0.17500000000000002,0.05,0.0,0.0334645669291338,0,0,0,0,0,0,1,0,0,0,0
2534,2534,0.6666666666666665,0.30000000000000004,0.225,0.4117647058823529,0.2440944881889764,1,0,0,0,0,1,0,0,0,1,0
2535,2535,0.23809523809523808,0.07500000000000001,0.07500000000000001,0.11764705882352941,0.3484251968503935,1,0,0,0,1,1,0,0,0,0,1
2536,2536,0.2619047619047619,0.275,0.17500000000000002,0.3529411764705882,0.4114173228346454,0,0,0,0,0,1,0,0,0,0,0
2537,2537,0.5714285714285714,0.2,0.0,0.0,0.12795275590551158,0,0,0,0,0,0,1,0,0,0,0
2538,2538,0.3333333333333333,0.17500000000000002,0.05,0.11764705882352941,0.8818897637795275,0,0,0,1,0,0,1,0,0,0,0
2539,2539,0.6666666666666665,0.625,0.47500000000000003,0.47058823529411764,0.3799212598425197,0,0,1,0,0,1,0,0,0,0,0
2540,2540,0.21428571428571425,0.225,0.225,0.47058823529411764,0.2303149606299213,0,0,0,0,0,0,0,0,0,0,0
2541,2541,0.2619047619047619,0.025,0.025,0.0,0.39566929133858264,0,0,0,1,1,0,0,0,0,0,0
2542,2542,0.5952380952380951,0.525,0.4,0.8235294117647058,0.0669291338582676,0,0,1,0,0,0,0,0,0,0,0
2543,2543,0.7142857142857142,0.7250000000000001,0.55,0.5294117647058824,0.027559055118110187,0,0,0,1,0,0,0,0,0,0,0
2544,2544,0.2619047619047619,0.025,0.025,0.0,0.5216535433070866,1,0,0,0,0,0,1,0,1,0,0
2545,2545,0.6666666666666665,0.35000000000000003,0.2,0.4117647058823529,0.38188976377952755,0,0,0,1,0,0,0,0,0,0,0
2546,2546,0.21428571428571425,0.2,0.17500000000000002,0.1764705882352941,0.34055118110236204,0,0,0,0,0,0,0,0,1,0,0
2547,2547,0.49999999999999994,0.17500000000000002,0.05,0.11764705882352941,0.11614173228346436,1,0,0,0,0,1,0,0,0,0,0
2548,2548,0.8809523809523809,0.47500000000000003,0.125,0.23529411764705882,0.04724409448818889,1,0,0,0,0,0,0,0,0,0,0
2549,2549,0.23809523809523808,0.025,0.025,0.0,0.20472440944881876,0,0,0,1,0,0,0,0,0,0,0
2550,2550,0.28571428571428564,0.025,0.025,0.0,0.34055118110236204,1,0,0,0,1,0,1,0,0,0,0
2551,2551,0.09523809523809518,0.025,0.025,0.0,0.8976377952755905,0,0,0,1,0,0,1,0,0,0,0
2552,2552,0.42857142857142855,0.25,0.25,0.4117647058823529,0.6988188976377954,0,0,0,0,1,0,0,0,0,0,0
2553,2553,0.3095238095238095,0.25,0.25,0.11764705882352941,0.3090551181102361,0,0,0,0,0,1,0,0,0,0,0
2554,2554,0.380952380952381,0.225,0.125,0.0,0.42125984251968496,1,0,0,0,1,0,0,0,0,0,0
2555,2555,0.2619047619047619,0.275,0.07500000000000001,0.11764705882352941,0.2224409448818896,0,0,0,0,1,0,1,0,0,0,0
2556,2556,0.4523809523809524,0.4,0.125,0.23529411764705882,0.5413385826771653,0,0,0,0,0,0,0,0,0,0,0
2557,2557,0.4047619047619047,0.1,0.07500000000000001,0.11764705882352941,0.8996062992125984,0,0,0,1,0,0,0,0,0,0,0
2558,2558,0.6428571428571428,0.25,0.225,0.47058823529411764,0.22834645669291342,1,0,0,0,1,0,0,0,0,0,0
2559,2559,0.42857142857142855,0.25,0.25,0.47058823529411764,0.11614173228346436,1,0,0,0,0,0,1,0,1,0,0
2560,2560,0.5238095238095237,0.55,0.47500000000000003,0.9411764705882353,0.1692913385826771,0,0,1,0,1,1,0,0,0,0,0
2561,2561,0.19047619047619052,0.025,0.025,0.0,0.6614173228346458,0,0,0,0,0,0,0,0,0,0,0
2562,2562,0.21428571428571425,0.225,0.2,0.4117647058823529,0.3228346456692912,0,0,1,0,0,0,1,0,0,0,0
2563,2563,0.7142857142857142,0.6000000000000001,0.55,0.4117647058823529,0.2440944881889764,1,0,0,0,0,1,0,0,1,0,0
2564,2564,0.6190476190476188,0.25,0.05,0.11764705882352941,0.2224409448818896,0,0,0,0,0,0,0,0,0,0,0
2565,2565,0.380952380952381,0.125,0.125,0.0,0.8385826771653544,0,0,0,0,0,0,0,0,0,0,1
2566,2566,0.9047619047619047,0.125,0.1,0.0,0.18700787401574792,1,0,1,0,1,0,1,0,0,1,0
2567,2567,0.42857142857142855,0.30000000000000004,0.1,0.1764705882352941,0.2696850393700787,0,1,0,1,0,0,0,0,0,0,0
2568,2568,0.5476190476190477,0.35000000000000003,0.125,0.23529411764705882,0.0885826771653544,0,0,0,1,1,0,0,0,0,0,0
2569,2569,0.5714285714285714,0.45,0.325,0.4117647058823529,0.2893700787401574,0,0,0,0,1,0,0,0,0,0,0
2570,2570,0.3095238095238095,0.2,0.125,0.23529411764705882,0.4665354330708662,1,0,0,0,1,1,0,0,0,0,0
2571,2571,0.380952380952381,0.225,0.1,0.058823529411764705,0.6417322834645671,1,0,0,0,0,0,0,0,0,0,0
2572,2572,0.3095238095238095,0.1,0.05,0.11764705882352941,0.16338582677165348,0,0,1,0,0,1,0,0,0,0,0
2573,2573,0.19047619047619052,0.2,0.17500000000000002,0.4117647058823529,0.027559055118110187,1,0,0,0,0,0,0,0,1,0,0
2574,2574,0.6428571428571428,0.30000000000000004,0.1,0.1764705882352941,0.36220472440944884,0,0,0,0,0,0,1,0,1,0,0
2575,2575,0.35714285714285715,0.25,0.25,0.5294117647058824,0.08267716535433056,0,0,0,0,1,0,1,0,0,0,0
2576,2576,0.23809523809523808,0.17500000000000002,0.17500000000000002,0.4117647058823529,0.9153543307086613,1,0,0,0,0,0,0,0,1,0,0
2577,2577,0.2619047619047619,0.025,0.025,0.0,0.16535433070866135,0,0,0,0,1,0,1,1,1,1,0
2578,2578,0.49999999999999994,0.25,0.07500000000000001,0.11764705882352941,0.06496062992125973,0,0,1,0,0,0,0,0,0,0,1
2579,2579,0.21428571428571425,0.15000000000000002,0.125,0.11764705882352941,0.2618110236220472,0,0,0,1,0,0,0,0,0,0,0
2580,2580,0.380952380952381,0.4,0.375,0.6470588235294118,0.5807086614173229,1,0,0,0,0,0,0,0,1,0,0
2581,2581,0.23809523809523808,0.15000000000000002,0.05,0.11764705882352941,0.6771653543307088,0,0,0,0,0,0,1,0,0,0,0
2582,2582,0.6904761904761905,0.4,0.2,0.4117647058823529,0.00984251968503913,0,0,0,1,0,0,0,0,0,0,1
2583,2583,0.9047619047619047,0.15000000000000002,0.0,0.0,0.3858267716535433,0,0,0,0,1,0,0,0,0,0,0
2584,2584,0.49999999999999994,0.25,0.25,0.5294117647058824,0.21062992125984237,0,0,1,0,0,0,0,0,0,0,0
2585,2585,0.4761904761904761,0.5,0.5,0.4117647058823529,0.9547244094488192,0,0,0,1,0,1,0,0,1,0,0
2586,2586,0.9523809523809523,0.7250000000000001,0.025,0.0,0.7736220472440947,1,0,0,0,0,0,0,0,0,0,0
2587,2587,0.3333333333333333,0.2,0.1,0.1764705882352941,0.8405511811023623,0,0,1,0,0,0,1,0,1,0,0
2588,2588,0.4761904761904761,0.25,0.125,0.1764705882352941,0.3287401574803148,1,0,0,0,0,1,0,0,0,0,0
2589,2589,0.7380952380952379,0.7000000000000001,0.125,0.1764705882352941,0.07677165354330695,1,0,0,0,0,0,0,0,1,0,0
2590,2590,0.5714285714285714,0.35000000000000003,0.0,0.0,0.5413385826771653,1,0,0,0,1,1,0,0,0,0,0
2591,2591,0.21428571428571425,0.025,0.025,0.0,0.09842519685039353,0,0,1,1,0,0,0,0,1,0,0
2592,2592,0.4047619047619047,0.15000000000000002,0.125,0.23529411764705882,0.1259842519685037,0,1,0,0,1,0,0,0,0,0,0
2593,2593,0.23809523809523808,0.125,0.125,0.23529411764705882,0.1417322834645669,0,0,0,0,0,0,1,0,0,0,1
2594,2594,0.3095238095238095,0.1,0.1,0.1764705882352941,0.7539370078740157,0,0,0,0,1,1,0,0,0,0,1
2595,2595,0.42857142857142855,0.125,0.125,0.11764705882352941,0.22440944881889746,0,0,1,1,0,0,0,0,0,0,1
2596,2596,0.380952380952381,0.35000000000000003,0.35000000000000003,0.058823529411764705,0.00984251968503913,1,0,1,0,0,0,1,0,0,0,0
2597,2597,0.380952380952381,0.225,0.2,0.058823529411764705,0.15944881889763773,0,0,0,0,0,1,0,0,0,0,0
2598,2598,0.19047619047619052,0.2,0.17500000000000002,0.3529411764705882,0.16732283464566922,0,0,0,0,0,0,1,0,0,0,0
2599,2599,0.2619047619047619,0.15000000000000002,0.125,0.11764705882352941,0.35433070866141736,0,0,1,0,0,0,0,0,0,0,0
2600,2600,0.3333333333333333,0.225,0.125,0.11764705882352941,0.12795275590551158,1,0,0,0,0,1,0,0,0,0,1
2601,2601,0.3095238095238095,0.25,0.25,0.4117647058823529,0.18307086614173218,0,0,0,0,0,0,0,0,1,0,0
2602,2602,0.23809523809523808,0.15000000000000002,0.1,0.1764705882352941,0.0669291338582676,1,0,0,0,0,1,0,0,0,0,0
2603,2603,0.4761904761904761,0.5,0.025,0.0,0.2421259842519683,0,0,1,0,0,0,1,0,0,0,0
2604,2604,0.4047619047619047,0.25,0.25,0.5294117647058824,0.5629921259842521,1,0,0,0,0,0,0,0,0,0,0
2605,2605,0.21428571428571425,0.17500000000000002,0.17500000000000002,0.4117647058823529,0.3858267716535433,1,0,0,0,0,0,1,0,0,0,0
2606,2606,0.3333333333333333,0.2,0.025,0.0,0.26574803149606296,1,0,0,0,0,0,1,0,0,0,0
2607,2607,0.3095238095238095,0.25,0.25,0.47058823529411764,0.8582677165354331,1,0,1,0,1,0,0,0,1,0,0
2608,2608,0.8333333333333333,0.375,0.05,0.11764705882352941,0.9547244094488192,0,0,1,0,0,0,1,0,0,0,0
2609,2609,0.857142857142857,0.225,0.1,0.1764705882352941,0.3858267716535433,0,0,1,0,0,0,0,0,0,0,0
