,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,mean_time
2008,25.0,25.0,82680.0,1.0,12.0,7.0,3.0,7.0,5.0,6.0,10.87
2009,26.0,8.0,80950.0,1.0,15.0,1.0,3.0,1.0,0.0,0.0,7.79
2010,33.0,8.0,29040.0,4.0,13.0,5.0,2.0,2.0,2.0,2.0,10.22
2011,42.0,11.0,60320.0,0.0,14.0,23.0,2.0,22.0,13.0,7.0,6.81
2012,28.0,7.0,29760.0,1.0,14.0,1.0,3.0,1.0,0.0,0.0,6.28
2013,50.0,1.0,159920.0,3.0,14.0,5.0,3.0,0.0,0.0,0.0,10.51
2014,33.0,9.0,46490.0,0.0,12.0,4.0,2.0,3.0,0.0,2.0,8.01
2015,34.0,1.0,26960.0,3.0,23.0,6.0,3.0,0.0,0.0,0.0,7.1
2016,48.0,2.0,23700.0,2.0,11.0,27.0,3.0,5.0,2.0,1.0,6.2
2017,45.0,1.0,125040.0,1.0,12.0,15.0,2.0,15.0,4.0,12.0,6.02
2018,52.0,1.0,59740.0,7.0,18.0,18.0,6.0,8.0,4.0,0.0,8.01
2019,38.0,6.0,47360.0,0.0,11.0,9.0,3.0,8.0,2.0,7.0,10.69
2020,29.0,8.0,52960.0,4.0,14.0,11.0,3.0,7.0,1.0,7.0,6.31
2021,28.0,1.0,67810.0,0.0,15.0,10.0,2.0,9.0,1.0,7.0,6.91
2022,46.0,6.0,21740.0,3.0,11.0,23.0,3.0,12.0,4.0,9.0,6.39
2023,38.0,7.0,66530.0,7.0,20.0,10.0,2.0,1.0,0.0,0.0,7.38
2024,43.0,5.0,96990.0,8.0,19.0,18.0,3.0,8.0,0.0,1.0,7.07
2025,39.0,1.0,67550.0,7.0,14.0,21.0,2.0,18.0,11.0,5.0,7.21
2026,40.0,1.0,22130.0,1.0,17.0,21.0,4.0,20.0,4.0,9.0,6.01
2027,21.0,1.0,26100.0,1.0,11.0,2.0,3.0,2.0,2.0,2.0,10.51
2028,39.0,6.0,28510.0,9.0,15.0,9.0,2.0,5.0,0.0,3.0,6.21
2029,36.0,1.0,34520.0,2.0,13.0,18.0,4.0,11.0,0.0,9.0,7.21
2030,31.0,7.0,52580.0,0.0,14.0,3.0,5.0,2.0,2.0,2.0,6.61
2031,28.0,2.0,93550.0,0.0,11.0,6.0,4.0,5.0,0.0,4.0,7.51
2032,35.0,9.0,104960.0,1.0,13.0,5.0,2.0,5.0,0.0,2.0,6.6
2033,49.0,2.0,63800.0,6.0,23.0,22.0,1.0,9.0,2.0,3.0,7.18
2034,34.0,9.0,26570.0,2.0,13.0,5.0,3.0,3.0,0.0,2.0,8.01
2035,29.0,1.0,27160.0,0.0,18.0,8.0,2.0,7.0,1.0,1.0,7.09
2036,42.0,21.0,22010.0,4.0,12.0,16.0,3.0,1.0,0.0,0.0,7.21
2037,29.0,4.0,65400.0,1.0,22.0,10.0,2.0,10.0,1.0,2.0,10.87
2038,38.0,1.0,38160.0,1.0,13.0,7.0,2.0,7.0,5.0,0.0,6.52
2039,28.0,6.0,52530.0,1.0,15.0,3.0,2.0,3.0,0.0,2.0,10.72
2040,18.0,2.0,109650.0,1.0,18.0,0.0,5.0,0.0,0.0,0.0,6.99
2041,33.0,3.0,49360.0,0.0,14.0,6.0,2.0,5.0,0.0,3.0,8.96
2042,41.0,4.0,25430.0,3.0,12.0,6.0,3.0,1.0,0.0,0.0,8.1
2043,31.0,10.0,53040.0,1.0,17.0,2.0,3.0,2.0,2.0,2.0,7.06
2044,37.0,23.0,166590.0,7.0,16.0,9.0,2.0,6.0,1.0,3.0,7.96
2045,27.0,6.0,42600.0,1.0,11.0,4.0,2.0,4.0,2.0,2.0,7.4
2046,34.0,1.0,24760.0,1.0,19.0,6.0,2.0,6.0,1.0,3.0,7.09
2047,35.0,6.0,31020.0,1.0,13.0,6.0,3.0,5.0,1.0,4.0,6.79
2048,29.0,6.0,22440.0,1.0,12.0,11.0,5.0,11.0,3.0,10.0,6.8
2049,40.0,2.0,75960.0,9.0,11.0,20.0,0.0,18.0,2.0,13.0,6.73
2050,42.0,2.0,22850.0,0.0,16.0,22.0,3.0,21.0,13.0,14.0,8.04
2051,42.0,1.0,30340.0,7.0,21.0,9.0,3.0,6.0,1.0,5.0,7.69
2052,35.0,5.0,57150.0,6.0,24.0,10.0,0.0,8.0,1.0,7.0,7.07
2053,24.0,7.0,25760.0,8.0,17.0,6.0,3.0,4.0,1.0,2.0,7.87
2054,28.0,15.0,41970.0,1.0,13.0,1.0,3.0,1.0,0.0,0.0,10.27
2055,26.0,1.0,143360.0,1.0,21.0,8.0,3.0,8.0,0.0,7.0,7.49
2056,30.0,7.0,34480.0,1.0,11.0,10.0,3.0,10.0,1.0,4.0,7.71
2057,40.0,26.0,194060.0,3.0,20.0,16.0,2.0,1.0,0.0,0.0,10.54
2058,35.0,18.0,65380.0,2.0,16.0,15.0,3.0,7.0,6.0,4.0,6.89
2059,34.0,6.0,43060.0,0.0,11.0,14.0,2.0,13.0,4.0,9.0,7.55
2060,35.0,3.0,22580.0,1.0,11.0,2.0,2.0,2.0,2.0,2.0,7.99
2061,43.0,5.0,45220.0,8.0,15.0,7.0,3.0,4.0,1.0,3.0,7.5
2062,32.0,11.0,44870.0,1.0,11.0,1.0,5.0,1.0,0.0,0.0,6.62
2063,56.0,3.0,44490.0,4.0,15.0,28.0,3.0,5.0,4.0,2.0,6.28
2064,29.0,26.0,22180.0,1.0,24.0,10.0,1.0,10.0,0.0,8.0,7.51
2065,19.0,23.0,191970.0,1.0,12.0,1.0,2.0,1.0,0.0,0.0,7.28
2066,45.0,22.0,132120.0,4.0,13.0,7.0,4.0,3.0,0.0,2.0,8.79
2067,37.0,14.0,65770.0,1.0,13.0,14.0,1.0,14.0,3.0,11.0,6.77
2068,20.0,6.0,83920.0,1.0,17.0,2.0,5.0,2.0,1.0,2.0,6.71
2069,44.0,6.0,45580.0,1.0,13.0,6.0,2.0,6.0,0.0,2.0,10.43
2070,53.0,6.0,40310.0,3.0,12.0,26.0,3.0,7.0,4.0,7.0,5.99
2071,29.0,23.0,79690.0,0.0,14.0,6.0,3.0,5.0,1.0,3.0,8.9
2072,22.0,22.0,26540.0,0.0,24.0,1.0,5.0,0.0,0.0,0.0,9.89
2073,46.0,2.0,165550.0,8.0,14.0,28.0,4.0,26.0,15.0,9.0,6.03
2074,44.0,20.0,45560.0,2.0,13.0,6.0,4.0,0.0,0.0,0.0,6.2
2075,33.0,28.0,60910.0,1.0,15.0,5.0,6.0,5.0,1.0,4.0,7.84
2076,41.0,12.0,195660.0,6.0,16.0,5.0,2.0,1.0,0.0,0.0,7.2
2077,30.0,20.0,48100.0,8.0,18.0,8.0,3.0,4.0,0.0,3.0,7.49
2078,40.0,9.0,45230.0,5.0,16.0,5.0,5.0,0.0,0.0,0.0,6.77
2079,50.0,25.0,32020.0,2.0,24.0,32.0,2.0,2.0,2.0,2.0,7.2
2080,28.0,6.0,23510.0,1.0,16.0,6.0,4.0,6.0,3.0,3.0,7.16
2081,46.0,8.0,17020.0,5.0,21.0,25.0,2.0,4.0,0.0,3.0,7.3
2082,35.0,4.0,180410.0,3.0,20.0,15.0,3.0,7.0,1.0,7.0,8.52
2083,24.0,28.0,28860.0,1.0,19.0,1.0,5.0,1.0,0.0,0.0,6.63
2084,33.0,9.0,20970.0,1.0,14.0,10.0,5.0,10.0,0.0,1.0,5.95
2085,36.0,9.0,119350.0,1.0,11.0,7.0,6.0,7.0,1.0,7.0,6.63
2086,30.0,29.0,25460.0,1.0,14.0,10.0,2.0,10.0,8.0,9.0,6.0
2087,44.0,3.0,25640.0,1.0,12.0,20.0,3.0,20.0,13.0,17.0,7.63
2088,20.0,18.0,84120.0,1.0,13.0,2.0,2.0,2.0,2.0,2.0,6.32
2089,46.0,9.0,141180.0,2.0,22.0,12.0,3.0,6.0,1.0,4.0,6.2
2090,42.0,5.0,170460.0,7.0,11.0,10.0,3.0,4.0,0.0,3.0,7.51
2091,60.0,2.0,25640.0,0.0,14.0,12.0,3.0,11.0,1.0,9.0,8.59
2092,32.0,10.0,102660.0,1.0,11.0,2.0,3.0,2.0,2.0,2.0,7.3
2093,32.0,9.0,50700.0,4.0,12.0,10.0,6.0,8.0,0.0,7.0,8.46
2094,36.0,3.0,178610.0,2.0,18.0,17.0,2.0,7.0,7.0,7.0,8.01
2095,33.0,26.0,42300.0,0.0,12.0,15.0,0.0,14.0,4.0,10.0,6.09
2096,40.0,1.0,37800.0,7.0,12.0,7.0,2.0,5.0,1.0,3.0,7.34
2097,25.0,6.0,27680.0,0.0,22.0,5.0,0.0,4.0,1.0,1.0,8.0
2098,30.0,9.0,90710.0,0.0,19.0,12.0,2.0,11.0,5.0,7.0,9.19
2099,42.0,8.0,106480.0,3.0,13.0,20.0,1.0,1.0,0.0,0.0,9.49
2100,35.0,1.0,136100.0,4.0,22.0,16.0,4.0,13.0,4.0,12.0,9.79
2101,27.0,7.0,34080.0,1.0,24.0,9.0,2.0,9.0,6.0,8.0,9.21
2102,54.0,9.0,29830.0,7.0,14.0,33.0,2.0,5.0,1.0,4.0,6.37
2103,44.0,4.0,76320.0,1.0,21.0,10.0,3.0,10.0,7.0,7.0,5.98
2104,19.0,2.0,98240.0,1.0,18.0,1.0,2.0,1.0,0.0,0.0,8.4
2105,29.0,19.0,99500.0,1.0,20.0,3.0,3.0,3.0,1.0,2.0,7.39
2106,54.0,9.0,20930.0,3.0,19.0,36.0,2.0,10.0,0.0,9.0,7.7
2107,31.0,21.0,99800.0,1.0,12.0,6.0,1.0,6.0,0.0,1.0,8.59
2108,31.0,24.0,38940.0,1.0,12.0,10.0,3.0,10.0,1.0,8.0,7.3
2109,59.0,3.0,40510.0,5.0,16.0,13.0,3.0,6.0,0.0,5.0,7.44
2110,43.0,11.0,168350.0,3.0,17.0,25.0,3.0,8.0,0.0,7.0,6.61
2111,49.0,14.0,62300.0,2.0,14.0,23.0,2.0,1.0,0.0,0.0,6.69
2112,36.0,5.0,47170.0,1.0,19.0,12.0,3.0,11.0,0.0,7.0,6.1
2113,48.0,1.0,132370.0,5.0,13.0,7.0,2.0,1.0,0.0,0.0,6.11
2114,27.0,6.0,37550.0,1.0,19.0,5.0,2.0,5.0,0.0,3.0,8.0
2115,29.0,17.0,65820.0,1.0,19.0,6.0,3.0,6.0,1.0,0.0,8.8
2116,48.0,1.0,74060.0,6.0,14.0,25.0,2.0,1.0,0.0,0.0,6.19
2117,29.0,3.0,48050.0,3.0,16.0,9.0,2.0,7.0,1.0,7.0,6.88
2118,34.0,9.0,27410.0,0.0,15.0,2.0,3.0,1.0,0.0,0.0,6.0
2119,44.0,4.0,42620.0,7.0,18.0,26.0,2.0,22.0,3.0,10.0,6.99
2120,33.0,8.0,161840.0,0.0,13.0,10.0,2.0,9.0,0.0,8.0,11.03
2121,19.0,2.0,115570.0,1.0,22.0,1.0,0.0,1.0,0.0,1.0,10.81
2122,23.0,2.0,18780.0,1.0,13.0,1.0,2.0,1.0,0.0,1.0,7.48
2123,25.0,1.0,109320.0,1.0,11.0,1.0,3.0,1.0,1.0,0.0,9.17
2124,26.0,9.0,68110.0,1.0,11.0,8.0,4.0,8.0,2.0,2.0,8.71
2125,45.0,12.0,43060.0,2.0,11.0,26.0,3.0,24.0,1.0,11.0,9.91
2126,55.0,27.0,48590.0,1.0,24.0,34.0,3.0,33.0,15.0,0.0,9.58
2127,21.0,20.0,53370.0,1.0,14.0,2.0,2.0,2.0,2.0,2.0,7.61
2128,46.0,1.0,23400.0,2.0,13.0,26.0,2.0,11.0,0.0,8.0,6.88
2129,34.0,13.0,74910.0,0.0,14.0,4.0,3.0,3.0,0.0,2.0,8.91
2130,51.0,14.0,105270.0,4.0,14.0,31.0,3.0,29.0,11.0,10.0,11.01
2131,59.0,4.0,165950.0,6.0,21.0,25.0,2.0,9.0,5.0,4.0,6.61
2132,34.0,14.0,88340.0,4.0,13.0,15.0,1.0,11.0,5.0,10.0,6.78
2133,28.0,2.0,55770.0,0.0,19.0,5.0,3.0,4.0,0.0,2.0,10.42
2134,44.0,3.0,47070.0,1.0,17.0,26.0,4.0,25.0,14.0,13.0,7.8
2135,34.0,1.0,24000.0,4.0,18.0,14.0,3.0,10.0,1.0,8.0,7.47
2136,35.0,9.0,98240.0,0.0,19.0,4.0,2.0,3.0,2.0,2.0,10.5
2137,42.0,23.0,64470.0,6.0,13.0,18.0,3.0,1.0,0.0,0.0,9.42
2138,43.0,7.0,195020.0,3.0,18.0,23.0,3.0,21.0,15.0,17.0,6.41
2139,36.0,2.0,27250.0,9.0,21.0,18.0,4.0,16.0,5.0,12.0,10.61
2140,44.0,21.0,62720.0,1.0,19.0,10.0,3.0,10.0,0.0,5.0,6.01
2141,28.0,2.0,21270.0,1.0,14.0,2.0,3.0,2.0,2.0,2.0,9.68
2142,51.0,21.0,182000.0,0.0,17.0,8.0,3.0,7.0,7.0,7.0,7.02
2143,30.0,2.0,20960.0,7.0,11.0,10.0,2.0,8.0,1.0,7.0,9.5
2144,29.0,29.0,28860.0,3.0,13.0,10.0,4.0,7.0,7.0,7.0,8.39
2145,28.0,1.0,20330.0,2.0,15.0,5.0,5.0,3.0,1.0,2.0,6.77
2146,25.0,18.0,36220.0,1.0,25.0,2.0,0.0,2.0,2.0,1.0,7.98
2147,32.0,10.0,42330.0,1.0,11.0,10.0,5.0,10.0,0.0,8.0,6.82
2148,45.0,19.0,36810.0,3.0,17.0,22.0,2.0,0.0,0.0,0.0,5.98
2149,39.0,29.0,54600.0,6.0,13.0,21.0,3.0,19.0,15.0,2.0,8.4
2150,58.0,27.0,21870.0,1.0,18.0,2.0,1.0,2.0,2.0,2.0,5.99
2151,32.0,5.0,96020.0,1.0,13.0,10.0,3.0,10.0,1.0,1.0,6.48
2152,39.0,18.0,28360.0,0.0,20.0,6.0,3.0,5.0,0.0,3.0,7.7
2153,30.0,9.0,40890.0,0.0,18.0,10.0,2.0,9.0,6.0,7.0,6.17
2154,36.0,1.0,166270.0,3.0,12.0,10.0,5.0,7.0,1.0,7.0,6.71
2155,46.0,4.0,26190.0,6.0,12.0,10.0,3.0,7.0,5.0,7.0,7.71
2156,28.0,1.0,56790.0,0.0,13.0,10.0,2.0,9.0,7.0,5.0,7.98
2157,50.0,20.0,154020.0,4.0,21.0,25.0,3.0,3.0,1.0,2.0,10.44
2158,40.0,8.0,59850.0,2.0,13.0,9.0,1.0,5.0,1.0,0.0,9.8
2159,52.0,3.0,25790.0,9.0,19.0,10.0,1.0,8.0,7.0,7.0,10.02
2160,30.0,6.0,30410.0,1.0,11.0,9.0,2.0,9.0,0.0,8.0,10.36
2161,39.0,26.0,34470.0,0.0,14.0,9.0,5.0,8.0,1.0,7.0,5.98
2162,31.0,1.0,195130.0,1.0,12.0,10.0,1.0,10.0,9.0,6.0,10.1
2163,41.0,6.0,27730.0,1.0,11.0,19.0,3.0,19.0,11.0,9.0,7.8
2164,31.0,3.0,71040.0,1.0,14.0,3.0,3.0,3.0,2.0,2.0,9.14
2165,44.0,5.0,63220.0,4.0,11.0,10.0,2.0,3.0,1.0,2.0,6.03
2166,42.0,4.0,20830.0,0.0,12.0,21.0,3.0,20.0,2.0,10.0,9.71
2167,55.0,11.0,83810.0,4.0,15.0,23.0,3.0,19.0,9.0,11.0,6.63
2168,56.0,3.0,26910.0,6.0,16.0,36.0,6.0,7.0,7.0,7.0,8.0
2169,40.0,1.0,42860.0,9.0,15.0,6.0,6.0,4.0,0.0,0.0,7.34
2170,34.0,3.0,26590.0,0.0,24.0,10.0,2.0,9.0,1.0,6.0,7.42
2171,40.0,4.0,94340.0,1.0,13.0,9.0,3.0,9.0,8.0,8.0,6.0
2172,41.0,1.0,55610.0,0.0,11.0,10.0,2.0,9.0,1.0,7.0,7.69
2173,35.0,1.0,66460.0,1.0,13.0,9.0,2.0,9.0,1.0,1.0,9.51
2174,51.0,18.0,77250.0,1.0,13.0,33.0,2.0,33.0,0.0,10.0,9.48
2175,38.0,2.0,107250.0,3.0,18.0,11.0,5.0,7.0,1.0,7.0,6.59
2176,34.0,4.0,88470.0,1.0,16.0,10.0,3.0,10.0,9.0,6.0,7.23
2177,25.0,6.0,20450.0,3.0,19.0,7.0,3.0,3.0,1.0,2.0,6.29
2178,58.0,1.0,10090.0,7.0,13.0,31.0,3.0,10.0,5.0,9.0,8.49
2179,40.0,14.0,33480.0,3.0,22.0,7.0,2.0,4.0,0.0,3.0,6.12
2180,36.0,16.0,12810.0,2.0,11.0,17.0,2.0,15.0,6.0,13.0,6.09
2181,48.0,2.0,28190.0,1.0,20.0,11.0,2.0,10.0,0.0,8.0,7.6
2182,27.0,2.0,48510.0,8.0,18.0,5.0,2.0,1.0,0.0,0.0,7.1
2183,51.0,4.0,40280.0,3.0,14.0,29.0,3.0,5.0,0.0,3.0,7.5
2184,18.0,1.0,27200.0,1.0,22.0,0.0,2.0,0.0,0.0,0.0,7.91
2185,35.0,1.0,81200.0,0.0,13.0,10.0,2.0,9.0,0.0,0.0,7.18
2186,27.0,26.0,46470.0,3.0,17.0,8.0,3.0,6.0,0.0,0.0,7.35
2187,55.0,19.0,46800.0,6.0,14.0,24.0,0.0,19.0,3.0,8.0,8.68
2188,56.0,24.0,32210.0,4.0,15.0,33.0,2.0,19.0,15.0,9.0,10.38
2189,34.0,1.0,86210.0,1.0,17.0,5.0,1.0,5.0,0.0,0.0,6.38
2190,40.0,3.0,45770.0,5.0,11.0,15.0,3.0,12.0,11.0,8.0,6.48
2191,34.0,5.0,45530.0,4.0,18.0,10.0,2.0,8.0,7.0,7.0,7.18
2192,31.0,2.0,53960.0,7.0,17.0,3.0,2.0,1.0,0.0,0.0,7.67
2193,35.0,1.0,67960.0,0.0,13.0,5.0,2.0,4.0,3.0,2.0,9.07
2194,38.0,7.0,76250.0,1.0,15.0,4.0,2.0,4.0,0.0,3.0,6.38
2195,34.0,10.0,74120.0,1.0,24.0,14.0,4.0,14.0,4.0,11.0,7.91
2196,28.0,2.0,111590.0,1.0,12.0,5.0,2.0,5.0,0.0,4.0,6.68
2197,31.0,15.0,49600.0,1.0,15.0,10.0,3.0,10.0,6.0,7.0,10.89
2198,39.0,17.0,104750.0,3.0,11.0,8.0,3.0,5.0,1.0,4.0,10.32
2199,51.0,20.0,148140.0,2.0,11.0,14.0,2.0,4.0,3.0,2.0,7.08
2200,41.0,1.0,191410.0,3.0,12.0,12.0,2.0,6.0,3.0,3.0,10.67
2201,37.0,2.0,54050.0,7.0,15.0,8.0,3.0,6.0,1.0,3.0,10.39
2202,33.0,2.0,87930.0,6.0,17.0,8.0,2.0,5.0,1.0,2.0,7.78
2203,32.0,1.0,191890.0,0.0,12.0,4.0,3.0,3.0,1.0,2.0,10.4
2204,39.0,29.0,38750.0,3.0,15.0,13.0,3.0,6.0,0.0,5.0,6.6
2205,25.0,7.0,22160.0,2.0,13.0,6.0,2.0,3.0,1.0,2.0,7.21
2206,52.0,2.0,117130.0,2.0,14.0,24.0,2.0,5.0,0.0,2.0,9.09
2207,43.0,2.0,78610.0,1.0,14.0,20.0,1.0,20.0,1.0,8.0,9.69
2208,27.0,2.0,37080.0,1.0,16.0,6.0,2.0,6.0,4.0,4.0,10.32
2209,27.0,2.0,137700.0,1.0,18.0,8.0,3.0,8.0,7.0,7.0,10.0
2210,26.0,2.0,53040.0,0.0,20.0,5.0,2.0,4.0,1.0,1.0,6.32
2211,42.0,23.0,26420.0,0.0,13.0,21.0,3.0,20.0,0.0,9.0,6.13
2212,52.0,5.0,27590.0,9.0,18.0,12.0,6.0,5.0,0.0,4.0,6.51
2213,37.0,20.0,68040.0,4.0,13.0,8.0,1.0,3.0,0.0,2.0,7.47
2214,35.0,6.0,61420.0,2.0,15.0,10.0,2.0,2.0,2.0,2.0,7.66
2215,25.0,1.0,25000.0,4.0,14.0,7.0,2.0,3.0,0.0,2.0,8.0
2216,26.0,29.0,63890.0,0.0,22.0,8.0,2.0,7.0,0.0,7.0,6.8
2217,29.0,9.0,111030.0,1.0,12.0,10.0,5.0,10.0,0.0,9.0,6.21
2218,49.0,6.0,23420.0,3.0,18.0,20.0,2.0,4.0,1.0,3.0,7.05
2219,29.0,3.0,68110.0,0.0,15.0,9.0,2.0,8.0,7.0,7.0,8.61
2220,54.0,1.0,22970.0,6.0,18.0,29.0,2.0,20.0,12.0,7.0,6.25
2221,58.0,22.0,24500.0,3.0,12.0,32.0,2.0,9.0,1.0,5.0,10.57
2222,55.0,7.0,50930.0,2.0,16.0,31.0,3.0,7.0,0.0,0.0,7.5
2223,36.0,1.0,53090.0,3.0,13.0,15.0,5.0,5.0,0.0,1.0,9.4
2224,31.0,4.0,30570.0,1.0,19.0,1.0,3.0,1.0,0.0,0.0,7.3
2225,30.0,3.0,51210.0,7.0,13.0,8.0,4.0,3.0,0.0,2.0,7.49
2226,31.0,1.0,168560.0,3.0,12.0,9.0,3.0,3.0,1.0,0.0,7.3
2227,34.0,2.0,26860.0,5.0,11.0,10.0,3.0,4.0,1.0,3.0,7.59
2228,31.0,20.0,61800.0,1.0,14.0,1.0,2.0,1.0,0.0,0.0,8.0
2229,27.0,11.0,66320.0,0.0,16.0,6.0,3.0,5.0,1.0,4.0,7.18
2230,36.0,1.0,35050.0,1.0,12.0,10.0,2.0,10.0,1.0,8.0,6.32
2231,36.0,24.0,63970.0,4.0,14.0,11.0,3.0,3.0,0.0,2.0,7.31
2232,47.0,23.0,62740.0,7.0,14.0,17.0,0.0,6.0,1.0,2.0,7.79
2233,25.0,16.0,198590.0,3.0,19.0,6.0,3.0,3.0,2.0,2.0,7.19
2234,37.0,8.0,75870.0,0.0,22.0,7.0,5.0,6.0,1.0,3.0,7.56
2235,56.0,10.0,42580.0,2.0,16.0,5.0,2.0,3.0,1.0,0.0,6.61
2236,47.0,3.0,43640.0,3.0,11.0,26.0,3.0,20.0,5.0,6.0,6.34
2237,24.0,5.0,43350.0,1.0,15.0,5.0,5.0,5.0,0.0,3.0,9.7
2238,32.0,4.0,53260.0,4.0,14.0,7.0,2.0,4.0,0.0,3.0,7.51
2239,34.0,9.0,32800.0,5.0,13.0,7.0,3.0,5.0,0.0,2.0,6.13
2240,41.0,26.0,54850.0,2.0,17.0,7.0,2.0,4.0,0.0,3.0,10.5
2241,40.0,3.0,43420.0,3.0,11.0,11.0,6.0,8.0,0.0,7.0,6.37
2242,31.0,16.0,27820.0,1.0,19.0,13.0,5.0,13.0,9.0,9.0,6.73
2243,46.0,18.0,59800.0,4.0,11.0,28.0,2.0,7.0,4.0,3.0,6.68
2244,39.0,2.0,43810.0,2.0,15.0,11.0,1.0,1.0,0.0,0.0,9.39
2245,31.0,2.0,25720.0,1.0,13.0,10.0,3.0,10.0,4.0,7.0,6.79
2246,45.0,10.0,38330.0,2.0,14.0,24.0,1.0,7.0,0.0,7.0,10.51
2247,31.0,16.0,42440.0,9.0,13.0,8.0,3.0,3.0,0.0,2.0,6.73
2248,31.0,7.0,65000.0,6.0,23.0,7.0,5.0,2.0,2.0,2.0,10.28
2249,45.0,1.0,184300.0,4.0,12.0,10.0,5.0,3.0,1.0,2.0,10.57
2250,48.0,24.0,16010.0,4.0,12.0,15.0,3.0,2.0,2.0,2.0,7.09
2251,34.0,7.0,26940.0,1.0,16.0,2.0,3.0,2.0,2.0,2.0,7.42
2252,40.0,25.0,31490.0,2.0,15.0,16.0,1.0,9.0,4.0,8.0,7.99
2253,28.0,1.0,176390.0,0.0,13.0,6.0,0.0,5.0,1.0,3.0,6.51
2254,44.0,5.0,23190.0,3.0,18.0,7.0,4.0,5.0,0.0,3.0,6.59
2255,53.0,2.0,116910.0,4.0,20.0,35.0,2.0,9.0,8.0,8.0,6.9
2256,49.0,7.0,53240.0,2.0,19.0,20.0,2.0,3.0,1.0,2.0,6.79
2257,40.0,2.0,167520.0,2.0,18.0,8.0,3.0,3.0,1.0,2.0,6.51
2258,44.0,5.0,52280.0,1.0,13.0,6.0,2.0,5.0,1.0,3.0,6.92
2259,33.0,10.0,27000.0,0.0,14.0,5.0,2.0,4.0,0.0,3.0,7.29
2260,34.0,10.0,192460.0,3.0,15.0,15.0,5.0,13.0,3.0,12.0,6.87
2261,30.0,1.0,25060.0,8.0,22.0,4.0,3.0,2.0,2.0,2.0,6.13
2262,42.0,8.0,60620.0,1.0,22.0,12.0,2.0,12.0,5.0,8.0,7.29
2263,44.0,5.0,43820.0,7.0,16.0,11.0,2.0,1.0,0.0,0.0,7.6
2264,30.0,8.0,21430.0,1.0,17.0,1.0,2.0,1.0,0.0,0.0,6.17
2265,57.0,2.0,61620.0,0.0,14.0,13.0,5.0,12.0,2.0,8.0,7.6
2266,49.0,7.0,50940.0,3.0,15.0,29.0,5.0,8.0,0.0,7.0,6.91
2267,34.0,2.0,68770.0,7.0,20.0,16.0,3.0,14.0,6.0,9.0,6.29
2268,28.0,2.0,22740.0,3.0,20.0,5.0,5.0,3.0,1.0,2.0,6.49
2269,29.0,28.0,44340.0,5.0,17.0,7.0,1.0,5.0,0.0,0.0,7.81
2270,34.0,7.0,62880.0,0.0,15.0,16.0,2.0,15.0,10.0,10.0,8.53
2271,35.0,7.0,25530.0,1.0,14.0,1.0,4.0,1.0,0.0,0.0,6.61
2272,24.0,3.0,76540.0,2.0,17.0,4.0,3.0,0.0,0.0,0.0,8.51
2273,24.0,10.0,51600.0,1.0,17.0,1.0,3.0,1.0,0.0,0.0,7.41
2274,44.0,5.0,171590.0,5.0,22.0,16.0,1.0,2.0,2.0,2.0,10.3
2275,29.0,10.0,128080.0,1.0,13.0,10.0,6.0,10.0,0.0,4.0,6.98
2276,30.0,1.0,102210.0,0.0,19.0,6.0,2.0,5.0,1.0,3.0,6.1
2277,55.0,20.0,47790.0,0.0,14.0,4.0,6.0,3.0,1.0,2.0,10.7
2278,33.0,7.0,37370.0,8.0,22.0,8.0,2.0,5.0,0.0,2.0,7.9
2279,47.0,8.0,23660.0,3.0,17.0,11.0,5.0,5.0,1.0,2.0,10.88
2280,28.0,1.0,17060.0,7.0,12.0,8.0,3.0,0.0,0.0,0.0,7.59
2281,28.0,8.0,163070.0,1.0,16.0,1.0,3.0,1.0,0.0,0.0,6.11
2282,28.0,9.0,59330.0,0.0,11.0,5.0,3.0,4.0,1.0,3.0,7.04
2283,49.0,5.0,34240.0,4.0,11.0,10.0,3.0,3.0,1.0,2.0,6.41
2284,29.0,8.0,40370.0,0.0,14.0,4.0,2.0,3.0,0.0,2.0,7.12
2285,28.0,5.0,25590.0,1.0,11.0,8.0,3.0,8.0,1.0,7.0,5.99
2286,33.0,15.0,62010.0,2.0,15.0,14.0,2.0,0.0,0.0,0.0,8.49
2287,32.0,7.0,44030.0,2.0,20.0,10.0,3.0,5.0,0.0,0.0,7.44
2288,54.0,10.0,37610.0,3.0,12.0,26.0,3.0,14.0,1.0,12.0,6.97
2289,29.0,5.0,109340.0,6.0,17.0,11.0,2.0,9.0,0.0,7.0,6.55
2290,44.0,26.0,107610.0,3.0,11.0,24.0,5.0,20.0,14.0,17.0,7.9
2291,39.0,6.0,51750.0,4.0,17.0,9.0,2.0,2.0,2.0,2.0,7.13
2292,46.0,4.0,138260.0,8.0,11.0,23.0,1.0,13.0,5.0,1.0,7.03
2293,35.0,23.0,63340.0,1.0,14.0,11.0,2.0,11.0,3.0,3.0,6.21
2294,23.0,2.0,49360.0,0.0,19.0,5.0,2.0,4.0,1.0,2.0,7.68
2295,40.0,2.0,47750.0,3.0,15.0,15.0,3.0,5.0,1.0,0.0,7.59
2296,34.0,2.0,28180.0,1.0,13.0,10.0,2.0,10.0,8.0,6.0,10.29
