EmployeeID,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,mean_time,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,StockOptionLevel,resignationReason,retirementType
2764,35.0,20.0,40690.0,1.0,13.0,6.0,5.0,6.0,0.0,4.0,7.9,Travel_Rarely,Research & Development,4,Life Sciences,Female,3,Human Resources,Single,3,3,2.0,3.0,3.0,0,Others,Resignation
2765,55.0,2.0,74410.0,3.0,12.0,24.0,4.0,1.0,1.0,0.0,6.69,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Laboratory Technician,Married,3,3,1.0,4.0,3.0,1,Others,Resignation
2766,38.0,11.0,24300.0,7.0,13.0,17.0,2.0,13.0,1.0,9.0,8.8,Non-Travel,Sales,1,Marketing,Male,2,Laboratory Technician,Divorced,4,3,2.0,4.0,3.0,2,Others,Resignation
2767,34.0,8.0,58780.0,1.0,14.0,5.0,1.0,5.0,1.0,3.0,7.97,Travel_Rarely,Research & Development,2,Medical,Male,1,Research Scientist,Married,3,3,1.0,2.0,3.0,0,Others,Resignation
2768,56.0,2.0,26440.0,4.0,11.0,37.0,2.0,6.0,0.0,2.0,6.3,Travel_Rarely,Human Resources,1,Medical,Male,2,Sales Executive,Single,3,3,4.0,4.0,2.0,1,Others,Resignation
2769,23.0,10.0,64390.0,3.0,22.0,3.0,2.0,0.0,0.0,0.0,6.4,Travel_Rarely,Research & Development,3,Medical,Male,2,Laboratory Technician,Divorced,3,4,3.0,1.0,3.0,3,Others,Resignation
2770,51.0,29.0,24510.0,3.0,17.0,10.0,2.0,4.0,0.0,3.0,6.68,Travel_Rarely,Research & Development,4,Life Sciences,Female,5,Manufacturing Director,Married,2,3,4.0,4.0,3.0,0,Others,Resignation
2771,30.0,8.0,63920.0,1.0,21.0,11.0,2.0,11.0,10.0,8.0,7.58,Travel_Rarely,Sales,2,Technical Degree,Male,1,Sales Representative,Married,4,4,3.0,4.0,3.0,1,Others,Resignation
2772,46.0,1.0,97140.0,1.0,22.0,9.0,0.0,9.0,4.0,7.0,6.21,Travel_Rarely,Sales,2,Medical,Female,2,Research Scientist,Single,3,4,3.0,4.0,3.0,0,Others,Resignation
2773,40.0,6.0,60770.0,1.0,16.0,22.0,2.0,22.0,11.0,11.0,7.39,Travel_Frequently,Research & Development,3,Medical,Male,1,Healthcare Representative,Married,2,3,3.0,2.0,2.0,2,Others,Resignation
2774,51.0,8.0,24500.0,0.0,12.0,11.0,2.0,10.0,1.0,0.0,10.11,Travel_Rarely,Research & Development,4,Life Sciences,Female,5,Sales Representative,Single,3,3,3.0,4.0,1.0,1,Others,Resignation
2775,30.0,9.0,92500.0,1.0,12.0,11.0,0.0,11.0,2.0,7.0,8.09,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Manufacturing Director,Divorced,3,3,3.0,2.0,2.0,3,Others,Resignation
2776,46.0,12.0,20740.0,2.0,15.0,21.0,3.0,10.0,9.0,5.0,9.03,Travel_Frequently,Research & Development,1,Medical,Male,1,Laboratory Technician,Married,3,3,3.0,1.0,2.0,1,Others,Resignation
2777,32.0,15.0,101690.0,1.0,14.0,12.0,6.0,11.0,5.0,7.0,7.27,Travel_Rarely,Sales,3,Marketing,Male,1,Research Scientist,Single,2,3,2.0,3.0,3.0,0,Others,Resignation
2778,54.0,25.0,48550.0,9.0,25.0,16.0,2.0,4.0,0.0,3.0,7.63,Travel_Rarely,Research & Development,1,Medical,Female,1,Laboratory Technician,Married,2,4,1.0,3.0,1.0,1,Others,Resignation
2779,24.0,6.0,40870.0,0.0,20.0,4.0,1.0,3.0,0.0,2.0,7.78,Travel_Rarely,Sales,2,Marketing,Male,2,Research Scientist,Married,3,4,1.0,3.0,2.0,3,Others,Resignation
2780,28.0,9.0,23670.0,1.0,13.0,5.0,2.0,5.0,0.0,4.0,5.98,Non-Travel,Sales,4,Medical,Male,2,Laboratory Technician,Married,2,3,2.0,3.0,4.0,0,Others,Resignation
2781,58.0,8.0,29720.0,0.0,14.0,38.0,2.0,37.0,1.0,8.0,7.1,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Sales Executive,Single,4,3,4.0,3.0,2.0,0,Others,Resignation
2782,44.0,23.0,195860.0,4.0,16.0,17.0,3.0,3.0,1.0,2.0,6.71,Non-Travel,Research & Development,2,Medical,Female,1,Research Scientist,Married,2,3,2.0,2.0,4.0,0,Others,Resignation
2783,37.0,9.0,54840.0,4.0,17.0,7.0,4.0,3.0,0.0,2.0,10.15,Travel_Rarely,Human Resources,3,Human Resources,Male,2,Healthcare Representative,Divorced,3,3,3.0,1.0,3.0,0,Stress,Resignation
2784,32.0,12.0,20610.0,1.0,15.0,1.0,2.0,1.0,0.0,0.0,7.98,Travel_Rarely,Human Resources,2,Human Resources,Female,1,Sales Representative,Single,2,3,4.0,1.0,3.0,1,Others,Resignation
2785,20.0,4.0,99240.0,1.0,22.0,1.0,3.0,1.0,1.0,0.0,10.73,Travel_Frequently,Sales,4,Life Sciences,Female,2,Healthcare Representative,Single,3,4,4.0,4.0,3.0,0,Others,Resignation
2786,34.0,1.0,41980.0,1.0,22.0,16.0,2.0,16.0,2.0,10.0,7.59,Travel_Rarely,Research & Development,4,Other,Male,4,Laboratory Technician,Single,2,4,1.0,3.0,3.0,1,Others,Resignation
2787,37.0,24.0,68150.0,5.0,20.0,17.0,3.0,1.0,0.0,0.0,7.76,Non-Travel,Sales,2,Life Sciences,Male,1,Research Scientist,Divorced,3,4,3.0,4.0,4.0,1,Others,Resignation
2788,59.0,12.0,47230.0,9.0,14.0,30.0,0.0,3.0,2.0,2.0,7.19,Non-Travel,Research & Development,2,Life Sciences,Male,2,Sales Executive,Married,3,3,3.0,4.0,3.0,0,Others,Resignation
2789,50.0,3.0,61420.0,3.0,13.0,28.0,3.0,8.0,0.0,7.0,9.62,Travel_Frequently,Research & Development,4,Medical,Male,4,Research Scientist,Married,2,3,1.0,2.0,2.0,2,Others,Resignation
2790,25.0,10.0,82370.0,1.0,13.0,6.0,6.0,6.0,0.0,3.0,8.53,Travel_Rarely,Sales,1,Marketing,Male,2,Research Director,Single,2,3,3.0,3.0,3.0,0,Others,Fired
2791,25.0,26.0,88530.0,1.0,22.0,2.0,3.0,2.0,2.0,1.0,7.7,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Laboratory Technician,Married,3,4,4.0,4.0,3.0,1,Others,Resignation
2792,22.0,2.0,193310.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,6.31,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Sales Representative,Single,3,3,2.0,4.0,3.0,1,Others,Resignation
2793,51.0,1.0,20730.0,3.0,14.0,23.0,4.0,13.0,12.0,8.0,7.48,Travel_Frequently,Research & Development,3,Life Sciences,Female,1,Sales Executive,Single,3,3,1.0,1.0,2.0,1,Others,Resignation
2794,34.0,4.0,55620.0,1.0,15.0,9.0,3.0,9.0,0.0,6.0,8.2,Travel_Frequently,Human Resources,4,Life Sciences,Female,5,Sales Executive,Single,3,3,1.0,3.0,3.0,0,Salary,Resignation
2795,54.0,9.0,196130.0,2.0,17.0,23.0,5.0,5.0,4.0,4.0,8.08,Non-Travel,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,3,3,4.0,4.0,3.0,0,Others,Resignation
2796,24.0,2.0,34070.0,0.0,13.0,6.0,4.0,5.0,1.0,2.0,6.53,Travel_Rarely,Research & Development,1,Life Sciences,Male,2,Laboratory Technician,Married,3,3,2.0,3.0,3.0,1,Others,Resignation
2797,34.0,4.0,50630.0,6.0,12.0,12.0,2.0,1.0,0.0,0.0,6.02,Travel_Rarely,Sales,3,Marketing,Female,2,Sales Representative,Divorced,3,3,3.0,2.0,3.0,1,Others,Resignation
2798,37.0,6.0,46390.0,2.0,12.0,12.0,3.0,5.0,1.0,3.0,6.22,Travel_Rarely,Sales,1,Technical Degree,Male,1,Laboratory Technician,Single,3,3,3.0,4.0,3.0,2,Others,Resignation
2799,34.0,9.0,48760.0,2.0,21.0,14.0,3.0,11.0,5.0,8.0,7.89,Travel_Rarely,Sales,2,Medical,Male,2,Healthcare Representative,Single,3,4,3.0,1.0,3.0,1,Others,Resignation
2800,36.0,7.0,26900.0,0.0,11.0,10.0,1.0,9.0,2.0,8.0,8.03,Travel_Frequently,Human Resources,3,Medical,Male,1,Research Scientist,Married,3,3,2.0,4.0,3.0,0,Others,Resignation
2801,36.0,1.0,175670.0,5.0,13.0,7.0,6.0,1.0,0.0,0.0,7.51,Travel_Rarely,Research & Development,3,Medical,Female,2,Manufacturing Director,Divorced,3,3,1.0,4.0,3.0,0,Others,Resignation
2802,43.0,3.0,24080.0,1.0,12.0,25.0,3.0,25.0,4.0,12.0,8.67,Travel_Frequently,Research & Development,4,Life Sciences,Male,1,Sales Executive,Married,3,3,3.0,4.0,4.0,1,Others,Resignation
2803,30.0,10.0,28140.0,1.0,24.0,10.0,2.0,10.0,0.0,9.0,7.91,Travel_Frequently,Research & Development,3,Life Sciences,Female,3,Healthcare Representative,Divorced,3,4,1.0,3.0,2.0,0,Others,Resignation
2804,33.0,7.0,112450.0,0.0,21.0,8.0,3.0,7.0,0.0,7.0,6.74,Non-Travel,Sales,3,Life Sciences,Male,2,Sales Executive,Married,3,4,3.0,2.0,4.0,0,Others,Resignation
2805,56.0,15.0,33120.0,9.0,19.0,7.0,1.0,5.0,4.0,3.0,9.0,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Laboratory Technician,Married,1,3,2.0,2.0,3.0,0,Others,Resignation
2806,51.0,3.0,190490.0,7.0,14.0,23.0,2.0,20.0,15.0,15.0,6.72,Travel_Rarely,Research & Development,2,Other,Female,2,Sales Representative,Single,3,3,1.0,3.0,3.0,1,Others,Resignation
2807,31.0,2.0,21410.0,4.0,20.0,12.0,2.0,7.0,7.0,7.0,8.4,Travel_Rarely,Research & Development,4,Technical Degree,Female,3,Sales Executive,Married,3,4,2.0,3.0,2.0,0,Others,Resignation
2808,26.0,17.0,57690.0,1.0,19.0,5.0,4.0,5.0,4.0,3.0,7.72,Travel_Rarely,Sales,3,Medical,Female,2,Manager,Married,2,3,3.0,2.0,2.0,0,Others,Resignation
2809,58.0,2.0,43850.0,1.0,13.0,40.0,2.0,40.0,15.0,6.0,7.57,Travel_Rarely,Sales,2,Medical,Female,1,Research Scientist,Married,2,3,4.0,4.0,2.0,1,Others,Fired
2810,19.0,5.0,53320.0,1.0,23.0,0.0,2.0,0.0,0.0,0.0,9.41,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Manager,Single,3,4,4.0,3.0,2.0,1,Stress,Resignation
2811,22.0,29.0,46630.0,0.0,13.0,3.0,1.0,2.0,2.0,1.0,6.4,Travel_Rarely,Sales,4,Technical Degree,Male,1,Sales Executive,Married,3,3,3.0,4.0,3.0,1,Others,Resignation
2812,49.0,2.0,47240.0,1.0,11.0,16.0,3.0,15.0,5.0,11.0,7.2,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Sales Executive,Married,2,3,3.0,1.0,2.0,1,Others,Resignation
2813,43.0,2.0,32110.0,4.0,13.0,18.0,2.0,3.0,1.0,2.0,7.99,Travel_Frequently,Sales,2,Life Sciences,Male,1,Sales Executive,Single,4,3,2.0,3.0,3.0,0,Others,Resignation
2814,50.0,19.0,53770.0,4.0,14.0,16.0,3.0,2.0,2.0,1.0,7.08,Travel_Frequently,Research & Development,4,Life Sciences,Male,2,Sales Executive,Single,4,3,3.0,4.0,3.0,1,Others,Resignation
2815,31.0,15.0,40660.0,3.0,22.0,4.0,2.0,2.0,2.0,2.0,8.39,Travel_Rarely,Research & Development,1,Medical,Female,2,Sales Executive,Married,2,4,2.0,3.0,3.0,0,Others,Resignation
2816,41.0,17.0,52080.0,3.0,11.0,12.0,2.0,9.0,0.0,7.0,8.09,Travel_Rarely,Research & Development,2,Other,Male,1,Manufacturing Director,Divorced,1,3,3.0,3.0,3.0,3,Others,Resignation
2817,26.0,17.0,48770.0,1.0,13.0,8.0,5.0,8.0,5.0,7.0,7.88,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Sales Executive,Married,4,3,3.0,3.0,3.0,1,Others,Resignation
2818,36.0,25.0,31170.0,6.0,21.0,7.0,2.0,3.0,0.0,1.0,6.79,Travel_Rarely,Human Resources,1,Human Resources,Male,2,Research Scientist,Divorced,4,4,2.0,2.0,3.0,1,Others,Resignation
2819,51.0,6.0,15690.0,2.0,11.0,18.0,2.0,4.0,0.0,3.0,7.19,Travel_Frequently,Research & Development,3,Life Sciences,Female,1,Manager,Single,4,3,1.0,4.0,3.0,0,Others,Fired
2820,39.0,7.0,196580.0,4.0,13.0,17.0,3.0,15.0,5.0,9.0,7.93,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,Married,4,3,4.0,3.0,4.0,1,Others,Resignation
2821,25.0,29.0,30690.0,2.0,14.0,6.0,3.0,2.0,2.0,2.0,7.78,Travel_Rarely,Sales,1,Medical,Female,3,Research Scientist,Married,2,3,1.0,3.0,3.0,1,Others,Resignation
2822,30.0,21.0,104350.0,0.0,11.0,12.0,5.0,11.0,4.0,7.0,10.03,Travel_Rarely,Research & Development,1,Medical,Male,2,Laboratory Technician,Married,3,3,3.0,4.0,1.0,0,Others,Resignation
2823,32.0,2.0,41480.0,7.0,15.0,10.0,0.0,5.0,0.0,4.0,7.92,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Research Director,Single,2,3,1.0,1.0,4.0,0,Others,Resignation
2824,45.0,2.0,57680.0,5.0,23.0,9.0,4.0,6.0,0.0,3.0,7.41,Travel_Rarely,Research & Development,1,Technical Degree,Female,2,Healthcare Representative,Single,3,4,3.0,4.0,2.0,1,Others,Resignation
2825,38.0,7.0,50420.0,3.0,16.0,19.0,4.0,3.0,2.0,2.0,10.43,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Research Director,Single,3,3,4.0,3.0,3.0,1,Others,Resignation
2826,30.0,13.0,57700.0,1.0,16.0,5.0,2.0,5.0,0.0,4.0,6.69,Travel_Rarely,Sales,3,Marketing,Female,2,Laboratory Technician,Single,4,3,1.0,3.0,2.0,1,Others,Resignation
2827,32.0,2.0,77560.0,0.0,21.0,9.0,3.0,8.0,0.0,7.0,6.49,Travel_Frequently,Sales,3,Marketing,Male,3,Laboratory Technician,Divorced,3,4,4.0,4.0,4.0,0,Others,Resignation
2828,30.0,1.0,103060.0,5.0,13.0,8.0,5.0,3.0,2.0,2.0,6.67,Travel_Rarely,Research & Development,3,Medical,Female,3,Sales Executive,Divorced,3,3,4.0,1.0,3.0,0,Others,Resignation
2829,30.0,9.0,39360.0,0.0,11.0,6.0,3.0,5.0,1.0,2.0,6.43,Travel_Rarely,Sales,3,Medical,Male,2,Research Scientist,Single,3,3,2.0,4.0,3.0,1,Others,Resignation
2830,41.0,10.0,79450.0,4.0,12.0,21.0,6.0,7.0,7.0,7.0,7.28,Travel_Frequently,Sales,2,Medical,Female,3,Manufacturing Director,Divorced,2,3,4.0,1.0,2.0,1,Others,Resignation
2831,41.0,10.0,57430.0,2.0,12.0,7.0,2.0,5.0,1.0,4.0,8.0,Travel_Rarely,Research & Development,4,Medical,Male,4,Research Scientist,Married,4,3,3.0,1.0,3.0,3,Others,Resignation
2832,19.0,1.0,152020.0,1.0,18.0,1.0,2.0,1.0,0.0,0.0,6.41,Travel_Rarely,Research & Development,3,Other,Female,5,Manufacturing Director,Single,2,3,2.0,2.0,3.0,3,Others,Resignation
2833,40.0,26.0,54400.0,1.0,12.0,20.0,2.0,20.0,2.0,13.0,7.02,Travel_Frequently,Research & Development,4,Medical,Male,2,Manufacturing Director,Divorced,3,3,2.0,2.0,3.0,1,Others,Resignation
2834,35.0,8.0,37600.0,1.0,14.0,10.0,2.0,10.0,0.0,6.0,7.36,Travel_Rarely,Sales,1,Marketing,Female,3,Laboratory Technician,Married,3,3,3.0,2.0,3.0,3,Others,Resignation
2835,53.0,14.0,35170.0,2.0,12.0,13.0,1.0,7.0,4.0,5.0,10.93,Travel_Rarely,Sales,2,Life Sciences,Female,5,Manufacturing Director,Married,2,3,2.0,3.0,1.0,1,Others,Resignation
2836,45.0,1.0,25800.0,8.0,17.0,20.0,3.0,17.0,0.0,15.0,6.84,Travel_Rarely,Sales,4,Technical Degree,Male,1,Research Scientist,Divorced,3,3,2.0,2.0,1.0,3,Others,Resignation
2837,32.0,2.0,21660.0,1.0,19.0,9.0,4.0,9.0,3.0,7.0,7.89,Travel_Frequently,Sales,2,Life Sciences,Female,1,Manufacturing Director,Single,1,3,2.0,4.0,3.0,1,Others,Resignation
2838,29.0,10.0,58690.0,1.0,11.0,10.0,6.0,10.0,0.0,9.0,6.12,Non-Travel,Research & Development,4,Technical Degree,Male,3,Healthcare Representative,Married,4,3,4.0,3.0,3.0,1,Others,Resignation
2839,51.0,1.0,80080.0,2.0,15.0,10.0,4.0,1.0,0.0,0.0,7.58,Travel_Rarely,Research & Development,3,Other,Female,3,Research Director,Married,3,3,2.0,3.0,3.0,1,Others,Resignation
2840,58.0,3.0,52060.0,4.0,11.0,9.0,4.0,1.0,0.0,0.0,9.95,Travel_Rarely,Sales,3,Marketing,Female,1,Research Scientist,Married,1,3,2.0,2.0,2.0,3,Others,Resignation
2841,40.0,11.0,52950.0,7.0,18.0,15.0,4.0,12.0,2.0,11.0,6.19,Travel_Rarely,Research & Development,2,Technical Degree,Male,4,Laboratory Technician,Married,3,3,3.0,4.0,2.0,0,Others,Resignation
2842,34.0,24.0,164130.0,6.0,16.0,6.0,1.0,4.0,1.0,2.0,7.03,Travel_Frequently,Sales,4,Marketing,Male,2,Manufacturing Director,Married,3,3,3.0,3.0,3.0,0,Others,Resignation
2843,22.0,3.0,132690.0,1.0,25.0,2.0,2.0,2.0,2.0,2.0,7.7,Travel_Rarely,Research & Development,3,Medical,Male,1,Laboratory Technician,Married,3,4,3.0,4.0,3.0,1,Others,Resignation
2844,27.0,3.0,27830.0,6.0,16.0,6.0,2.0,2.0,2.0,2.0,6.28,Non-Travel,Research & Development,3,Medical,Male,1,Healthcare Representative,Divorced,4,3,4.0,2.0,1.0,1,Others,Resignation
2845,28.0,4.0,54330.0,1.0,13.0,5.0,4.0,5.0,0.0,2.0,6.49,Travel_Rarely,Sales,4,Life Sciences,Male,2,Healthcare Representative,Married,2,3,3.0,4.0,1.0,1,Others,Resignation
2846,57.0,3.0,20130.0,3.0,14.0,12.0,5.0,5.0,1.0,4.0,10.89,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Manufacturing Director,Divorced,3,3,3.0,4.0,1.0,1,Others,Resignation
2847,27.0,2.0,139660.0,1.0,19.0,1.0,1.0,1.0,0.0,1.0,10.61,Non-Travel,Research & Development,3,Life Sciences,Male,1,Manufacturing Director,Divorced,3,3,3.0,3.0,2.0,0,Others,Resignation
2848,50.0,4.0,43740.0,3.0,15.0,21.0,5.0,5.0,4.0,4.0,6.22,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Manufacturing Director,Single,4,3,3.0,2.0,3.0,1,Others,Resignation
2849,41.0,7.0,68420.0,4.0,12.0,13.0,3.0,9.0,1.0,8.0,6.18,Travel_Rarely,Sales,4,Marketing,Male,4,Laboratory Technician,Divorced,3,3,1.0,3.0,3.0,1,Others,Resignation
2850,30.0,1.0,174260.0,2.0,12.0,12.0,0.0,10.0,7.0,4.0,6.89,Travel_Rarely,Human Resources,4,Human Resources,Female,1,Manager,Married,2,3,2.0,4.0,3.0,1,Others,Resignation
2851,38.0,1.0,176030.0,4.0,16.0,12.0,0.0,8.0,0.0,7.0,6.28,Travel_Rarely,Sales,1,Medical,Male,2,Laboratory Technician,Single,2,3,1.0,4.0,4.0,0,Others,Resignation
2852,32.0,20.0,45810.0,3.0,14.0,8.0,3.0,5.0,1.0,4.0,6.93,Travel_Rarely,Research & Development,3,Medical,Female,1,Manufacturing Director,Single,3,3,3.0,3.0,3.0,1,Others,Resignation
2853,27.0,5.0,47350.0,0.0,13.0,6.0,2.0,5.0,1.0,1.0,8.93,Travel_Rarely,Research & Development,4,Medical,Male,2,Healthcare Representative,Married,3,3,3.0,2.0,2.0,0,Others,Resignation
2854,19.0,10.0,41870.0,0.0,22.0,1.0,4.0,0.0,0.0,0.0,7.51,Travel_Frequently,Research & Development,2,Life Sciences,Male,2,Healthcare Representative,Single,3,4,3.0,1.0,4.0,1,Stress,Resignation
2855,36.0,25.0,55050.0,4.0,21.0,13.0,3.0,8.0,7.0,2.0,7.43,Travel_Frequently,Sales,3,Marketing,Female,2,Research Director,Single,3,4,4.0,2.0,2.0,2,Others,Resignation
2856,30.0,1.0,54700.0,1.0,18.0,12.0,2.0,12.0,6.0,10.0,6.83,Non-Travel,Sales,3,Medical,Female,1,Sales Executive,Divorced,3,3,3.0,1.0,3.0,1,Others,Resignation
2857,45.0,24.0,54760.0,4.0,13.0,9.0,3.0,5.0,0.0,3.0,8.12,Travel_Rarely,Research & Development,2,Medical,Male,2,Sales Executive,Divorced,3,3,3.0,1.0,4.0,1,Others,Resignation
2858,56.0,4.0,25870.0,4.0,12.0,19.0,2.0,2.0,2.0,2.0,8.3,Travel_Rarely,Research & Development,3,Life Sciences,Male,4,Manager,Divorced,2,3,3.0,1.0,3.0,0,Others,Resignation
2859,33.0,2.0,24400.0,0.0,18.0,4.0,4.0,3.0,0.0,2.0,6.82,Travel_Rarely,Research & Development,2,Medical,Male,1,Sales Executive,Single,3,3,3.0,4.0,4.0,3,Others,Resignation
2860,19.0,8.0,159720.0,1.0,21.0,1.0,2.0,1.0,1.0,0.0,7.2,Travel_Rarely,Research & Development,2,Life Sciences,Male,2,Sales Executive,Single,3,4,2.0,4.0,2.0,0,Salary,Resignation
2861,46.0,10.0,153790.0,1.0,12.0,24.0,1.0,24.0,15.0,7.0,6.86,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Laboratory Technician,Divorced,1,3,2.0,1.0,3.0,0,Others,Resignation
2862,38.0,4.0,70820.0,1.0,14.0,2.0,3.0,2.0,2.0,1.0,7.9,Travel_Rarely,Sales,4,Life Sciences,Male,1,Manufacturing Director,Single,4,3,3.0,4.0,3.0,0,Others,Resignation
2863,31.0,2.0,27280.0,8.0,11.0,7.0,3.0,4.0,0.0,2.0,10.37,Travel_Rarely,Sales,5,Life Sciences,Male,2,Sales Representative,Married,4,3,3.0,4.0,3.0,0,Others,Resignation
2864,34.0,9.0,53680.0,2.0,14.0,9.0,2.0,3.0,1.0,2.0,6.21,Travel_Rarely,Sales,3,Marketing,Female,2,Manager,Single,3,3,4.0,2.0,3.0,1,Others,Resignation
2865,41.0,18.0,53470.0,1.0,24.0,4.0,1.0,4.0,0.0,2.0,10.05,Travel_Rarely,Research & Development,4,Life Sciences,Male,5,Laboratory Technician,Single,3,4,2.0,2.0,2.0,1,Salary,Resignation
2866,50.0,19.0,31950.0,2.0,11.0,5.0,4.0,3.0,0.0,2.0,6.78,Travel_Rarely,Sales,4,Marketing,Male,3,Sales Executive,Married,2,3,3.0,3.0,2.0,0,Others,Resignation
2867,53.0,1.0,39890.0,1.0,13.0,5.0,2.0,4.0,1.0,3.0,6.13,Travel_Rarely,Sales,2,Life Sciences,Male,1,Manager,Divorced,3,3,4.0,1.0,3.0,0,Others,Resignation
2868,33.0,4.0,33060.0,1.0,11.0,8.0,6.0,8.0,1.0,6.0,7.51,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Human Resources,Married,1,3,4.0,2.0,3.0,3,Others,Resignation
2869,40.0,11.0,70050.0,1.0,20.0,21.0,2.0,20.0,9.0,9.0,6.22,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Sales Executive,Married,3,4,4.0,3.0,3.0,2,Others,Resignation
2870,55.0,6.0,26550.0,8.0,17.0,36.0,0.0,24.0,2.0,15.0,6.09,Travel_Rarely,Research & Development,1,Life Sciences,Female,2,Laboratory Technician,Single,2,3,3.0,2.0,3.0,0,Others,Resignation
2871,34.0,7.0,13930.0,1.0,11.0,10.0,4.0,10.0,1.0,9.0,6.82,Travel_Frequently,Human Resources,4,Other,Female,1,Research Scientist,Married,4,3,4.0,3.0,2.0,2,Others,Resignation
2872,51.0,4.0,25700.0,3.0,18.0,21.0,2.0,7.0,1.0,0.0,7.38,Travel_Rarely,Human Resources,2,Human Resources,Male,2,Sales Representative,Single,3,3,4.0,2.0,3.0,0,Others,Resignation
2873,52.0,2.0,35370.0,0.0,11.0,34.0,3.0,33.0,11.0,9.0,6.27,Travel_Rarely,Research & Development,4,Medical,Female,2,Sales Representative,Married,3,3,3.0,3.0,3.0,1,Others,Resignation
2874,27.0,15.0,39860.0,1.0,12.0,7.0,3.0,7.0,0.0,3.0,7.53,Travel_Rarely,Sales,3,Marketing,Male,1,Research Scientist,Single,3,3,4.0,2.0,2.0,2,Others,Resignation
2875,35.0,2.0,108830.0,3.0,12.0,8.0,3.0,1.0,0.0,1.0,9.0,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Research Director,Married,4,3,2.0,3.0,3.0,0,Others,Resignation
2876,43.0,6.0,20280.0,4.0,20.0,7.0,2.0,5.0,2.0,2.0,8.01,Non-Travel,Research & Development,2,Medical,Male,1,Healthcare Representative,Divorced,2,4,4.0,4.0,4.0,1,Others,Resignation
2877,45.0,9.0,95250.0,9.0,19.0,22.0,3.0,20.0,11.0,8.0,6.21,Non-Travel,Research & Development,2,Medical,Female,1,Sales Executive,Married,3,3,1.0,4.0,3.0,0,Others,Resignation
2878,37.0,7.0,29290.0,1.0,12.0,8.0,2.0,8.0,1.0,7.0,10.08,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Research Scientist,Married,1,3,2.0,1.0,2.0,0,Others,Resignation
2879,35.0,1.0,22750.0,5.0,13.0,10.0,2.0,6.0,1.0,2.0,6.12,Travel_Frequently,Research & Development,3,Other,Male,2,Research Director,Single,4,3,2.0,2.0,3.0,0,Others,Resignation
2880,42.0,1.0,78790.0,2.0,11.0,11.0,2.0,5.0,0.0,2.0,6.39,Non-Travel,Research & Development,1,Technical Degree,Male,2,Sales Executive,Divorced,3,3,3.0,3.0,3.0,1,Others,Resignation
2881,38.0,8.0,49300.0,9.0,14.0,14.0,0.0,1.0,0.0,0.0,6.3,Travel_Rarely,Sales,2,Marketing,Male,5,Research Scientist,Married,3,3,4.0,3.0,3.0,0,Others,Resignation
2882,38.0,25.0,78470.0,3.0,14.0,9.0,3.0,7.0,1.0,7.0,7.28,Travel_Rarely,Human Resources,1,Human Resources,Female,1,Manufacturing Director,Married,4,3,4.0,4.0,1.0,1,Others,Resignation
2883,27.0,13.0,44010.0,5.0,13.0,6.0,4.0,2.0,2.0,0.0,6.52,Travel_Frequently,Research & Development,4,Medical,Male,1,Manager,Married,2,3,3.0,1.0,3.0,0,Others,Resignation
2884,49.0,23.0,92410.0,1.0,19.0,7.0,5.0,7.0,1.0,7.0,9.59,Non-Travel,Research & Development,1,Other,Female,2,Sales Executive,Divorced,3,3,4.0,4.0,3.0,1,Others,Resignation
2885,34.0,7.0,29740.0,1.0,23.0,5.0,2.0,5.0,2.0,0.0,10.51,Travel_Frequently,Research & Development,2,Medical,Male,4,Sales Representative,Divorced,3,4,4.0,3.0,4.0,0,Others,Resignation
2886,40.0,23.0,45020.0,8.0,12.0,15.0,0.0,7.0,3.0,7.0,10.4,Travel_Rarely,Research & Development,3,Medical,Female,1,Laboratory Technician,Married,2,3,3.0,4.0,4.0,2,Others,Resignation
