,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EmployeeID,JobInvolvement,PerformanceRating,EmployeeID,Attrition,retirementDate,retirementType,resignationReason
2379,2380,,4.0,2.0,35,Travel_Rarely,Research & Development,9,3,Life Sciences,1,2380,Male,2,Manager,Divorced,173990,6.0,Y,12,8,0,7.0,3,2,2,2,2380,1,3,2380.0,Yes,11/02/2016,Resignation,Salary
2380,2381,1.0,4.0,3.0,24,Travel_Frequently,Research & Development,15,3,Life Sciences,1,2381,Male,2,Research Scientist,Single,54880,1.0,Y,22,8,1,6.0,6,6,1,3,2381,3,4,,,,,
2381,2382,2.0,3.0,3.0,27,Travel_Rarely,Sales,10,4,Life Sciences,1,2382,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2,2382,1,3,,,,,
2382,2383,4.0,4.0,2.0,27,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2383,Male,1,Research Scientist,Single,28110,2.0,Y,20,8,0,6.0,3,4,1,2,2383,3,4,,,,,
2383,2384,1.0,1.0,1.0,40,Travel_Rarely,Sales,16,4,Marketing,1,2384,Male,1,Research Director,Single,36330,3.0,Y,16,8,2,10.0,0,4,0,3,2384,3,3,2384.0,Yes,31/01/2016,Resignation,Others
2384,2385,3.0,3.0,3.0,29,Travel_Rarely,Research & Development,20,1,Medical,1,2385,Female,2,Manager,Single,41630,9.0,Y,15,8,1,8.0,4,5,1,4,2385,2,3,,,,,
2385,2386,2.0,1.0,3.0,36,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2386,Female,3,Sales Executive,Married,21320,4.0,Y,20,8,0,9.0,1,3,0,2,2386,2,4,,,,,
2386,2387,4.0,3.0,3.0,25,Travel_Frequently,Sales,5,1,Marketing,1,2387,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7,2387,2,3,,,,,
2387,2388,4.0,2.0,3.0,39,Travel_Rarely,Sales,10,3,Marketing,1,2388,Female,2,Research Director,Married,26840,4.0,Y,12,8,0,7.0,2,5,1,0,2388,3,3,,,,,
2388,2389,1.0,2.0,3.0,49,Travel_Rarely,Sales,4,2,Life Sciences,1,2389,Male,2,Research Director,Married,108450,3.0,Y,24,8,0,27.0,4,4,1,2,2389,2,4,,,,,
2389,2390,4.0,1.0,3.0,50,Travel_Rarely,Research & Development,2,2,Medical,1,2390,Male,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,14,1,11,2390,2,3,,,,,
2390,2391,3.0,3.0,3.0,20,Travel_Rarely,Research & Development,18,4,Medical,1,2391,Female,2,Sales Executive,Single,37430,1.0,Y,13,8,1,2.0,2,2,2,2,2391,3,3,,,,,
2391,2392,4.0,2.0,3.0,34,Travel_Rarely,Research & Development,10,3,Medical,1,2392,Male,3,Laboratory Technician,Divorced,41480,1.0,Y,11,8,0,11.0,3,11,7,9,2392,3,3,,,,,
2392,2393,1.0,2.0,3.0,36,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2393,Female,2,Healthcare Representative,Single,10510,2.0,Y,14,8,0,15.0,2,4,1,3,2393,3,3,,,,,
2393,2394,3.0,3.0,3.0,49,Travel_Rarely,Human Resources,6,2,Life Sciences,1,2394,Female,2,Research Scientist,Married,107390,2.0,Y,11,8,3,30.0,3,15,2,12,2394,3,3,,,,,
2394,2395,4.0,3.0,,36,Non-Travel,Research & Development,8,4,Life Sciences,1,2395,Male,4,Laboratory Technician,Married,103880,0.0,Y,14,8,0,4.0,2,3,1,2,2395,3,3,,,,,
2395,2396,4.0,1.0,3.0,36,Travel_Rarely,Research & Development,2,2,Medical,1,2396,Female,2,Healthcare Representative,Divorced,114160,6.0,Y,16,8,0,13.0,2,5,0,4,2396,3,3,,,,,
2396,2397,2.0,3.0,3.0,54,Travel_Rarely,Sales,24,3,Marketing,1,2397,Male,1,Laboratory Technician,Married,26000,3.0,Y,14,8,0,36.0,5,10,4,7,2397,3,3,,,,,
2397,2398,3.0,3.0,3.0,43,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2398,Female,1,Research Scientist,Married,24220,1.0,Y,11,8,1,14.0,2,14,6,11,2398,3,3,,,,,
2398,2399,4.0,4.0,4.0,35,Travel_Frequently,Research & Development,17,4,Medical,1,2399,Male,1,Research Director,Single,54720,3.0,Y,11,8,1,13.0,3,11,6,7,2399,2,3,2399.0,Yes,04/01/2016,Resignation,Stress
2399,2400,4.0,4.0,4.0,38,Travel_Frequently,Research & Development,19,2,Life Sciences,1,2400,Male,2,Research Scientist,Married,24510,7.0,Y,12,8,1,19.0,3,13,2,9,2400,3,3,,,,,
2400,2401,1.0,2.0,2.0,29,Travel_Rarely,Research & Development,1,2,Medical,1,2401,Male,2,Sales Representative,Divorced,42400,1.0,Y,14,8,0,10.0,2,10,0,9,2401,2,3,,,,,
2401,2402,4.0,4.0,3.0,33,Travel_Rarely,Research & Development,7,3,Medical,1,2402,Male,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,6,0,4,2402,2,3,,,,,
2402,2403,4.0,2.0,2.0,32,Travel_Rarely,Research & Development,5,4,Technical Degree,1,2403,Male,5,Research Scientist,Divorced,50030,0.0,Y,13,8,0,10.0,5,9,1,6,2403,3,3,,,,,
2403,2404,1.0,4.0,3.0,31,Travel_Rarely,Research & Development,28,4,Technical Degree,1,2404,Female,2,Sales Executive,Married,127420,1.0,Y,11,8,0,10.0,4,10,0,2,2404,2,3,,,,,
2404,2405,4.0,1.0,2.0,49,Travel_Rarely,Research & Development,2,4,Medical,1,2405,Male,1,Laboratory Technician,Divorced,42270,4.0,Y,18,8,0,17.0,3,2,2,2,2405,2,3,,,,,
2405,2406,4.0,2.0,3.0,38,Travel_Frequently,Sales,29,2,Medical,1,2406,Female,1,Sales Executive,Single,39170,1.0,Y,15,8,3,4.0,2,4,3,3,2406,3,3,,,,,
2406,2407,2.0,2.0,3.0,47,Travel_Rarely,Research & Development,1,4,Medical,1,2407,Male,3,Laboratory Technician,Divorced,183030,6.0,Y,22,8,1,29.0,2,3,1,2,2407,2,4,,,,,
2407,2408,3.0,3.0,3.0,49,Travel_Rarely,Research & Development,21,3,Medical,1,2408,Male,2,Manufacturing Director,Single,23800,4.0,Y,13,8,0,23.0,3,8,0,0,2408,1,3,,,,,
2408,2409,4.0,3.0,3.0,41,Travel_Rarely,Research & Development,24,4,Life Sciences,1,2409,Female,4,Manager,Single,137260,3.0,Y,12,8,0,21.0,6,2,0,2,2409,4,3,,,,,
2409,2410,4.0,1.0,3.0,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2410,Male,1,Sales Representative,Single,47770,1.0,Y,18,8,1,2.0,3,2,0,2,2410,3,3,,,,,
2410,2411,3.0,4.0,3.0,33,Non-Travel,Research & Development,18,2,Medical,1,2411,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,2411,2,3,,,,,
2411,2412,1.0,3.0,2.0,36,Travel_Rarely,Research & Development,2,2,Technical Degree,1,2412,Male,3,Sales Executive,Married,199730,6.0,Y,12,8,0,10.0,2,3,0,2,2412,3,3,,,,,
2412,2413,3.0,4.0,3.0,44,Travel_Rarely,Research & Development,9,3,Technical Degree,1,2413,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2,2413,2,3,,,,,
2413,2414,4.0,3.0,3.0,23,Travel_Rarely,Human Resources,6,3,Life Sciences,1,2414,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2,2414,3,3,2414.0,Yes,09/11/2016,Resignation,Salary
2414,2415,4.0,3.0,2.0,38,Travel_Rarely,Research & Development,11,2,Life Sciences,1,2415,Male,1,Sales Executive,Married,198450,7.0,Y,11,8,1,7.0,3,0,0,0,2415,3,3,,,,,
2415,2416,2.0,4.0,3.0,53,Travel_Rarely,Research & Development,24,3,Life Sciences,1,2416,Male,4,Research Director,Married,133200,3.0,Y,11,8,0,11.0,2,4,1,2,2416,3,3,,,,,
2416,2417,4.0,3.0,3.0,48,Travel_Frequently,Sales,10,2,Marketing,1,2417,Male,1,Healthcare Representative,Married,63470,2.0,Y,12,8,1,19.0,3,9,7,7,2417,1,3,2417.0,Yes,07/03/2016,Resignation,Others
2417,2418,4.0,2.0,3.0,32,Travel_Rarely,Sales,1,3,Life Sciences,1,2418,Male,2,Research Scientist,Single,27430,1.0,Y,19,8,1,1.0,2,1,0,0,2418,3,3,2418.0,Yes,04/06/2016,Resignation,Stress
2418,2419,4.0,4.0,3.0,26,Non-Travel,Research & Development,18,2,Medical,1,2419,Male,1,Human Resources,Single,108800,1.0,Y,23,8,1,7.0,5,7,5,7,2419,3,4,,,,,
2419,2420,1.0,2.0,3.0,55,Travel_Rarely,Research & Development,23,1,Life Sciences,1,2420,Male,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,4,1,2,2420,3,3,,,,,
2420,2421,2.0,4.0,4.0,34,Travel_Rarely,Sales,28,3,Life Sciences,1,2421,Female,2,Research Scientist,Married,176500,1.0,Y,19,8,1,15.0,6,15,4,13,2421,1,3,,,,,
2421,2422,3.0,4.0,4.0,60,Travel_Rarely,Sales,17,4,Medical,1,2422,Male,1,Manager,Divorced,40250,3.0,Y,13,8,1,19.0,5,1,0,0,2422,2,3,,,,,
2422,2423,2.0,2.0,3.0,33,Travel_Rarely,Sales,3,3,Life Sciences,1,2423,Male,3,Manager,Married,97250,1.0,Y,11,8,0,14.0,0,14,2,13,2423,3,3,,,,,
2423,2424,3.0,4.0,2.0,37,Travel_Frequently,Research & Development,13,3,Life Sciences,1,2424,Male,1,Laboratory Technician,Divorced,119040,1.0,Y,12,8,1,6.0,4,6,1,3,2424,3,3,,,,,
2424,2425,2.0,4.0,3.0,34,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2425,Male,1,Healthcare Representative,Married,21770,1.0,Y,13,8,0,10.0,5,10,8,7,2425,3,3,,,,,
2425,2426,3.0,4.0,3.0,23,Travel_Rarely,Research & Development,12,2,Medical,1,2426,Male,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,3,0,2,2426,3,3,2426.0,Yes,20/11/2016,Resignation,Salary
2426,2427,3.0,4.0,3.0,44,Travel_Rarely,Human Resources,1,3,Life Sciences,1,2427,Male,1,Research Scientist,Married,48340,1.0,Y,14,8,0,9.0,1,8,6,7,2427,4,3,,,,,
2427,2428,1.0,4.0,4.0,35,Travel_Frequently,Research & Development,13,3,Life Sciences,1,2428,Male,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,5,1,4,2428,3,3,,,,,
2428,2429,4.0,4.0,3.0,43,Travel_Rarely,Research & Development,25,4,Life Sciences,1,2429,Male,2,Sales Executive,Married,22200,1.0,Y,11,8,0,10.0,2,10,8,8,2429,1,3,,,,,
2429,2430,3.0,3.0,3.0,24,Travel_Rarely,Research & Development,6,3,Life Sciences,1,2430,Male,3,Sales Executive,Married,10520,1.0,Y,13,8,0,5.0,3,5,0,4,2430,3,3,,,,,
2430,2431,4.0,3.0,3.0,41,Travel_Rarely,Sales,6,4,Marketing,1,2431,Male,1,Research Scientist,Single,28210,1.0,Y,17,8,0,10.0,3,10,8,7,2431,3,3,,,,,
2431,2432,4.0,3.0,3.0,29,Travel_Rarely,Research & Development,2,2,Life Sciences,1,2432,Male,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,5,1,2,2432,3,3,,,,,
2432,2433,3.0,4.0,2.0,36,Travel_Rarely,Human Resources,1,4,Life Sciences,1,2433,Female,3,Research Scientist,Single,41070,3.0,Y,11,8,1,17.0,2,13,6,7,2433,1,3,,,,,
2433,2434,3.0,3.0,2.0,45,Non-Travel,Sales,2,3,Life Sciences,1,2434,Female,2,Manufacturing Director,Married,83960,3.0,Y,15,8,2,25.0,3,23,14,4,2434,2,3,,,,,
2434,2435,4.0,3.0,3.0,24,Travel_Rarely,Sales,6,2,Medical,1,2435,Female,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,1,0,0,2435,2,3,2435.0,Yes,10/08/2016,Resignation,Salary
2435,2436,3.0,3.0,1.0,47,Travel_Frequently,Research & Development,1,3,Medical,1,2436,Female,2,Sales Executive,Married,196270,7.0,Y,11,8,2,25.0,1,23,14,10,2436,3,3,2436.0,Yes,13/05/2016,Resignation,Salary
2436,2437,4.0,3.0,4.0,26,Travel_Rarely,Research & Development,9,1,Medical,1,2437,Male,1,Sales Executive,Married,106860,1.0,Y,14,8,1,3.0,2,3,0,2,2437,3,3,,,,,
2437,2438,4.0,2.0,3.0,45,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2438,Male,1,Research Director,Single,29420,1.0,Y,22,8,1,21.0,4,21,8,6,2438,3,4,,,,,
2438,2439,1.0,3.0,2.0,32,Travel_Frequently,Sales,1,1,Marketing,1,2439,Male,2,Laboratory Technician,Married,88580,6.0,Y,16,8,1,10.0,2,5,1,3,2439,3,3,,,,,
2439,2440,2.0,3.0,4.0,31,Travel_Rarely,Research & Development,14,2,Life Sciences,1,2440,Male,1,Sales Executive,Married,167560,1.0,Y,11,8,2,6.0,5,5,0,3,2440,3,3,,,,,
2440,2441,3.0,2.0,3.0,41,Non-Travel,Sales,2,2,Medical,1,2441,Male,2,Research Scientist,Married,107980,6.0,Y,14,8,2,10.0,5,3,1,2,2441,1,3,,,,,
2441,2442,2.0,1.0,3.0,40,Travel_Rarely,Research & Development,22,2,Technical Degree,1,2442,Male,1,Healthcare Representative,Married,23230,2.0,Y,16,8,1,18.0,2,1,0,0,2442,3,3,,,,,
2442,2443,2.0,1.0,4.0,24,Travel_Rarely,Research & Development,3,3,Life Sciences,1,2443,Female,1,Research Scientist,Divorced,14160,1.0,Y,15,8,1,6.0,3,6,1,2,2443,2,3,,,,,
2443,2444,3.0,2.0,3.0,46,Travel_Rarely,Research & Development,6,3,Medical,1,2444,Male,4,Sales Executive,Single,46150,6.0,Y,12,8,0,19.0,3,10,0,9,2444,2,3,,,,,
2444,2445,4.0,3.0,3.0,35,Travel_Rarely,Sales,8,4,Life Sciences,1,2445,Male,1,Laboratory Technician,Married,24610,2.0,Y,20,8,1,17.0,4,7,0,7,2445,3,4,,,,,
2445,2446,2.0,4.0,2.0,30,Travel_Rarely,Sales,9,4,Marketing,1,2446,Male,1,Laboratory Technician,Married,87220,1.0,Y,17,8,1,10.0,3,10,0,8,2446,3,3,,,,,
2446,2447,3.0,2.0,1.0,47,Non-Travel,Research & Development,3,2,Life Sciences,1,2447,Female,2,Sales Executive,Married,39550,7.0,Y,12,8,1,4.0,5,1,0,0,2447,3,3,,,,,
2447,2448,3.0,4.0,2.0,46,Travel_Rarely,Research & Development,1,4,Technical Degree,1,2448,Female,3,Sales Executive,Divorced,99570,4.0,Y,20,8,0,13.0,1,10,0,3,2448,3,4,,,,,
2448,2449,2.0,1.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,1,2449,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2,2449,3,4,2449.0,Yes,28/01/2016,Resignation,Others
2449,2450,1.0,2.0,3.0,32,Travel_Rarely,Research & Development,26,3,Medical,1,2450,Female,2,Research Director,Single,88230,6.0,Y,13,8,2,10.0,3,0,0,0,2450,3,3,2450.0,Yes,22/04/2016,Fired,
2450,2451,3.0,2.0,1.0,23,Travel_Rarely,Sales,6,4,Life Sciences,1,2451,Male,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,3,1,2,2451,3,3,,,,,
2451,2452,4.0,4.0,2.0,31,Travel_Frequently,Sales,3,3,Marketing,1,2452,Male,2,Sales Executive,Single,46210,2.0,Y,18,8,1,9.0,3,5,1,4,2452,3,3,,,,,
2452,2453,4.0,4.0,3.0,39,Non-Travel,Research & Development,3,3,Life Sciences,1,2453,Female,2,Manufacturing Director,Married,109760,1.0,Y,11,8,0,9.0,3,9,5,8,2453,2,3,,,,,
2453,2454,4.0,3.0,1.0,32,Travel_Rarely,Research & Development,6,3,Technical Degree,1,2454,Male,1,Research Scientist,Married,36600,3.0,Y,11,8,2,10.0,0,4,0,2,2454,2,3,,,,,
2454,2455,2.0,2.0,2.0,40,Travel_Rarely,Sales,6,3,Life Sciences,1,2455,Male,3,Manufacturing Director,Single,104820,1.0,Y,11,8,1,21.0,6,21,12,8,2455,2,3,,,,,
2455,2456,3.0,3.0,4.0,45,Travel_Rarely,Research & Development,19,4,Medical,1,2456,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3,2456,3,3,,,,,
2456,2457,4.0,1.0,3.0,30,Travel_Frequently,Sales,9,3,Life Sciences,1,2457,Male,1,Research Director,Single,95820,0.0,Y,12,8,1,10.0,2,9,0,7,2457,3,3,,,,,
2457,2458,1.0,4.0,3.0,24,Travel_Frequently,Sales,3,4,Marketing,1,2458,Male,1,Sales Executive,Married,45080,0.0,Y,11,8,1,3.0,5,2,2,1,2458,3,3,,,,,
2458,2459,3.0,4.0,2.0,30,Travel_Frequently,Research & Development,10,3,Life Sciences,1,2459,Female,1,Human Resources,Divorced,22070,6.0,Y,14,8,0,6.0,4,4,1,2,2459,3,3,2459.0,Yes,06/04/2016,Resignation,Salary
2459,2460,1.0,3.0,3.0,31,Travel_Rarely,Research & Development,3,2,Life Sciences,1,2460,Male,3,Laboratory Technician,Married,77560,1.0,Y,15,8,2,6.0,3,5,0,2,2460,4,3,,,,,
2460,2461,3.0,4.0,2.0,27,Travel_Rarely,Sales,3,3,Life Sciences,1,2461,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4,2461,2,3,,,,,
2461,2462,2.0,2.0,3.0,29,Travel_Rarely,Sales,4,3,Marketing,1,2462,Male,5,Research Scientist,Single,36910,1.0,Y,13,8,0,2.0,3,2,2,2,2462,3,3,2462.0,Yes,23/11/2016,Resignation,Stress
2462,2463,4.0,3.0,4.0,29,Travel_Frequently,Research & Development,8,4,Life Sciences,1,2463,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2,2463,3,4,,,,,
2463,2464,3.0,1.0,3.0,30,Travel_Rarely,Sales,7,3,Life Sciences,1,2464,Male,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,1,7,2464,3,3,,,,,
2464,2465,4.0,4.0,3.0,34,Travel_Rarely,Research & Development,1,2,Medical,1,2465,Female,2,Healthcare Representative,Married,176650,0.0,Y,11,8,0,6.0,5,5,1,2,2465,2,3,,,,,
2465,2466,4.0,2.0,2.0,33,Non-Travel,Research & Development,2,4,Medical,1,2466,Male,1,Sales Representative,Single,25960,8.0,Y,14,8,1,13.0,4,11,1,7,2466,3,3,,,,,
2466,2467,4.0,4.0,4.0,49,Travel_Rarely,Sales,3,4,Marketing,1,2467,Male,1,Sales Executive,Single,47280,3.0,Y,11,8,1,8.0,4,5,0,4,2467,3,3,,,,,
2467,2468,1.0,1.0,2.0,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,2468,Male,1,Sales Executive,Single,43020,2.0,Y,13,8,0,11.0,3,0,0,0,2468,1,3,2468.0,Yes,03/07/2016,Resignation,Others
2468,2469,3.0,2.0,2.0,38,Travel_Frequently,Research & Development,28,3,Medical,1,2469,Male,1,Healthcare Representative,Married,29790,4.0,Y,12,8,1,9.0,3,6,0,5,2469,3,3,,,,,
2469,2470,1.0,3.0,3.0,31,Travel_Rarely,Human Resources,9,4,Human Resources,1,2470,Male,2,Laboratory Technician,Married,168850,2.0,Y,14,8,2,10.0,2,1,0,0,2470,3,3,2470.0,Yes,12/09/2016,Fired,
2470,2471,4.0,1.0,3.0,29,Travel_Rarely,Research & Development,3,4,Other,1,2471,Female,2,Sales Representative,Divorced,55930,1.0,Y,13,8,1,1.0,3,1,0,0,2471,3,3,,,,,
2471,2472,3.0,3.0,3.0,30,Travel_Rarely,Research & Development,2,1,Medical,1,2472,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7,2472,3,3,,,,,
2472,2473,2.0,2.0,3.0,32,Non-Travel,Research & Development,10,4,Life Sciences,1,2473,Female,1,Laboratory Technician,Single,87400,2.0,Y,11,8,1,12.0,2,7,0,7,2473,3,3,,,,,
2473,2474,2.0,4.0,3.0,38,Travel_Rarely,Research & Development,8,2,Technical Degree,1,2474,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0,2474,2,3,,,,,
2474,2475,3.0,3.0,3.0,43,Travel_Frequently,Research & Development,1,4,Other,1,2475,Male,3,Sales Executive,Married,76550,9.0,Y,12,8,1,6.0,3,1,0,0,2475,3,3,2475.0,Yes,01/09/2016,Resignation,Salary
2475,2476,2.0,2.0,2.0,42,Travel_Rarely,Human Resources,1,3,Other,1,2476,Female,1,Healthcare Representative,Divorced,174650,8.0,Y,13,8,1,7.0,3,5,0,4,2476,3,3,,,,,
2476,2477,3.0,,3.0,55,Travel_Rarely,Research & Development,3,2,Life Sciences,1,2477,Female,1,Sales Executive,Married,73510,8.0,Y,20,8,1,34.0,3,1,0,0,2477,3,4,,,,,
2477,2478,4.0,2.0,2.0,33,Non-Travel,Research & Development,14,3,Other,1,2478,Male,1,Research Scientist,Divorced,108200,5.0,Y,12,8,0,11.0,2,9,1,7,2478,3,3,,,,,
2478,2479,3.0,1.0,,41,Travel_Rarely,Research & Development,5,3,Medical,1,2479,Male,1,Sales Representative,Divorced,121690,1.0,Y,19,8,0,5.0,2,5,0,4,2479,3,3,,,,,
2479,2480,4.0,3.0,3.0,34,Non-Travel,Research & Development,7,4,Medical,1,2480,Female,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,15,0,7,2480,2,4,,,,,
2480,2481,1.0,3.0,2.0,53,Non-Travel,Research & Development,10,4,Medical,1,2481,Male,2,Healthcare Representative,Married,20700,4.0,Y,13,8,2,27.0,2,3,0,2,2481,4,3,,,,,
2481,2482,2.0,4.0,3.0,43,Travel_Rarely,Sales,16,2,Marketing,1,2482,Female,1,Laboratory Technician,Single,67820,0.0,Y,16,8,1,10.0,2,9,1,8,2482,3,3,,,,,
2482,2483,4.0,4.0,3.0,34,Travel_Rarely,Sales,10,2,Life Sciences,1,2483,Female,5,Sales Executive,Single,77790,5.0,Y,12,8,1,6.0,2,2,2,2,2483,3,3,,,,,
2483,2484,2.0,2.0,3.0,21,Travel_Rarely,Sales,1,2,Marketing,1,2484,Male,5,Healthcare Representative,Single,27910,1.0,Y,14,8,0,1.0,3,1,1,0,2484,4,3,2484.0,Yes,06/01/2016,Resignation,Others
2484,2485,4.0,3.0,3.0,38,Travel_Rarely,Research & Development,8,2,Life Sciences,1,2485,Female,2,Sales Executive,Married,32010,1.0,Y,11,8,1,5.0,3,5,0,4,2485,2,3,,,,,
2485,2486,3.0,1.0,3.0,22,Travel_Rarely,Research & Development,1,3,Other,1,2486,Male,4,Research Scientist,Married,49680,1.0,Y,14,8,0,1.0,3,1,0,0,2486,3,3,2486.0,Yes,07/01/2016,Resignation,Salary
2486,2487,1.0,4.0,3.0,31,Travel_Rarely,Research & Development,8,5,Life Sciences,1,2487,Male,5,Sales Executive,Married,131200,1.0,Y,12,8,2,13.0,6,12,5,7,2487,2,3,,,,,
2487,2488,1.0,3.0,3.0,51,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2488,Female,1,Manager,Married,40330,2.0,Y,14,8,0,15.0,2,2,2,2,2488,3,3,,,,,
2488,2489,2.0,2.0,3.0,37,Travel_Rarely,Research & Development,24,1,Life Sciences,1,2489,Male,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,5,0,3,2489,2,3,,,,,
2489,2490,3.0,4.0,3.0,46,Travel_Rarely,Sales,3,4,Marketing,1,2490,Female,1,Sales Representative,Divorced,42720,7.0,Y,13,8,0,24.0,3,2,2,2,2490,4,3,,,,,
2490,2491,4.0,1.0,3.0,36,Travel_Rarely,Research & Development,27,3,Technical Degree,1,2491,Female,4,Research Scientist,Married,50560,7.0,Y,12,8,0,15.0,2,12,5,7,2491,2,3,,,,,
2491,2492,3.0,2.0,2.0,44,Travel_Frequently,Sales,10,4,Life Sciences,1,2492,Male,1,Research Scientist,Divorced,28440,1.0,Y,12,8,0,6.0,2,5,2,3,2492,4,3,2492.0,Yes,02/02/2016,Resignation,Stress
2492,2493,3.0,2.0,2.0,37,Travel_Rarely,Research & Development,19,2,Technical Degree,1,2493,Male,2,Sales Executive,Divorced,27030,2.0,Y,14,8,0,19.0,2,10,4,7,2493,3,3,,,,,
2493,2494,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,15,4,Life Sciences,1,2494,Male,2,Research Scientist,Single,19040,1.0,Y,22,8,1,10.0,4,10,7,7,2494,3,4,2494.0,Yes,02/03/2016,Resignation,Salary
2494,2495,4.0,1.0,3.0,33,Travel_Rarely,Research & Development,8,5,Medical,1,2495,Male,2,Laboratory Technician,Married,82240,6.0,Y,19,8,0,14.0,3,10,7,6,2495,3,3,,,,,
2495,2496,3.0,4.0,4.0,28,Travel_Rarely,Sales,9,3,Medical,1,2496,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3,2496,3,3,,,,,
2496,2497,3.0,3.0,3.0,39,Travel_Rarely,Sales,3,4,Marketing,1,2497,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2,2497,2,3,,,,,
2497,2498,2.0,2.0,3.0,46,Non-Travel,Research & Development,9,2,Life Sciences,1,2498,Male,2,Manufacturing Director,Single,57310,8.0,Y,17,8,0,6.0,2,2,2,2,2498,3,3,,,,,
2498,2499,3.0,1.0,2.0,40,Travel_Rarely,Research & Development,2,2,Medical,1,2499,Male,1,Research Director,Married,25390,4.0,Y,12,8,1,7.0,3,4,0,2,2499,3,3,,,,,
2499,2500,2.0,1.0,2.0,42,Travel_Rarely,Research & Development,7,4,Other,1,2500,Female,2,Laboratory Technician,Married,57140,5.0,Y,11,8,0,10.0,2,0,0,0,2500,3,3,,,,,
2500,2501,2.0,4.0,3.0,35,Non-Travel,Sales,10,1,Life Sciences,1,2501,Female,2,Research Director,Divorced,43230,2.0,Y,18,8,3,15.0,3,7,1,7,2501,3,3,,,,,
2501,2502,1.0,2.0,3.0,38,Non-Travel,Sales,6,4,Marketing,1,2502,Male,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,11,3,8,2502,3,3,,,,,
2502,2503,4.0,1.0,2.0,34,Travel_Frequently,Research & Development,2,1,Life Sciences,1,2503,Male,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,0,7,2503,4,4,2503.0,Yes,16/07/2016,Resignation,Others
2503,2504,4.0,1.0,1.0,37,Travel_Rarely,Research & Development,24,3,Life Sciences,1,2504,Male,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,10,0,8,2504,3,3,2504.0,Yes,12/08/2016,Resignation,Others
2504,2505,3.0,4.0,3.0,39,Travel_Frequently,Research & Development,2,1,Medical,1,2505,Male,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,2,2,2505,2,3,,,,,
2505,2506,1.0,3.0,2.0,43,Non-Travel,Human Resources,8,5,Medical,1,2506,Female,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,3,1,2,2506,3,3,,,,,
