,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,StockOptionLevel,resignationReason,retirementType
1881,Travel_Rarely,Research & Development,4,Life Sciences,Female,4,Human Resources,Married,3,3,4.0,1.0,1.0,0,Stress,Resignation
1882,Travel_Rarely,Research & Development,3,Medical,Male,1,Research Scientist,Single,3,3,2.0,3.0,3.0,1,Worked,Worked
1883,Travel_Rarely,Research & Development,2,Technical Degree,Male,2,Human Resources,Divorced,3,3,2.0,2.0,3.0,1,Worked,Worked
1884,Travel_Rarely,Sales,1,Technical Degree,Male,2,Human Resources,Single,2,3,3.0,3.0,3.0,0,Worked,Worked
1885,Travel_Rarely,Sales,3,Marketing,Female,1,Sales Executive,Single,3,3,3.0,1.0,3.0,1,Worked,Worked
1886,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Scientist,Divorced,3,4,3.0,2.0,3.0,0,Worked,Worked
1887,Travel_Rarely,Sales,3,Life Sciences,Female,1,Sales Representative,Married,3,3,2.0,3.0,4.0,0,Worked,Worked
1888,Travel_Rarely,Research & Development,1,Life Sciences,Male,3,Healthcare Representative,Married,3,4,4.0,4.0,1.0,0,Worked,Worked
1889,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,2,3,1.0,2.0,2.0,0,Worked,Worked
1890,Travel_Rarely,Research & Development,4,Medical,Male,1,Research Scientist,Married,3,3,4.0,3.0,2.0,0,Worked,Worked
1891,Non-Travel,Research & Development,2,Technical Degree,Female,2,Sales Executive,Married,3,3,4.0,3.0,2.0,0,Worked,Worked
1892,Travel_Rarely,Human Resources,4,Technical Degree,Male,1,Sales Executive,Single,2,3,2.0,4.0,3.0,2,Worked,Worked
1893,Travel_Rarely,Sales,3,Other,Male,2,Sales Executive,Married,3,3,4.0,1.0,3.0,3,Worked,Worked
1894,Non-Travel,Sales,3,Marketing,Male,1,Laboratory Technician,Married,2,3,3.0,2.0,3.0,1,Worked,Worked
1895,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Executive,Married,2,3,3.0,2.0,3.0,1,Others,Resignation
1896,Travel_Rarely,Research & Development,4,Medical,Male,2,Research Scientist,Divorced,3,3,1.0,2.0,2.0,1,Worked,Worked
1897,Travel_Frequently,Sales,3,Marketing,Male,2,Healthcare Representative,Single,2,3,3.0,1.0,3.0,3,Worked,Worked
1898,Travel_Rarely,Research & Development,4,Medical,Male,1,Research Scientist,Single,3,3,4.0,1.0,3.0,0,Worked,Worked
1899,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Healthcare Representative,Single,1,3,3.0,3.0,3.0,0,Worked,Worked
1900,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Scientist,Single,3,3,4.0,2.0,4.0,1,Others,Resignation
1901,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Laboratory Technician,Single,3,3,1.0,1.0,3.0,0,Others,Resignation
1902,Travel_Rarely,Research & Development,4,Life Sciences,Male,4,Research Director,Married,3,3,4.0,4.0,1.0,0,Worked,Worked
1903,Travel_Frequently,Sales,3,Marketing,Male,1,Research Scientist,Divorced,2,3,4.0,2.0,3.0,0,Worked,Worked
1904,Travel_Rarely,Research & Development,3,Life Sciences,Male,4,Laboratory Technician,Married,3,4,3.0,1.0,4.0,1,Worked,Worked
1905,Travel_Rarely,Research & Development,3,Medical,Male,3,Sales Executive,Married,3,3,3.0,4.0,3.0,1,Salary,Resignation
1906,Travel_Rarely,Research & Development,4,Medical,Female,4,Manufacturing Director,Single,3,3,2.0,4.0,3.0,0,Worked,Worked
1907,Travel_Rarely,Sales,4,Marketing,Female,3,Human Resources,Married,2,3,1.0,3.0,1.0,0,Salary,Resignation
1908,Non-Travel,Research & Development,1,Life Sciences,Male,2,Sales Executive,Married,3,3,3.0,2.0,2.0,1,Worked,Worked
1909,Travel_Frequently,Research & Development,1,Life Sciences,Male,1,Sales Representative,Married,3,3,3.0,4.0,3.0,0,Worked,Worked
1910,Travel_Rarely,Human Resources,3,Human Resources,Male,3,Laboratory Technician,Married,2,3,3.0,3.0,3.0,3,Worked,Worked
1911,Travel_Rarely,Research & Development,4,Other,Male,1,Laboratory Technician,Married,3,3,4.0,4.0,3.0,2,Worked,Worked
1912,Travel_Rarely,Sales,2,Medical,Female,4,Sales Executive,Single,1,3,4.0,3.0,3.0,1,Salary,Resignation
1913,Travel_Rarely,Research & Development,3,Technical Degree,Male,1,Manager,Divorced,3,3,3.0,3.0,4.0,1,Worked,Worked
1914,Travel_Rarely,Sales,4,Marketing,Male,1,Sales Executive,Divorced,2,3,3.0,3.0,4.0,1,Worked,Worked
1915,Non-Travel,Sales,3,Life Sciences,Male,2,Research Director,Single,3,4,3.0,4.0,3.0,1,Worked,Worked
1916,Travel_Rarely,Sales,2,Life Sciences,Female,2,Healthcare Representative,Divorced,1,3,4.0,4.0,3.0,2,Worked,Worked
1917,Travel_Rarely,Sales,1,Marketing,Male,2,Research Scientist,Single,2,3,1.0,3.0,3.0,1,Worked,Worked
1918,Non-Travel,Research & Development,4,Life Sciences,Male,1,Human Resources,Single,3,3,2.0,2.0,2.0,0,Stress,Resignation
1919,Travel_Frequently,Research & Development,4,Life Sciences,Male,3,Sales Executive,Divorced,3,3,3.0,3.0,4.0,0,Worked,Worked
1920,Non-Travel,Sales,1,Life Sciences,Male,2,Research Scientist,Divorced,3,3,1.0,4.0,3.0,1,Worked,Worked
1921,Non-Travel,Research & Development,4,Medical,Male,2,Research Scientist,Single,3,4,3.0,1.0,3.0,0,Stress,Resignation
1922,Non-Travel,Sales,3,Other,Male,4,Research Director,Single,3,3,4.0,3.0,3.0,2,Worked,Worked
1923,Travel_Rarely,Human Resources,5,Life Sciences,Male,1,Sales Executive,Single,2,3,4.0,1.0,3.0,1,Stress,Resignation
1924,Travel_Rarely,Research & Development,2,Technical Degree,Male,2,Laboratory Technician,Single,3,3,2.0,4.0,3.0,0,Worked,Worked
1925,Travel_Rarely,Research & Development,1,Medical,Female,3,Healthcare Representative,Divorced,3,3,4.0,4.0,3.0,1,Worked,Worked
1926,Travel_Rarely,Sales,1,Life Sciences,Female,1,Manufacturing Director,Divorced,2,4,4.0,4.0,2.0,2,Worked,Worked
1927,Travel_Frequently,Sales,3,Marketing,Male,2,Human Resources,Married,2,3,3.0,2.0,3.0,1,Worked,Worked
1928,Travel_Frequently,Sales,3,Other,Male,1,Laboratory Technician,Divorced,3,3,1.0,3.0,4.0,1,Worked,Worked
1929,Travel_Rarely,Research & Development,4,Other,Male,2,Manufacturing Director,Married,3,3,3.0,2.0,3.0,2,Worked,Worked
1930,Non-Travel,Sales,3,Medical,Female,1,Sales Executive,Married,4,3,4.0,1.0,3.0,0,Worked,Worked
1931,Travel_Rarely,Sales,4,Medical,Female,2,Research Scientist,Single,3,3,4.0,4.0,3.0,0,Worked,Worked
1932,Travel_Rarely,Sales,3,Life Sciences,Male,2,Healthcare Representative,Married,2,3,1.0,3.0,3.0,0,Salary,Resignation
1933,Travel_Rarely,Research & Development,3,Technical Degree,Female,2,Sales Executive,Married,3,3,4.0,3.0,3.0,1,Worked,Worked
1934,Travel_Frequently,Research & Development,3,Technical Degree,Male,1,Manufacturing Director,Married,2,3,3.0,3.0,2.0,2,Worked,Worked
1935,Travel_Rarely,Research & Development,3,Medical,Female,3,Human Resources,Divorced,3,3,4.0,3.0,3.0,3,Worked,Worked
1936,Travel_Rarely,Sales,3,Life Sciences,Female,1,Healthcare Representative,Divorced,3,3,4.0,3.0,3.0,1,Worked,Worked
1937,Travel_Rarely,Sales,3,Medical,Male,3,Healthcare Representative,Divorced,2,3,3.0,2.0,1.0,3,Others,Resignation
1938,Travel_Frequently,Research & Development,2,Technical Degree,Male,2,Sales Executive,Married,3,3,3.0,1.0,3.0,0,Worked,Worked
1939,Non-Travel,Sales,4,Other,Male,2,Manager,Single,3,3,2.0,4.0,3.0,1,Worked,Worked
1940,Travel_Rarely,Sales,3,Medical,Female,1,Laboratory Technician,Married,3,3,3.0,3.0,3.0,1,Worked,Worked
1941,Travel_Rarely,Research & Development,4,Medical,Female,1,Manufacturing Director,Divorced,3,3,3.0,3.0,2.0,2,Worked,Worked
1942,Travel_Rarely,Research & Development,3,Life Sciences,Female,5,Healthcare Representative,Married,2,3,2.0,1.0,2.0,1,Worked,Worked
1943,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Research Scientist,Single,3,3,4.0,1.0,3.0,1,Others,Resignation
1944,Travel_Frequently,Research & Development,4,Medical,Male,1,Sales Executive,Single,3,3,2.0,2.0,3.0,0,Stress,Resignation
1945,Travel_Rarely,Sales,3,Marketing,Female,2,Research Scientist,Married,3,4,4.0,4.0,3.0,0,Worked,Worked
1946,Travel_Rarely,Research & Development,3,Other,Male,2,Sales Representative,Married,3,4,2.0,1.0,2.0,1,Worked,Worked
1947,Travel_Rarely,Human Resources,4,Medical,Male,2,Sales Executive,Single,3,3,1.0,3.0,3.0,2,Worked,Worked
1948,Travel_Rarely,Sales,3,Medical,Male,1,Research Director,Single,3,3,3.0,3.0,3.0,1,Worked,Worked
1949,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Scientist,Single,3,3,4.0,3.0,3.0,0,Worked,Worked
1950,Travel_Rarely,Sales,3,Life Sciences,Male,3,Human Resources,Married,4,3,4.0,4.0,3.0,0,Worked,Worked
1951,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Human Resources,Married,3,3,1.0,4.0,3.0,2,Worked,Worked
1952,Travel_Rarely,Sales,3,Medical,Male,5,Sales Executive,Divorced,3,3,2.0,4.0,2.0,3,Worked,Worked
1953,Travel_Rarely,Research & Development,4,Other,Male,1,Research Scientist,Married,4,3,4.0,3.0,3.0,1,Worked,Worked
1954,Travel_Rarely,Sales,3,Medical,Male,2,Sales Executive,Married,4,4,1.0,4.0,3.0,1,Worked,Worked
1955,Travel_Rarely,Research & Development,4,Medical,Female,5,Laboratory Technician,Single,2,3,3.0,4.0,3.0,0,Worked,Worked
1956,Travel_Rarely,Sales,3,Marketing,Male,2,Laboratory Technician,Married,4,3,1.0,2.0,1.0,1,Others,Resignation
1957,Travel_Frequently,Research & Development,2,Life Sciences,Female,2,Sales Executive,Married,2,3,3.0,2.0,3.0,1,Worked,Worked
1958,Non-Travel,Research & Development,1,Life Sciences,Male,2,Research Scientist,Divorced,3,3,2.0,3.0,3.0,0,Worked,Worked
1959,Travel_Rarely,Research & Development,2,Other,Female,1,Laboratory Technician,Single,4,3,2.0,4.0,3.0,0,Worked,Worked
1960,Non-Travel,Research & Development,1,Life Sciences,Female,1,Manufacturing Director,Single,2,3,2.0,1.0,3.0,1,Others,Resignation
1961,Travel_Rarely,Research & Development,4,Medical,Female,4,Human Resources,Married,4,3,1.0,4.0,3.0,1,Others,Resignation
1962,Travel_Rarely,Research & Development,3,Life Sciences,Female,1,Healthcare Representative,Married,3,3,4.0,4.0,3.0,1,Worked,Worked
1963,Non-Travel,Human Resources,2,Life Sciences,Male,1,Laboratory Technician,Married,2,3,4.0,3.0,3.0,0,Worked,Worked
1964,Travel_Rarely,Sales,4,Technical Degree,Male,4,Sales Executive,Single,3,3,3.0,1.0,3.0,0,Salary,Resignation
1965,Travel_Frequently,Sales,3,Marketing,Male,1,Sales Executive,Single,4,3,4.0,1.0,3.0,0,Worked,Worked
1966,Non-Travel,Sales,2,Technical Degree,Male,5,Sales Representative,Single,3,3,2.0,4.0,2.0,1,Worked,Worked
1967,Travel_Rarely,Research & Development,2,Other,Male,1,Human Resources,Married,2,3,4.0,4.0,4.0,0,Worked,Worked
1968,Non-Travel,Research & Development,3,Medical,Male,2,Manager,Single,1,4,4.0,3.0,3.0,0,Worked,Worked
1969,Travel_Rarely,Sales,4,Marketing,Male,2,Research Director,Divorced,2,3,2.0,4.0,2.0,1,Worked,Worked
1970,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Scientist,Married,3,3,2.0,4.0,1.0,0,Worked,Worked
1971,Travel_Rarely,Research & Development,1,Medical,Male,2,Sales Executive,Single,3,4,2.0,2.0,3.0,3,Worked,Worked
1972,Travel_Frequently,Sales,2,Medical,Male,2,Research Scientist,Married,4,4,3.0,2.0,3.0,1,Worked,Worked
1973,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Research Scientist,Divorced,3,3,1.0,3.0,2.0,0,Worked,Fired
1974,Travel_Frequently,Sales,3,Life Sciences,Male,2,Research Scientist,Married,3,3,1.0,1.0,3.0,2,Stress,Resignation
1975,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Representative,Married,2,3,3.0,3.0,3.0,1,Worked,Worked
1976,Travel_Rarely,Research & Development,3,Other,Male,2,Sales Representative,Married,4,3,4.0,2.0,3.0,0,Worked,Worked
1977,Travel_Frequently,Sales,4,Medical,Male,2,Research Scientist,Married,1,3,3.0,3.0,3.0,1,Worked,Worked
1978,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Sales Executive,Married,3,3,2.0,3.0,2.0,1,Worked,Worked
1979,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,3,4,4.0,2.0,2.0,0,Worked,Worked
1980,Travel_Rarely,Human Resources,3,Medical,Male,5,Sales Executive,Married,3,3,3.0,1.0,2.0,1,Worked,Worked
1981,Travel_Frequently,Research & Development,3,Medical,Male,2,Laboratory Technician,Divorced,2,3,1.0,3.0,3.0,2,Worked,Worked
1982,Travel_Rarely,Research & Development,1,Medical,Female,3,Research Scientist,Divorced,2,3,4.0,4.0,3.0,2,Worked,Worked
1983,Travel_Rarely,Research & Development,3,Medical,Female,2,Manufacturing Director,Married,3,3,3.0,3.0,3.0,0,Worked,Worked
1984,Travel_Frequently,Research & Development,2,Life Sciences,Female,2,Manufacturing Director,Married,3,3,1.0,3.0,3.0,0,Worked,Worked
1985,Travel_Rarely,Research & Development,2,Life Sciences,Female,2,Human Resources,Single,3,3,4.0,4.0,2.0,1,Worked,Worked
1986,Non-Travel,Research & Development,3,Medical,Female,2,Manager,Single,2,3,3.0,1.0,4.0,0,Worked,Worked
1987,Travel_Rarely,Sales,2,Life Sciences,Male,3,Research Scientist,Divorced,2,4,3.0,4.0,3.0,0,Worked,Worked
1988,Travel_Frequently,Sales,3,Marketing,Male,3,Sales Executive,Single,2,4,4.0,4.0,3.0,0,Salary,Resignation
1989,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Manager,Single,3,3,3.0,1.0,2.0,0,Others,Resignation
1990,Travel_Rarely,Sales,3,Marketing,Female,3,Healthcare Representative,Divorced,3,3,4.0,1.0,3.0,1,Worked,Worked
1991,Travel_Rarely,Sales,3,Medical,Female,2,Research Scientist,Married,3,4,1.0,3.0,4.0,0,Others,Resignation
1992,Non-Travel,Research & Development,4,Life Sciences,Female,4,Laboratory Technician,Single,2,3,2.0,1.0,2.0,1,Others,Resignation
1993,Travel_Rarely,Research & Development,4,Medical,Female,2,Sales Executive,Married,1,3,1.0,1.0,3.0,1,Worked,Worked
1994,Travel_Rarely,Research & Development,3,Medical,Female,1,Sales Executive,Married,3,3,3.0,1.0,2.0,0,Worked,Worked
1995,Travel_Rarely,Sales,4,Life Sciences,Female,1,Research Director,Married,4,3,2.0,3.0,3.0,0,Worked,Worked
1996,Travel_Rarely,Research & Development,0,Life Sciences,Male,0,Sales Executive,Married,3,3,3.0,3.0,2.0,0,Worked,Worked
1997,Travel_Rarely,Sales,4,Marketing,Male,1,Sales Executive,Married,3,3,1.0,4.0,3.0,0,Worked,Worked
1998,Non-Travel,Sales,3,Technical Degree,Female,2,Laboratory Technician,Married,2,3,1.0,3.0,3.0,1,Worked,Worked
1999,Travel_Frequently,Research & Development,5,Life Sciences,Male,3,Laboratory Technician,Married,3,3,4.0,2.0,3.0,1,Worked,Worked
2000,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,Single,4,3,3.0,3.0,4.0,2,Worked,Worked
2001,Travel_Rarely,Research & Development,4,Life Sciences,Female,2,Sales Executive,Married,3,3,2.0,1.0,3.0,0,Stress,Resignation
2002,Travel_Rarely,Sales,4,Marketing,Female,4,Sales Executive,Divorced,3,3,4.0,4.0,3.0,0,Worked,Worked
2003,Travel_Rarely,Sales,4,Life Sciences,Male,3,Sales Representative,Single,2,4,4.0,1.0,3.0,1,Worked,Fired
2004,Travel_Frequently,Research & Development,2,Life Sciences,Female,1,Sales Executive,Single,3,3,1.0,3.0,3.0,2,Salary,Resignation
2005,Travel_Rarely,Human Resources,1,Human Resources,Male,2,Research Scientist,Divorced,3,3,1.0,3.0,2.0,1,Worked,Worked
2006,Travel_Frequently,Sales,4,Marketing,Male,1,Research Scientist,Single,3,3,1.0,4.0,2.0,1,Worked,Worked
2007,Travel_Rarely,Research & Development,4,Life Sciences,Male,4,Sales Executive,Divorced,2,4,4.0,4.0,3.0,0,Worked,Worked
2008,Travel_Rarely,Human Resources,4,Human Resources,Female,2,Research Scientist,Married,2,3,4.0,4.0,4.0,0,Salary,Resignation
2009,Travel_Rarely,Sales,2,Marketing,Male,2,Sales Executive,Divorced,4,3,1.0,3.0,2.0,0,Salary,Resignation
2010,Travel_Rarely,Research & Development,2,Life Sciences,Male,4,Manufacturing Director,Single,3,3,1.0,2.0,3.0,0,Salary,Resignation
2011,Travel_Rarely,Research & Development,1,Life Sciences,Male,4,Research Scientist,Married,2,3,4.0,1.0,3.0,0,Worked,Worked
2012,Travel_Frequently,Research & Development,3,Life Sciences,Male,2,Manager,Divorced,3,3,1.0,2.0,3.0,0,Others,Resignation
2013,Travel_Frequently,Research & Development,4,Medical,Male,2,Research Scientist,Single,3,3,4.0,3.0,3.0,0,Salary,Resignation
2014,Travel_Frequently,Sales,3,Medical,Female,2,Research Scientist,Married,2,3,4.0,2.0,3.0,0,Worked,Worked
2015,Non-Travel,Sales,1,Marketing,Female,2,Research Director,Married,3,4,3.0,4.0,3.0,0,Worked,Worked
2016,Non-Travel,Sales,1,Life Sciences,Male,2,Sales Executive,Single,3,3,1.0,4.0,3.0,0,Worked,Worked
2017,Non-Travel,Research & Development,3,Medical,Female,2,Human Resources,Married,3,3,2.0,3.0,3.0,1,Worked,Worked
2018,Travel_Rarely,Sales,3,Life Sciences,Male,1,Sales Executive,Single,3,3,2.0,2.0,3.0,1,Worked,Worked
2019,Travel_Rarely,Research & Development,2,Medical,Male,1,Research Scientist,Divorced,2,3,3.0,3.0,3.0,1,Worked,Worked
2020,Travel_Rarely,Research & Development,3,Medical,Female,4,Research Scientist,Divorced,4,3,3.0,4.0,3.0,0,Worked,Worked
2021,Travel_Rarely,Human Resources,3,Human Resources,Female,4,Laboratory Technician,Divorced,3,3,4.0,2.0,2.0,1,Worked,Worked
2022,Travel_Rarely,Research & Development,4,Medical,Male,3,Sales Executive,Married,3,3,1.0,3.0,3.0,1,Worked,Worked
2023,Travel_Rarely,Research & Development,4,Medical,Male,1,Sales Executive,Single,3,4,4.0,2.0,3.0,1,Worked,Worked
2024,Travel_Frequently,Research & Development,3,Medical,Female,2,Laboratory Technician,Married,3,3,3.0,1.0,3.0,1,Worked,Worked
2025,Travel_Frequently,Sales,3,Marketing,Male,2,Healthcare Representative,Divorced,3,3,1.0,4.0,3.0,1,Stress,Resignation
2026,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Healthcare Representative,Single,3,3,3.0,3.0,4.0,0,Worked,Worked
2027,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Research Scientist,Single,2,3,4.0,2.0,4.0,1,Worked,Worked
2028,Non-Travel,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,3,3,3.0,2.0,2.0,0,Worked,Worked
2029,Non-Travel,Research & Development,3,Medical,Male,3,Sales Representative,Single,4,3,1.0,4.0,3.0,3,Worked,Worked
2030,Travel_Frequently,Research & Development,3,Life Sciences,Male,1,Sales Executive,Married,3,3,3.0,4.0,3.0,3,Worked,Worked
2031,Travel_Rarely,Sales,4,Marketing,Male,1,Sales Executive,Married,3,3,1.0,2.0,1.0,0,Worked,Worked
2032,Travel_Frequently,Research & Development,2,Other,Female,1,Manufacturing Director,Divorced,3,3,4.0,4.0,3.0,1,Worked,Worked
2033,Travel_Rarely,Sales,2,Medical,Female,1,Sales Executive,Married,2,4,4.0,2.0,3.0,1,Worked,Worked
2034,Travel_Frequently,Sales,1,Technical Degree,Male,2,Sales Executive,Single,2,3,4.0,3.0,2.0,1,Worked,Worked
2035,Travel_Frequently,Research & Development,4,Medical,Male,3,Research Scientist,Divorced,1,3,4.0,2.0,2.0,0,Worked,Worked
2036,Travel_Rarely,Sales,2,Life Sciences,Female,1,Healthcare Representative,Single,4,3,2.0,4.0,3.0,1,Worked,Worked
2037,Travel_Rarely,Sales,2,Other,Female,2,Healthcare Representative,Married,1,4,2.0,4.0,2.0,0,Worked,Worked
2038,Travel_Rarely,Research & Development,3,Medical,Female,1,Human Resources,Married,2,3,3.0,3.0,4.0,2,Worked,Worked
2039,Travel_Frequently,Sales,4,Life Sciences,Male,1,Manager,Divorced,3,3,3.0,3.0,3.0,0,Worked,Worked
2040,Non-Travel,Research & Development,4,Medical,Male,3,Laboratory Technician,Single,4,3,3.0,3.0,3.0,0,Stress,Resignation
2041,Travel_Rarely,Research & Development,2,Life Sciences,Male,1,Sales Executive,Single,2,3,1.0,1.0,3.0,0,Others,Resignation
2042,Travel_Rarely,Research & Development,2,Medical,Male,2,Research Scientist,Married,3,3,2.0,4.0,3.0,0,Worked,Worked
2043,Travel_Frequently,Sales,3,Technical Degree,Female,1,Research Director,Married,4,3,3.0,3.0,2.0,0,Stress,Resignation
2044,Travel_Rarely,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,Divorced,3,3,3.0,4.0,3.0,1,Worked,Worked
2045,Travel_Rarely,Research & Development,2,Medical,Female,1,Healthcare Representative,Married,3,3,4.0,3.0,3.0,2,Worked,Worked
2046,Travel_Rarely,Sales,1,Marketing,Female,2,Laboratory Technician,Married,3,3,2.0,3.0,2.0,0,Worked,Worked
2047,Travel_Rarely,Research & Development,3,Life Sciences,Female,3,Laboratory Technician,Single,2,3,3.0,3.0,1.0,1,Worked,Worked
2048,Travel_Rarely,Research & Development,3,Life Sciences,Male,1,Sales Executive,Married,1,3,4.0,1.0,1.0,3,Stress,Resignation
2049,Travel_Frequently,Research & Development,4,Medical,Male,4,Human Resources,Single,1,3,2.0,3.0,2.0,0,Worked,Worked
2050,Travel_Frequently,Sales,4,Life Sciences,Male,1,Laboratory Technician,Single,1,3,3.0,1.0,2.0,0,Stress,Resignation
2051,Travel_Rarely,Research & Development,2,Life Sciences,Male,4,Laboratory Technician,Single,2,4,2.0,1.0,4.0,1,Worked,Worked
2052,Travel_Rarely,Research & Development,3,Medical,Male,1,Healthcare Representative,Married,3,4,4.0,3.0,3.0,2,Worked,Worked
2053,Travel_Rarely,Sales,4,Life Sciences,Female,1,Laboratory Technician,Single,3,3,4.0,2.0,3.0,3,Worked,Worked
2054,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Sales Executive,Married,1,3,3.0,4.0,2.0,0,Worked,Fired
2055,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Sales Representative,Married,3,4,1.0,4.0,3.0,1,Worked,Worked
2056,Travel_Rarely,Research & Development,2,Life Sciences,Female,1,Manufacturing Director,Married,3,3,3.0,3.0,3.0,0,Worked,Worked
2057,Travel_Frequently,Research & Development,4,Life Sciences,Male,2,Research Scientist,Married,3,4,3.0,4.0,1.0,3,Worked,Worked
2058,Travel_Rarely,Research & Development,5,Medical,Female,2,Research Scientist,Divorced,3,3,3.0,2.0,4.0,1,Worked,Worked
2059,Travel_Frequently,Research & Development,2,Life Sciences,Male,1,Research Director,Single,3,3,4.0,1.0,3.0,0,Worked,Worked
2060,Travel_Frequently,Research & Development,3,Medical,Female,2,Laboratory Technician,Married,3,3,4.0,4.0,4.0,1,Worked,Worked
2061,Travel_Rarely,Sales,3,Marketing,Female,3,Research Scientist,Single,3,3,1.0,3.0,2.0,1,Others,Resignation
2062,Non-Travel,Research & Development,2,Other,Female,2,Research Scientist,Divorced,2,3,3.0,1.0,3.0,0,Worked,Worked
2063,Travel_Rarely,Research & Development,2,Other,Male,2,Healthcare Representative,Divorced,1,3,4.0,1.0,3.0,0,Worked,Worked
2064,Travel_Rarely,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Married,3,4,2.0,4.0,3.0,1,Worked,Worked
2065,Travel_Rarely,Research & Development,4,Life Sciences,Male,2,Laboratory Technician,Single,3,3,3.0,1.0,3.0,0,Worked,Worked
2066,Travel_Rarely,Research & Development,3,Life Sciences,Female,2,Sales Representative,Married,3,3,1.0,3.0,2.0,0,Worked,Worked
2067,Travel_Rarely,Research & Development,4,Life Sciences,Male,3,Research Scientist,Married,1,3,4.0,4.0,2.0,0,Worked,Worked
2068,Travel_Rarely,Research & Development,3,Medical,Male,5,Research Director,Single,3,3,1.0,3.0,2.0,0,Worked,Worked
2069,Travel_Rarely,Human Resources,2,Human Resources,Male,3,Sales Executive,Single,1,3,3.0,3.0,3.0,1,Others,Resignation
2070,Travel_Rarely,Research & Development,4,Life Sciences,Male,1,Research Director,Divorced,2,3,4.0,3.0,3.0,1,Worked,Worked
2071,Travel_Rarely,Research & Development,3,Medical,Male,1,Sales Executive,Married,3,3,2.0,4.0,2.0,0,Worked,Worked
2072,Travel_Frequently,Research & Development,4,Medical,Male,1,Sales Representative,Married,2,4,3.0,4.0,3.0,0,Others,Resignation
2073,Travel_Rarely,Research & Development,3,Life Sciences,Male,2,Research Scientist,Married,3,3,3.0,1.0,3.0,2,Worked,Worked
2074,Non-Travel,Research & Development,3,Life Sciences,Male,1,Sales Representative,Single,3,3,4.0,3.0,3.0,0,Worked,Worked
2075,Travel_Rarely,Research & Development,4,Life Sciences,Female,1,Manager,Married,1,3,2.0,3.0,3.0,0,Worked,Worked
2076,Non-Travel,Research & Development,3,Life Sciences,Male,2,Sales Representative,Divorced,4,3,1.0,1.0,1.0,0,Others,Resignation
2077,Travel_Rarely,Sales,3,Marketing,Male,3,Sales Executive,Divorced,2,3,3.0,1.0,3.0,0,Worked,Worked
2078,Travel_Frequently,Sales,3,Medical,Male,1,Manufacturing Director,Married,4,3,2.0,2.0,3.0,1,Worked,Worked
2079,Travel_Frequently,Research & Development,4,Life Sciences,Female,2,Healthcare Representative,Married,3,4,4.0,1.0,3.0,1,Worked,Worked
2080,Travel_Rarely,Research & Development,3,Technical Degree,Male,2,Research Scientist,Married,3,3,4.0,1.0,3.0,0,Worked,Worked
2081,Travel_Rarely,Research & Development,4,Other,Male,3,Manager,Married,3,4,4.0,2.0,3.0,0,Worked,Worked
2082,Travel_Rarely,Sales,4,Marketing,Male,1,Laboratory Technician,Married,2,4,3.0,1.0,3.0,1,Worked,Worked
2083,Travel_Rarely,Human Resources,4,Human Resources,Male,3,Manufacturing Director,Married,3,3,4.0,2.0,1.0,1,Others,Resignation
2084,Travel_Frequently,Research & Development,2,Medical,Female,1,Sales Executive,Married,2,3,2.0,3.0,2.0,2,Worked,Worked
2085,Travel_Rarely,Research & Development,2,Medical,Male,2,Sales Executive,Divorced,4,3,3.0,3.0,3.0,3,Worked,Worked
2086,Travel_Rarely,Sales,3,Marketing,Male,1,Sales Executive,Divorced,3,3,3.0,3.0,2.0,1,Worked,Worked
2087,Travel_Rarely,Research & Development,4,Medical,Male,2,Research Scientist,Single,1,3,4.0,4.0,3.0,3,Worked,Worked
2088,Travel_Rarely,Research & Development,4,Medical,Male,1,Human Resources,Single,2,3,3.0,4.0,3.0,0,Worked,Worked
2089,Travel_Rarely,Sales,1,Medical,Female,1,Sales Executive,Divorced,3,4,4.0,4.0,2.0,0,Worked,Worked
