,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,Attrition,retirementType,resignationReason,mean_time
3959,3960,3.0,4.0,3.0,46,Travel_Rarely,Sales,3,4,Marketing,Female,1,Sales Representative,Divorced,42720,7.0,13,0,24,3,2,2,2,4,3,No,Worked,Worked,9.99
3960,3961,4.0,1.0,3.0,36,Travel_Rarely,Research & Development,27,3,Technical Degree,Female,4,Research Scientist,Married,50560,7.0,12,0,15,2,12,5,7,2,3,No,Worked,Worked,9.48
3961,3962,3.0,2.0,2.0,44,Travel_Frequently,Sales,10,4,Life Sciences,Male,1,Research Scientist,Divorced,28440,1.0,12,0,6,2,5,2,3,4,3,Yes,Resignation,Salary,9.29
3962,3963,3.0,2.0,2.0,37,Travel_Rarely,Research & Development,19,2,Technical Degree,Male,2,Sales Executive,Divorced,27030,2.0,14,0,19,2,10,4,7,3,3,No,Worked,Worked,6.07
3963,3964,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Research Scientist,Single,19040,1.0,22,1,10,4,10,7,7,3,4,Yes,Resignation,Salary,8.59
3964,3965,4.0,1.0,3.0,33,Travel_Rarely,Research & Development,8,5,Medical,Male,2,Laboratory Technician,Married,82240,6.0,19,0,14,3,10,7,6,3,3,No,Worked,Worked,8.04
3965,3966,3.0,4.0,4.0,28,Travel_Rarely,Sales,9,3,Medical,Female,2,Sales Executive,Married,47660,1.0,12,0,5,3,5,0,3,3,3,No,Worked,Worked,7.37
3966,3967,3.0,3.0,3.0,39,Travel_Rarely,Sales,3,4,Marketing,Female,2,Laboratory Technician,Single,26100,7.0,12,0,9,2,4,2,2,2,3,No,Worked,Worked,6.89
3967,3968,2.0,2.0,3.0,46,Non-Travel,Research & Development,9,2,Life Sciences,Male,2,Manufacturing Director,Single,57310,8.0,17,0,6,2,2,2,2,3,3,No,Worked,Worked,6.7
3968,3969,3.0,1.0,2.0,40,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Director,Married,25390,4.0,12,1,7,3,4,0,2,3,3,No,Worked,Worked,6.61
3969,3970,2.0,1.0,2.0,42,Travel_Rarely,Research & Development,7,4,Other,Female,2,Laboratory Technician,Married,57140,5.0,11,0,10,2,0,0,0,3,3,No,Worked,Worked,6.61
3970,3971,2.0,4.0,3.0,35,Non-Travel,Sales,10,1,Life Sciences,Female,2,Research Director,Divorced,43230,2.0,18,3,15,3,7,1,7,3,3,No,Worked,Worked,6.69
3971,3972,1.0,2.0,3.0,38,Non-Travel,Sales,6,4,Marketing,Male,3,Sales Executive,Divorced,73360,5.0,11,0,13,3,11,3,8,3,3,No,Worked,Worked,7.84
3972,3973,4.0,1.0,2.0,34,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,1,Manufacturing Director,Married,134990,4.0,23,2,11,2,7,0,7,4,4,Yes,Resignation,Others,7.9
3973,3974,4.0,1.0,1.0,37,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,1,Laboratory Technician,Single,137580,1.0,11,1,10,5,10,0,8,3,3,Yes,Resignation,Others,6.2
3974,3975,3.0,4.0,3.0,39,Travel_Frequently,Research & Development,2,1,Medical,Male,2,Healthcare Representative,Divorced,51550,2.0,18,1,7,3,2,2,2,2,3,No,Worked,Worked,6.19
3975,3976,1.0,3.0,2.0,43,Non-Travel,Human Resources,8,5,Medical,Female,3,Sales Executive,Single,22580,4.0,18,0,7,2,3,1,2,3,3,No,Worked,Worked,7.35
3976,3977,2.0,2.0,1.0,41,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,3,Research Scientist,Single,35970,3.0,13,1,11,2,3,1,2,1,3,No,Worked,Worked,7.82
3977,3978,3.0,3.0,4.0,41,Travel_Rarely,Research & Development,1,1,Technical Degree,Male,3,Laboratory Technician,Divorced,25150,0.0,18,0,23,2,22,13,5,2,3,No,Worked,Worked,10.28
3978,3979,1.0,3.0,3.0,30,Travel_Rarely,Sales,26,3,Marketing,Female,2,Manager,Single,44200,9.0,11,0,9,3,7,0,2,3,3,No,Worked,Worked,7.09
3979,3980,4.0,2.0,3.0,26,Travel_Rarely,Human Resources,2,1,Technical Degree,Female,3,Sales Executive,Married,65780,0.0,15,2,6,3,5,1,4,2,3,Yes,Resignation,Others,8.71
3980,3981,4.0,2.0,4.0,46,Travel_Rarely,Research & Development,10,3,Medical,Male,1,Sales Executive,Married,44220,4.0,11,1,13,2,9,3,7,3,3,Yes,Resignation,Others,7.98
3981,3982,3.0,4.0,3.0,40,Travel_Rarely,Sales,27,2,Medical,Female,3,Sales Executive,Divorced,102740,4.0,18,0,12,3,5,0,3,3,3,No,Worked,Worked,6.62
3982,3983,2.0,3.0,3.0,34,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Laboratory Technician,Married,53430,1.0,14,0,10,5,10,4,8,2,3,No,Worked,Worked,7.4
3983,3984,2.0,2.0,2.0,58,Non-Travel,Research & Development,2,4,Medical,Male,1,Laboratory Technician,Divorced,23760,4.0,12,1,37,3,16,14,14,3,3,No,Worked,Worked,6.58
3984,3985,2.0,3.0,4.0,35,Travel_Rarely,Research & Development,8,1,Technical Degree,Female,3,Manufacturing Director,Married,53460,0.0,14,0,6,3,5,0,3,2,3,No,Worked,Worked,7.4
3985,3986,3.0,2.0,3.0,47,Travel_Rarely,Research & Development,19,5,Medical,Female,2,Research Scientist,Divorced,28270,8.0,14,1,28,3,22,14,10,3,3,No,Worked,Worked,10.69
3986,3987,2.0,1.0,3.0,40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Manager,Divorced,199430,2.0,13,1,15,3,7,7,7,3,3,No,Worked,Worked,7.24
3987,3988,4.0,4.0,2.0,54,Travel_Rarely,Sales,27,4,Medical,Male,1,Research Scientist,Married,31310,4.0,14,0,14,3,7,1,7,2,3,No,Worked,Worked,7.06
3988,3989,1.0,1.0,3.0,31,Travel_Frequently,Sales,8,4,Other,Female,3,Manufacturing Director,Married,25520,2.0,18,0,9,2,3,2,2,3,3,No,Worked,Worked,7.49
3989,3990,3.0,1.0,3.0,28,Travel_Rarely,Sales,1,2,Life Sciences,Male,3,Manager,Married,44770,1.0,15,0,3,6,3,1,2,3,3,No,Worked,Worked,7.59
3990,3991,2.0,4.0,2.0,38,Travel_Rarely,Research & Development,19,3,Medical,Female,2,Manufacturing Director,Married,64740,2.0,13,2,20,3,4,0,3,1,3,No,Worked,Worked,9.49
3991,3992,3.0,4.0,3.0,26,Travel_Rarely,Sales,8,3,Marketing,Female,1,Healthcare Representative,Single,30330,1.0,12,0,5,2,5,1,2,2,3,No,Worked,Worked,6.13
3992,3993,1.0,3.0,3.0,58,Travel_Frequently,Research & Development,10,4,Technical Degree,Female,1,Sales Representative,Married,29360,2.0,13,1,23,3,2,2,2,3,3,No,Worked,Worked,9.6
3993,3994,2.0,3.0,1.0,18,Non-Travel,Research & Development,2,3,Life Sciences,Male,3,Sales Representative,Single,186060,1.0,24,2,0,4,0,0,0,3,4,No,Worked,Worked,7.61
3994,3995,4.0,1.0,3.0,31,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,Laboratory Technician,Married,21680,0.0,14,1,2,2,1,0,0,3,3,Yes,Resignation,Others,6.05
3995,3996,1.0,1.0,3.0,29,Travel_Rarely,Research & Development,8,2,Medical,Male,1,Manager,Divorced,28530,4.0,14,1,4,5,2,2,0,2,3,Yes,Resignation,Others,8.72
3996,3997,3.0,3.0,4.0,45,Non-Travel,Sales,1,4,Technical Degree,Male,1,Research Scientist,Married,170480,4.0,15,0,10,3,8,5,7,2,3,No,Worked,Worked,7.17
3997,3998,4.0,2.0,3.0,36,Travel_Rarely,Sales,2,3,Technical Degree,Female,5,Laboratory Technician,Married,22900,4.0,11,0,15,5,1,0,0,3,3,No,Worked,Worked,10.67
3998,3999,1.0,4.0,3.0,43,Travel_Frequently,Sales,8,3,Medical,Male,1,Research Director,Married,36000,1.0,23,0,7,2,7,7,7,3,4,No,Worked,Worked,6.98
3999,4000,4.0,4.0,2.0,27,Travel_Frequently,Sales,8,4,Life Sciences,Male,5,Research Scientist,Single,21070,0.0,13,0,6,2,5,0,2,3,3,No,Worked,Worked,10.22
4000,4001,4.0,4.0,4.0,29,Travel_Frequently,Research & Development,6,2,Medical,Male,1,Human Resources,Married,41150,1.0,11,0,11,1,11,3,10,3,3,No,Worked,Worked,7.71
4001,4002,4.0,4.0,4.0,32,Travel_Frequently,Sales,9,4,Life Sciences,Male,4,Sales Executive,Single,43270,8.0,13,0,4,4,0,0,0,3,3,No,Worked,Worked,7.61
4002,4003,3.0,3.0,2.0,42,Non-Travel,Research & Development,11,3,Medical,Male,1,Manager,Married,178560,3.0,18,0,10,2,6,3,3,3,3,No,Worked,Worked,6.49
4003,4004,2.0,3.0,3.0,47,Travel_Rarely,Sales,2,2,Life Sciences,Female,5,Manager,Single,31960,4.0,14,1,7,3,2,2,0,2,3,No,Worked,Worked,6.11
4004,4005,4.0,4.0,2.0,46,Travel_Rarely,Human Resources,1,3,Life Sciences,Female,1,Laboratory Technician,Divorced,190810,3.0,21,0,12,2,9,4,7,3,4,No,Worked,Worked,7.18
4005,4006,3.0,4.0,3.0,28,Non-Travel,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Divorced,89660,1.0,16,1,3,3,3,2,2,2,3,No,Worked,Worked,7.7
4006,4007,4.0,3.0,3.0,29,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Manufacturing Director,Divorced,22100,8.0,11,1,11,4,7,1,6,3,3,No,Worked,Worked,8.03
4007,4008,4.0,3.0,3.0,42,Travel_Rarely,Sales,2,4,Medical,Female,2,Research Director,Single,45390,4.0,17,1,8,5,0,0,0,3,3,No,Worked,Worked,6.61
4008,4009,3.0,2.0,2.0,32,Travel_Rarely,Research & Development,1,1,Medical,Male,2,Laboratory Technician,Single,27410,7.0,11,0,7,3,2,2,2,3,3,Yes,Resignation,Others,10.38
4009,4010,1.0,1.0,3.0,46,Travel_Rarely,Research & Development,23,1,Life Sciences,Male,2,Laboratory Technician,Divorced,34910,2.0,14,0,25,0,19,2,8,3,3,No,Worked,Worked,7.93
4010,4011,2.0,3.0,3.0,27,Travel_Rarely,Sales,2,3,Life Sciences,Female,5,Research Scientist,Married,45410,1.0,14,2,9,4,9,5,8,4,3,No,Worked,Worked,7.06
4011,4012,4.0,2.0,3.0,29,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Sales Executive,Married,26780,1.0,25,1,1,3,1,0,0,3,4,No,Worked,Worked,8.01
4012,4013,1.0,3.0,3.0,43,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Manufacturing Director,Married,73790,7.0,13,2,21,3,16,6,14,2,3,No,Worked,Worked,6.28
4013,4014,4.0,2.0,3.0,48,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Manager,Married,62720,4.0,14,0,29,3,22,12,9,2,3,No,Worked,Worked,6.11
4014,4015,4.0,4.0,2.0,29,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,1,Laboratory Technician,Single,52200,1.0,17,0,1,3,1,1,0,2,3,Yes,Resignation,Others,8.6
4015,4016,3.0,2.0,3.0,46,Travel_Rarely,Research & Development,4,4,Medical,Female,2,Sales Representative,Married,27430,5.0,25,1,14,1,8,0,7,4,4,Yes,Resignation,Salary,7.9
4016,4017,4.0,1.0,2.0,27,Travel_Frequently,Research & Development,16,4,Medical,Male,3,Healthcare Representative,Married,49980,0.0,20,2,8,3,7,7,3,3,4,No,Worked,Worked,7.69
4017,4018,4.0,4.0,3.0,39,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,3,Healthcare Representative,Divorced,102520,8.0,13,1,7,3,2,2,2,3,3,No,Worked,Worked,6.49
4018,4019,2.0,4.0,4.0,55,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Human Resources,Married,27810,8.0,13,1,19,2,5,0,4,3,3,No,Worked,Worked,6.18
4019,4020,2.0,2.0,3.0,28,Travel_Rarely,Research & Development,29,2,Life Sciences,Male,2,Laboratory Technician,Married,68520,1.0,18,1,1,2,1,0,0,4,3,No,Worked,Worked,6.95
4020,4021,2.0,4.0,2.0,30,Travel_Rarely,Sales,12,4,Life Sciences,Female,2,Sales Executive,Single,49500,1.0,12,2,1,3,1,0,0,3,3,Yes,Resignation,Salary,7.72
4021,4022,4.0,2.0,3.0,22,Travel_Rarely,Research & Development,16,2,Life Sciences,Female,2,Laboratory Technician,Single,35790,1.0,19,3,1,3,1,0,0,3,3,Yes,Resignation,Others,10.51
4022,4023,2.0,3.0,3.0,36,Travel_Rarely,Research & Development,11,3,Life Sciences,Male,1,Sales Executive,Married,131910,1.0,14,1,10,2,10,1,7,2,3,No,Worked,Worked,9.49
4023,4024,2.0,3.0,3.0,31,Travel_Rarely,Research & Development,2,4,Life Sciences,Female,5,Manager,Divorced,103770,1.0,14,0,10,2,10,0,2,3,3,No,Worked,Worked,7.53
4024,4025,3.0,4.0,3.0,34,Travel_Rarely,Sales,14,2,Technical Degree,Female,1,Sales Executive,Married,22350,2.0,14,1,9,2,5,1,0,3,3,No,Worked,Worked,8.07
4025,4026,4.0,1.0,3.0,29,Travel_Rarely,Research & Development,5,5,Life Sciences,Female,1,Sales Executive,Single,105020,3.0,12,0,11,4,3,1,2,2,3,No,Worked,Worked,7.12
4026,4027,4.0,1.0,3.0,37,Travel_Rarely,Research & Development,7,2,Medical,Male,1,Manufacturing Director,Married,20110,5.0,13,0,16,4,5,0,4,4,3,No,Worked,Worked,8.72
4027,4028,4.0,2.0,3.0,35,Travel_Rarely,Sales,2,1,Technical Degree,Male,2,Laboratory Technician,Married,18590,0.0,25,1,4,2,3,0,2,2,4,No,Worked,Worked,10.51
4028,4029,2.0,4.0,2.0,45,Travel_Rarely,Research & Development,3,3,Medical,Female,2,Sales Executive,Married,37600,0.0,14,1,10,2,9,3,8,2,3,No,Worked,Worked,7.11
4029,4030,2.0,4.0,2.0,36,Travel_Frequently,Research & Development,5,3,Medical,Female,4,Manufacturing Director,Single,177790,1.0,17,1,10,5,10,0,8,1,3,No,Worked,Worked,6.49
4030,4031,1.0,4.0,3.0,40,Travel_Rarely,Research & Development,3,3,Other,Male,1,Sales Executive,Divorced,68330,2.0,13,0,22,3,19,11,16,3,3,No,Worked,Worked,6.83
4031,4032,2.0,3.0,2.0,26,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Human Resources,Married,68120,1.0,13,0,1,2,1,1,0,2,3,No,Worked,Worked,9.31
4032,4033,1.0,3.0,2.0,27,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,2,Manufacturing Director,Single,51710,0.0,20,1,9,1,8,0,7,2,4,No,Worked,Worked,7.55
4033,4034,4.0,4.0,3.0,48,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,2,Research Director,Divorced,197400,3.0,14,0,24,2,22,4,7,4,3,No,Worked,Worked,7.19
4034,4035,2.0,1.0,3.0,44,Travel_Rarely,Sales,1,2,Medical,Male,4,Manager,Married,187110,2.0,12,1,10,0,2,2,2,3,3,No,Worked,Worked,7.08
4035,4036,4.0,1.0,3.0,34,Non-Travel,Research & Development,27,2,Life Sciences,Female,1,Sales Representative,Married,36920,1.0,12,1,5,5,5,3,0,3,3,Yes,Resignation,Others,10.2
4036,4037,1.0,4.0,3.0,56,Travel_Rarely,Human Resources,1,2,Medical,Female,5,Sales Executive,Single,25590,1.0,21,0,5,3,4,1,0,3,4,Yes,Resignation,Salary,6.89
4037,4038,3.0,2.0,1.0,36,Travel_Rarely,Research & Development,13,3,Technical Degree,Female,3,Healthcare Representative,Married,25170,2.0,14,0,12,3,4,1,3,3,3,No,Worked,Worked,7.32
4038,4039,3.0,2.0,3.0,41,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,1,Sales Executive,Married,66230,5.0,18,0,14,3,5,1,4,3,3,No,Worked,Worked,6.41
4039,4040,3.0,1.0,4.0,42,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Married,182650,9.0,12,1,18,4,13,5,7,3,3,No,Worked,Worked,7.42
4040,4041,3.0,4.0,3.0,31,Travel_Rarely,Sales,9,4,Life Sciences,Female,1,Sales Executive,Divorced,161240,2.0,23,1,8,2,5,1,4,2,4,No,Worked,Worked,8.31
4041,4042,4.0,4.0,2.0,34,Travel_Rarely,Research & Development,8,1,Life Sciences,Female,3,Laboratory Technician,Married,25850,3.0,12,0,9,5,4,0,1,3,3,No,Worked,Worked,9.2
4042,4043,1.0,3.0,2.0,31,Travel_Rarely,Sales,25,2,Life Sciences,Female,3,Manufacturing Director,Divorced,182130,8.0,21,2,4,3,2,2,2,4,4,No,Worked,Worked,6.83
4043,4044,3.0,4.0,3.0,26,Travel_Frequently,Sales,16,2,Life Sciences,Male,2,Healthcare Representative,Married,83800,0.0,14,0,8,3,7,7,7,4,3,No,Worked,Worked,6.1
4044,4045,2.0,3.0,3.0,45,Travel_Frequently,Research & Development,8,4,Life Sciences,Female,2,Manager,Single,29940,4.0,18,1,12,2,4,0,3,3,3,No,Worked,Worked,7.83
4045,4046,2.0,3.0,2.0,33,Travel_Rarely,Sales,1,3,Life Sciences,Female,5,Sales Executive,Single,12230,1.0,13,1,10,3,10,0,9,3,3,No,Worked,Worked,6.41
4046,4047,3.0,4.0,3.0,28,Travel_Frequently,Sales,8,3,Life Sciences,Male,4,Research Scientist,Married,11180,1.0,11,0,7,3,7,0,7,3,3,No,Worked,Worked,10.56
4047,4048,3.0,1.0,3.0,29,Travel_Frequently,Human Resources,2,4,Human Resources,Male,2,Sales Executive,Single,28750,1.0,11,0,1,3,1,0,0,3,3,Yes,Resignation,Others,6.8
4048,4049,1.0,3.0,3.0,39,Non-Travel,Research & Development,8,5,Medical,Female,2,Sales Representative,Married,188240,6.0,19,1,10,4,3,1,2,3,3,No,Worked,Worked,6.3
4049,4050,2.0,2.0,2.0,27,Travel_Rarely,Sales,3,2,Technical Degree,Male,2,Healthcare Representative,Married,135770,1.0,12,1,6,2,5,1,2,3,3,No,Worked,Worked,7.26
4050,4051,3.0,4.0,3.0,34,Travel_Frequently,Research & Development,9,4,Life Sciences,Female,2,Manufacturing Director,Married,26250,1.0,12,3,16,4,15,6,11,3,3,No,Worked,Worked,8.86
4051,4052,4.0,3.0,3.0,28,Travel_Rarely,Research & Development,25,3,Technical Degree,Male,1,Research Director,Single,187890,3.0,16,1,6,4,2,2,2,3,3,Yes,Resignation,Others,9.37
4052,4053,3.0,2.0,4.0,47,Non-Travel,Research & Development,1,4,Medical,Male,1,Research Scientist,Married,45380,8.0,11,0,16,3,8,1,7,3,3,No,Worked,Worked,5.99
4053,4054,4.0,1.0,3.0,56,Travel_Rarely,Research & Development,4,3,Technical Degree,Female,2,Sales Executive,Married,198470,4.0,14,0,6,6,0,0,0,3,3,No,Worked,Worked,7.9
4054,4055,1.0,1.0,3.0,39,Travel_Rarely,Research & Development,1,3,Other,Female,1,Laboratory Technician,Married,105120,1.0,12,1,10,2,10,7,9,3,3,No,Worked,Worked,7.02
4055,4056,4.0,2.0,3.0,38,Travel_Frequently,Research & Development,4,2,Medical,Female,1,Manager,Divorced,44440,1.0,13,0,20,2,20,0,7,3,3,No,Worked,Worked,10.78
4056,4057,4.0,4.0,2.0,58,Travel_Rarely,Sales,5,3,Marketing,Male,5,Sales Representative,Married,21540,4.0,21,1,29,3,1,0,0,3,4,No,Worked,Worked,9.92
4057,4058,1.0,3.0,3.0,32,Travel_Frequently,Research & Development,9,3,Life Sciences,Male,2,Laboratory Technician,Single,191900,3.0,17,1,8,2,4,0,3,3,3,Yes,Resignation,Stress,10.21
4058,4059,2.0,4.0,4.0,38,Travel_Rarely,Research & Development,3,4,Life Sciences,Female,1,Sales Representative,Divorced,44900,2.0,21,1,10,1,5,0,3,3,4,No,Worked,Worked,7.61
4059,4060,2.0,4.0,3.0,49,Travel_Frequently,Sales,11,4,Life Sciences,Male,2,Research Scientist,Married,35060,3.0,11,1,28,4,5,4,3,2,3,No,Worked,Worked,6.31
4060,4061,2.0,4.0,3.0,42,Travel_Rarely,Sales,1,3,Life Sciences,Female,1,Sales Executive,Divorced,23720,3.0,12,1,14,3,0,0,0,3,3,No,Worked,Worked,8.69
4061,4062,1.0,2.0,3.0,27,Travel_Frequently,Sales,8,1,Life Sciences,Male,4,Laboratory Technician,Married,102310,1.0,13,1,1,2,1,0,0,3,3,Yes,Resignation,Salary,6.5
4062,4063,2.0,1.0,1.0,35,Travel_Rarely,Research & Development,25,1,Medical,Male,1,Sales Executive,Married,54100,0.0,18,0,6,4,5,0,4,3,3,No,Worked,Worked,6.55
4063,4064,3.0,3.0,2.0,28,Non-Travel,Research & Development,21,1,Medical,Male,3,Research Scientist,Single,79780,1.0,16,2,5,2,5,1,4,3,3,No,Worked,Worked,6.71
4064,4065,3.0,1.0,4.0,31,Non-Travel,Sales,23,1,Medical,Male,1,Sales Executive,Divorced,38670,1.0,11,1,4,4,4,2,3,4,3,No,Worked,Worked,9.77
4065,4066,1.0,2.0,3.0,36,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Married,28380,1.0,19,2,5,5,5,0,2,1,3,No,Worked,Worked,7.11
4066,4067,1.0,4.0,2.0,34,Travel_Rarely,Sales,2,3,Marketing,Male,4,Healthcare Representative,Single,46950,1.0,16,1,14,2,14,2,1,3,3,No,Worked,Worked,5.99
4067,4068,4.0,3.0,2.0,34,Travel_Rarely,Research & Development,19,3,Technical Degree,Female,1,Research Director,Divorced,33390,1.0,16,0,9,2,8,1,1,2,3,No,Worked,Worked,6.79
4068,4069,3.0,1.0,2.0,26,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Single,20800,0.0,13,0,8,6,7,7,6,4,3,No,Worked,Worked,6.79
4069,4070,1.0,1.0,2.0,29,Travel_Rarely,Research & Development,2,4,Other,Male,2,Laboratory Technician,Married,20960,0.0,22,0,6,2,5,0,2,4,4,No,Worked,Worked,7.71
4070,4071,3.0,4.0,3.0,32,Non-Travel,Research & Development,3,1,Life Sciences,Male,3,Manager,Divorced,62090,5.0,17,1,9,5,5,1,2,4,3,No,Worked,Worked,6.6
4071,4072,4.0,1.0,3.0,31,Travel_Frequently,Research & Development,25,5,Technical Degree,Female,2,Human Resources,Married,180610,1.0,14,1,10,2,10,8,7,3,3,No,Worked,Worked,6.93
4072,4073,3.0,4.0,2.0,28,Travel_Rarely,Sales,7,5,Life Sciences,Female,2,Sales Representative,Divorced,171230,5.0,15,1,6,2,4,0,3,2,3,Yes,Resignation,Salary,6.29
4073,4074,1.0,1.0,2.0,38,Travel_Rarely,Research & Development,9,2,Technical Degree,Male,3,Sales Representative,Single,23720,4.0,12,0,20,3,1,0,0,2,3,No,Worked,Worked,7.24
4074,4075,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,Sales Representative,Married,48830,1.0,18,1,10,1,10,0,9,1,3,No,Worked,Worked,8.81
4075,4076,4.0,4.0,3.0,27,Travel_Rarely,Sales,2,3,Life Sciences,Female,1,Manager,Single,39040,1.0,15,0,7,2,7,0,7,3,3,No,Worked,Worked,7.89
4076,4077,4.0,4.0,3.0,32,Travel_Rarely,Research & Development,8,1,Medical,Female,2,Research Scientist,Single,46270,8.0,17,1,8,2,1,0,0,2,3,No,Worked,Worked,7.32
4077,4078,1.0,4.0,3.0,31,Travel_Frequently,Research & Development,2,1,Other,Male,3,Sales Executive,Married,70940,1.0,14,1,10,2,10,0,8,3,3,Yes,Resignation,Salary,10.32
4078,4079,1.0,1.0,2.0,53,Travel_Rarely,Research & Development,18,3,Medical,Male,1,Research Scientist,Single,34230,6.0,15,1,15,4,2,2,2,3,3,Yes,Resignation,Others,10.81
4079,4080,1.0,3.0,2.0,54,Travel_Rarely,Research & Development,14,3,Other,Male,3,Research Scientist,Married,66740,3.0,17,1,9,2,4,2,3,3,3,No,Worked,Worked,7.86
4080,4081,4.0,3.0,3.0,33,Travel_Frequently,Research & Development,2,4,Medical,Female,4,Sales Executive,Divorced,168800,1.0,14,3,9,2,9,2,8,3,3,No,Worked,Worked,7.89
4081,4082,1.0,3.0,3.0,43,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Research Scientist,Married,90940,1.0,12,1,10,0,10,0,9,3,3,No,Worked,Worked,7.52
4082,4083,4.0,2.0,3.0,38,Travel_Frequently,Research & Development,2,5,Medical,Female,4,Sales Executive,Married,84460,0.0,14,0,7,3,6,1,2,2,3,No,Worked,Worked,8.0
4083,4084,3.0,2.0,3.0,55,Travel_Rarely,Sales,9,3,Marketing,Male,2,Laboratory Technician,Married,119160,4.0,15,1,35,3,10,1,4,2,3,No,Worked,Worked,8.18
4084,4085,4.0,4.0,3.0,31,Travel_Rarely,Sales,6,3,Other,Male,1,Manufacturing Director,Divorced,45340,1.0,13,0,1,2,1,0,0,3,3,No,Worked,Worked,10.81
4085,4086,2.0,1.0,3.0,39,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Sales Executive,Single,98520,0.0,12,1,21,5,20,11,10,2,3,No,Worked,Worked,6.09
4086,4087,4.0,3.0,3.0,42,Non-Travel,Research & Development,10,4,Life Sciences,Female,2,Research Scientist,Single,61510,1.0,13,1,20,3,20,3,7,3,3,No,Worked,Worked,6.6
4087,4088,3.0,3.0,4.0,31,Non-Travel,Research & Development,14,2,Life Sciences,Male,2,Healthcare Representative,Married,23020,4.0,14,0,13,3,11,4,8,3,3,No,Worked,Worked,6.1
4088,4089,3.0,1.0,3.0,54,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Human Resources,Single,23620,6.0,13,1,9,2,5,1,4,4,3,No,Worked,Worked,10.5
4089,4090,2.0,3.0,2.0,24,Travel_Rarely,Research & Development,5,4,Other,Male,1,Manufacturing Director,Single,178610,1.0,11,2,4,5,4,1,2,1,3,No,Worked,Worked,6.87
4090,4091,4.0,4.0,4.0,23,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,2,Research Scientist,Single,191870,1.0,11,1,5,2,5,1,4,3,3,No,Worked,Worked,7.03
4091,4092,4.0,3.0,4.0,40,Travel_Frequently,Research & Development,21,3,Medical,Female,3,Research Scientist,Married,197170,1.0,21,0,10,1,10,9,4,2,4,No,Worked,Worked,7.8
4092,4093,2.0,2.0,3.0,40,Travel_Rarely,Research & Development,8,1,Medical,Female,5,Research Scientist,Married,35440,3.0,18,3,15,3,11,5,10,2,3,No,Worked,Worked,6.19
4093,4094,3.0,2.0,3.0,25,Travel_Rarely,Sales,20,5,Medical,Female,2,Laboratory Technician,Married,85000,4.0,12,0,6,2,2,1,2,3,3,No,Worked,Worked,6.21
4094,4095,4.0,2.0,2.0,30,Travel_Rarely,Human Resources,20,4,Life Sciences,Male,2,Research Scientist,Married,46610,1.0,11,0,12,3,12,1,7,2,3,No,Worked,Worked,6.12
4095,4096,4.0,3.0,2.0,25,Travel_Rarely,Research & Development,7,2,Medical,Male,5,Sales Executive,Divorced,41030,6.0,15,1,7,2,2,0,2,3,3,No,Worked,Worked,10.2
4096,4097,1.0,3.0,3.0,47,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Executive,Single,42490,2.0,13,1,25,2,17,12,11,2,3,No,Worked,Worked,7.79
4097,4098,2.0,3.0,2.0,33,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Divorced,140260,1.0,12,0,1,4,1,0,0,3,3,No,Worked,Worked,6.2
