"EmployeeID";"EnvironmentSatisfaction";"JobSatisfaction";"WorkLifeBalance";"Age";"BusinessTravel";"Department";"DistanceFromHome";"Education";"EducationField";"EmployeeCount";"Gender";"JobLevel";"JobRole";"MaritalStatus";"MonthlyIncome";"NumCompaniesWorked";"PercentSalaryHike";"StandardHours";"StockOptionLevel";"TotalWorkingYears";"TrainingTimesLastYear";"YearsAtCompany";"YearsSinceLastPromotion";"YearsWithCurrManager";"JobInvolvement";"PerformanceRating";"Attrition";"retirementDate";"retirementType";"resignationReason"
1675;"4";"4";"3";34;"Travel_Rarely";"Research & Development";26;3;"Medical";1;"Male";1;"Laboratory Technician";"Single";52370;"1";19;8;1;10;3;10;5;7;2;"3";"";"";"";""
1677;"2";"4";"4";37;"Travel_Rarely";"Research & Development";8;1;"Life Sciences";1;"Male";1;"Sales Executive";"Single";41930;"4";16;8;1;12;5;6;1;2;3;"3";"";"";"";""
1678;"1";"3";"2";46;"Travel_Frequently";"Research & Development";4;1;"Medical";1;"Male";5;"Human Resources";"Married";29110;"5";13;8;0;28;3;2;1;2;3;"3";"";"";"";""
1679;"2";"NA";"3";41;"Travel_Rarely";"Research & Development";24;1;"Life Sciences";1;"Male";1;"Research Director";"Married";26610;"7";14;8;1;22;2;18;11;8;3;"3";"";"";"";""
1680;"1";"2";"3";37;"Non-Travel";"Research & Development";7;2;"Medical";1;"Male";1;"Sales Executive";"Divorced";20280;"1";16;8;1;9;3;9;7;7;3;"3";"";"";"";""
1681;"4";"1";"3";52;"Travel_Rarely";"Sales";2;1;"Medical";1;"Male";1;"Laboratory Technician";"Divorced";99800;"3";11;8;1;18;2;10;6;9;3;"3";"";"";"";""
1683;"4";"4";"3";24;"Travel_Frequently";"Sales";22;3;"Life Sciences";1;"Female";1;"Healthcare Representative";"Married";29350;"0";14;8;2;3;5;2;2;1;2;"3";"";"";"";""
1684;"3";"3";"3";38;"Travel_Rarely";"Research & Development";5;3;"Life Sciences";1;"Female";1;"Research Scientist";"Married";154270;"3";16;8;1;18;2;1;0;0;3;"3";"";"";"";""
1685;"2";"2";"2";37;"Travel_Rarely";"Research & Development";1;4;"Technical Degree";1;"Female";5;"Research Scientist";"Married";39440;"6";11;8;2;8;3;6;4;3;3;"3";"";"";"";""
1686;"4";"3";"3";49;"Travel_Rarely";"Sales";21;1;"Life Sciences";1;"Male";1;"Sales Executive";"Divorced";40110;"1";18;8;2;31;2;31;0;9;1;"3";"";"";"";""
1687;"2";"4";"3";24;"Travel_Rarely";"Sales";1;3;"Marketing";1;"Female";1;"Sales Executive";"Married";34070;"1";15;8;2;6;2;6;1;4;2;"3";"";"";"";""
1688;"1";"2";"4";26;"Travel_Rarely";"Research & Development";19;4;"Technical Degree";1;"Female";4;"Sales Executive";"Married";119940;"1";14;8;1;6;6;5;1;4;3;"3";"";"";"";""
1689;"4";"2";"3";24;"Travel_Rarely";"Sales";7;3;"Medical";1;"Female";1;"Laboratory Technician";"Married";12320;"1";12;8;0;1;4;1;0;0;1;"3";"";"";"";""
1690;"1";"2";"3";50;"Travel_Frequently";"Sales";2;2;"Marketing";1;"Male";1;"Sales Executive";"Married";29600;"1";14;8;3;32;2;32;10;7;3;"3";"";"";"";""
1691;"2";"3";"3";25;"Travel_Rarely";"Research & Development";2;3;"Life Sciences";1;"Male";1;"Research Scientist";"Married";190940;"1";16;8;0;7;3;7;0;6;2;"3";"";"";"";""
1694;"2";"4";"3";34;"Travel_Rarely";"Sales";6;2;"Life Sciences";1;"Male";4;"Research Director";"Married";102480;"1";12;8;1;6;4;6;1;3;3;"3";"";"";"";""
1696;"1";"4";"3";35;"Travel_Rarely";"Research & Development";2;3;"Life Sciences";1;"Female";5;"Sales Executive";"Single";24960;"4";17;8;3;9;3;3;0;2;3;"3";"";"";"";""
1697;"1";"4";"4";31;"Travel_Rarely";"Sales";1;3;"Marketing";1;"Female";2;"Sales Executive";"Divorced";64650;"4";17;8;0;13;3;7;5;7;3;"3";"";"";"";""
1698;"1";"3";"2";27;"Travel_Rarely";"Sales";22;4;"Medical";1;"Male";1;"Sales Representative";"Divorced";22060;"0";14;8;1;6;4;5;0;3;3;"3";"";"";"";""
1699;"4";"3";"2";37;"Travel_Rarely";"Sales";9;4;"Marketing";1;"Female";2;"Laboratory Technician";"Married";20860;"4";14;8;0;17;3;3;1;0;3;"3";"";"";"";""
1700;"4";"2";"4";20;"Travel_Rarely";"Research & Development";17;4;"Medical";1;"Female";1;"Sales Representative";"Single";22930;"1";13;8;2;1;3;1;0;0;1;"3";"";"";"";""
1701;"3";"4";"3";42;"Travel_Rarely";"Research & Development";28;4;"Life Sciences";1;"Female";2;"Manufacturing Director";"Married";26450;"1";15;8;0;10;5;10;2;2;3;"3";"";"";"";""
1702;"2";"4";"2";43;"Travel_Rarely";"Research & Development";10;5;"Technical Degree";1;"Female";2;"Sales Executive";"Divorced";26830;"4";11;8;0;21;3;1;0;0;3;"3";"";"";"";""
1703;"3";"1";"2";38;"Travel_Rarely";"Human Resources";2;4;"Medical";1;"Male";1;"Human Resources";"Single";20140;"3";17;8;1;8;5;0;0;0;4;"3";"";"";"";""
1704;"4";"3";"3";43;"Travel_Frequently";"Sales";4;3;"Medical";1;"Female";2;"Healthcare Representative";"Divorced";34190;"3";11;8;1;10;5;8;4;7;3;"3";"";"";"";""
1705;"4";"1";"1";48;"Travel_Rarely";"Research & Development";8;1;"Medical";1;"Male";2;"Laboratory Technician";"Married";53760;"7";13;8;1;21;3;3;0;2;4;"3";"";"";"";""
1706;"1";"3";"4";44;"Travel_Rarely";"Sales";29;4;"Marketing";1;"Male";2;"Sales Executive";"Single";19510;"4";22;8;3;10;4;2;0;2;4;"4";"";"";"";""
1707;"3";"3";"3";34;"Travel_Rarely";"Research & Development";13;4;"Life Sciences";1;"Female";1;"Laboratory Technician";"Divorced";23410;"1";20;8;2;8;3;8;0;6;2;"4";"";"";"";""
1709;"3";"3";"3";21;"Travel_Rarely";"Sales";16;2;"Life Sciences";1;"Male";3;"Sales Executive";"Single";87260;"1";11;8;1;3;2;3;1;2;1;"3";"";"";"";""
1710;"4";"4";"4";44;"Travel_Rarely";"Research & Development";2;2;"Life Sciences";1;"Male";1;"Laboratory Technician";"Married";40110;"4";14;8;1;26;2;2;0;1;3;"3";"";"";"";""
1711;"1";"3";"3";22;"Travel_Rarely";"Research & Development";2;2;"Medical";1;"Female";2;"Laboratory Technician";"Married";195450;"0";14;8;0;3;3;2;2;2;2;"3";"";"";"";""
1713;"1";"4";"2";32;"Travel_Rarely";"Research & Development";1;1;"Life Sciences";1;"Female";1;"Healthcare Representative";"Married";30220;"1";16;8;1;6;3;6;0;5;3;"3";"";"";"";""
1714;"3";"3";"3";30;"Travel_Frequently";"Research & Development";4;5;"Technical Degree";1;"Male";3;"Manager";"Divorced";57720;"1";17;8;0;1;3;1;0;0;3;"3";"";"";"";""
1715;"4";"1";"4";53;"Travel_Rarely";"Research & Development";24;3;"Other";1;"Female";3;"Manager";"Single";22690;"7";11;8;1;18;2;14;8;10;2;"3";"";"";"";""
1716;"2";"4";"2";34;"Travel_Rarely";"Research & Development";1;5;"Medical";1;"Male";1;"Research Scientist";"Married";53810;"1";12;8;0;10;0;10;8;8;3;"3";"";"";"";""
1718;"3";"4";"3";26;"Travel_Rarely";"Research & Development";7;2;"Life Sciences";1;"Male";1;"Manufacturing Director";"Married";54540;"1";13;8;1;3;5;3;0;2;4;"3";"";"";"";""
1719;"3";"3";"3";37;"Travel_Rarely";"Research & Development";4;3;"Medical";1;"Male";1;"Manager";"Married";98840;"1";14;8;0;10;3;10;7;8;2;"3";"";"";"";""
1720;"2";"3";"2";29;"Travel_Rarely";"Research & Development";2;3;"Life Sciences";1;"Female";1;"Healthcare Representative";"Married";41570;"1";17;8;3;6;2;6;1;2;3;"3";"";"";"";""
1721;"2";"4";"3";35;"Travel_Rarely";"Research & Development";10;5;"Medical";1;"Female";4;"Laboratory Technician";"Single";134580;"1";11;8;0;17;3;17;11;8;3;"3";"";"";"";""
1722;"3";"4";"1";33;"Travel_Frequently";"Research & Development";8;3;"Technical Degree";1;"Male";2;"Laboratory Technician";"Divorced";90690;"3";25;8;1;15;3;13;4;7;3;"4";"";"";"";""
1723;"3";"2";"NA";54;"Travel_Rarely";"Research & Development";5;2;"Life Sciences";1;"Female";2;"Sales Executive";"Married";40140;"2";19;8;1;16;4;9;7;1;2;"3";"";"";"";""
1724;"2";"2";"3";36;"Travel_Rarely";"Research & Development";8;3;"Life Sciences";1;"Male";2;"Research Scientist";"Divorced";59150;"2";13;8;1;13;3;3;0;2;2;"3";"";"";"";""
1725;"1";"4";"3";27;"Travel_Rarely";"Sales";9;3;"Marketing";1;"Male";5;"Research Director";"Single";59930;"0";14;8;1;5;3;4;1;1;1;"3";"";"";"";""
1728;"3";"3";"3";35;"Non-Travel";"Research & Development";2;1;"Medical";1;"Male";1;"Research Scientist";"Married";187400;"1";19;8;1;1;2;1;0;0;4;"3";"";"";"";""
1729;"1";"1";"4";23;"Travel_Rarely";"Research & Development";2;3;"Life Sciences";1;"Male";1;"Healthcare Representative";"Married";76370;"2";11;8;1;5;3;3;0;2;3;"3";"";"";"";""
1730;"4";"2";"3";25;"Travel_Rarely";"Research & Development";11;3;"Medical";1;"Male";2;"Manufacturing Director";"Married";100960;"0";11;8;1;4;3;3;1;2;3;"3";"";"";"";""
1731;"4";"4";"3";38;"Travel_Rarely";"Research & Development";16;3;"Life Sciences";1;"Male";5;"Research Scientist";"Single";147560;"0";20;8;1;8;3;7;0;5;2;"4";"";"";"";""
1732;"2";"4";"3";29;"Travel_Frequently";"Sales";2;4;"Life Sciences";1;"Male";4;"Healthcare Representative";"Divorced";64990;"1";18;8;3;10;3;10;2;8;2;"3";"";"";"";""
1733;"2";"2";"3";48;"Travel_Rarely";"Research & Development";16;3;"Technical Degree";1;"Male";1;"Sales Executive";"Married";97240;"3";13;8;0;12;2;2;2;2;4;"3";"";"";"";""
1734;"4";"4";"3";27;"Travel_Frequently";"Sales";4;3;"Technical Degree";1;"Male";5;"Laboratory Technician";"Divorced";21940;"1";12;8;0;6;5;6;0;4;3;"3";"";"";"";""
1735;"4";"4";"3";37;"Travel_Rarely";"Research & Development";16;3;"Life Sciences";1;"Male";3;"Manager";"Single";33880;"3";11;8;0;4;2;1;0;0;4;"3";"";"";"";""
1736;"4";"3";"3";50;"Travel_Rarely";"Sales";5;3;"Medical";1;"Male";1;"Laboratory Technician";"Married";54730;"1";19;8;1;20;2;20;3;8;4;"3";"";"";"";""
1737;"4";"2";"4";34;"Travel_Rarely";"Research & Development";18;1;"Medical";1;"Male";1;"Healthcare Representative";"Single";27030;"1";21;8;1;9;2;8;7;7;3;"4";"";"";"";""
1739;"4";"3";"3";39;"Travel_Rarely";"Research & Development";12;5;"Medical";1;"Female";1;"Sales Representative";"Single";62200;"1";14;8;2;20;2;20;11;10;3;"3";"";"";"";""
1740;"4";"4";"2";32;"Travel_Rarely";"Research & Development";2;3;"Life Sciences";1;"Male";5;"Research Scientist";"Single";30380;"1";11;8;0;10;5;10;0;8;1;"3";"";"";"";""
1742;"2";"4";"2";38;"Travel_Rarely";"Research & Development";9;4;"Life Sciences";1;"Male";1;"Sales Executive";"Single";43120;"0";12;8;1;10;2;9;1;8;2;"3";"";"";"";""
1743;"3";"1";"3";27;"Travel_Rarely";"Research & Development";10;3;"Medical";1;"Male";5;"Research Scientist";"Married";132450;"1";23;8;1;9;3;9;0;7;2;"4";"";"";"";""
1744;"3";"4";"3";32;"Travel_Rarely";"Sales";1;3;"Medical";1;"Male";2;"Sales Executive";"Single";136640;"3";14;8;0;10;6;7;7;7;3;"3";"";"";"";""
1745;"4";"1";"3";47;"Travel_Rarely";"Research & Development";2;3;"Medical";1;"Female";5;"Sales Executive";"Single";50210;"2";17;8;0;20;3;7;1;7;3;"3";"";"";"";""
1746;"4";"1";"3";40;"Travel_Frequently";"Research & Development";3;4;"Medical";1;"Female";3;"Human Resources";"Married";51260;"5";18;8;0;20;2;18;1;12;3;"3";"";"";"";""
1747;"3";"3";"3";53;"Travel_Rarely";"Research & Development";7;1;"Life Sciences";1;"Male";2;"Laboratory Technician";"Married";28590;"3";18;8;1;32;2;5;1;3;3;"3";"";"";"";""
1748;"2";"4";"2";41;"Travel_Rarely";"Sales";6;3;"Medical";1;"Male";1;"Sales Executive";"Divorced";102390;"3";24;8;3;23;3;21;12;6;3;"4";"";"";"";""
1749;"1";"1";"3";60;"Travel_Rarely";"Research & Development";8;2;"Life Sciences";1;"Female";5;"Laboratory Technician";"Single";53290;"8";20;8;0;10;3;2;2;2;4;"4";"";"";"";""
1750;"4";"1";"2";27;"Travel_Frequently";"Research & Development";29;1;"Life Sciences";1;"Male";2;"Manufacturing Director";"Divorced";43250;"1";14;8;0;9;2;9;1;7;2;"3";"";"";"";""
1751;"4";"3";"3";41;"Travel_Rarely";"Research & Development";3;3;"Medical";1;"Male";1;"Manufacturing Director";"Married";72600;"1";16;8;0;22;2;22;2;10;3;"3";"";"";"";""
1752;"4";"2";"3";50;"Travel_Rarely";"Sales";9;3;"Life Sciences";1;"Male";2;"Research Scientist";"Married";23220;"7";25;8;1;4;0;2;2;2;4;"4";"";"";"";""
1754;"1";"1";"3";36;"Non-Travel";"Research & Development";10;4;"Technical Degree";1;"Female";2;"Research Scientist";"Married";41520;"9";19;8;1;10;3;8;0;5;3;"3";"";"";"";""
1755;"3";"3";"4";38;"Travel_Rarely";"Research & Development";1;3;"Medical";1;"Female";3;"Manager";"Single";96190;"4";13;8;1;10;2;1;0;0;3;"3";"";"";"";""
1756;"1";"3";"3";44;"Non-Travel";"Research & Development";8;2;"Life Sciences";1;"Male";1;"Research Scientist";"Single";135030;"2";12;8;0;9;6;5;1;4;2;"3";"";"";"";""
1757;"4";"3";"2";47;"Travel_Frequently";"Research & Development";27;3;"Life Sciences";1;"Male";1;"Research Scientist";"Divorced";54410;"9";22;8;1;28;6;22;11;13;2;"4";"";"";"";""
1758;"3";"4";"2";30;"Travel_Rarely";"Research & Development";8;3;"Life Sciences";1;"Male";2;"Sales Executive";"Divorced";52090;"7";14;8;1;10;3;8;7;7;3;"3";"";"";"";""
1759;"3";"3";"3";29;"Travel_Rarely";"Research & Development";1;2;"Medical";1;"Female";1;"Sales Executive";"Single";106730;"1";13;8;3;1;2;1;0;0;3;"3";"";"";"";""
1761;"4";"4";"3";43;"Travel_Frequently";"Research & Development";26;1;"Life Sciences";1;"Male";1;"Laboratory Technician";"Married";135490;"3";11;8;2;7;3;2;2;2;3;"3";"";"";"";""
1762;"2";"3";"3";34;"Travel_Rarely";"Research & Development";2;5;"Technical Degree";1;"Male";2;"Healthcare Representative";"Single";49990;"3";12;8;2;10;2;5;4;3;4;"3";"";"";"";""
1763;"2";"1";"4";23;"Travel_Rarely";"Sales";13;3;"Marketing";1;"Male";5;"Sales Executive";"Married";42210;"1";11;8;1;5;4;4;0;2;3;"3";"";"";"";""
1764;"3";"2";"1";39;"Travel_Rarely";"Sales";2;4;"Marketing";1;"Female";4;"Healthcare Representative";"Married";138720;"9";12;8;3;12;3;8;3;6;2;"3";"";"";"";""
1765;"3";"4";"2";56;"Travel_Rarely";"Research & Development";2;4;"Medical";1;"Male";1;"Manager";"Married";20420;"7";12;8;0;30;6;10;1;1;3;"3";"";"";"";""
1766;"4";"4";"2";40;"Travel_Rarely";"Sales";9;3;"Marketing";1;"Male";2;"Research Scientist";"Single";20730;"0";14;8;0;5;3;4;2;3;3;"3";"";"";"";""
1767;"4";"1";"1";27;"Travel_Rarely";"Research & Development";10;3;"Life Sciences";1;"Female";1;"Laboratory Technician";"Single";29560;"8";13;8;0;9;6;7;0;7;3;"3";"";"";"";""
1768;"4";"2";"3";29;"Travel_Rarely";"Sales";20;3;"Marketing";1;"Female";2;"Manager";"Divorced";29260;"1";15;8;1;2;3;2;2;2;2;"3";"";"";"";""
1769;"4";"4";"3";53;"Travel_Rarely";"Research & Development";9;3;"Life Sciences";1;"Female";3;"Laboratory Technician";"Single";48090;"2";18;8;0;19;2;2;2;2;3;"3";"";"";"";""
1770;"4";"1";"4";35;"Non-Travel";"Research & Development";5;1;"Medical";1;"Male";1;"Healthcare Representative";"Divorced";51630;"2";18;8;2;16;4;1;0;0;3;"3";"";"";"";""
1771;"1";"4";"3";32;"Travel_Frequently";"Sales";4;4;"Life Sciences";1;"Male";2;"Sales Executive";"Married";188440;"1";19;8;0;10;3;10;4;7;1;"3";"";"";"";""
1772;"4";"3";"1";38;"Travel_Rarely";"Sales";10;3;"Medical";1;"Male";4;"Laboratory Technician";"Married";181720;"6";12;8;2;6;5;1;0;1;3;"3";"";"";"";""
1773;"2";"1";"3";34;"Travel_Rarely";"Research & Development";20;3;"Medical";1;"Female";3;"Laboratory Technician";"Divorced";57440;"3";19;8;1;7;4;0;0;0;2;"3";"";"";"";""
1774;"3";"1";"4";52;"Travel_Rarely";"Sales";21;5;"Technical Degree";1;"Male";3;"Manager";"Married";28890;"1";11;8;1;34;2;34;1;16;3;"3";"";"";"";""
1776;"3";"4";"2";25;"Travel_Rarely";"Research & Development";8;3;"Life Sciences";1;"Male";2;"Research Scientist";"Single";74840;"1";15;8;0;6;3;6;1;4;3;"3";"";"";"";""
1777;"2";"3";"3";45;"Travel_Rarely";"Sales";2;3;"Life Sciences";1;"Male";3;"Healthcare Representative";"Single";60740;"0";14;8;0;9;2;8;3;1;3;"3";"";"";"";""
1778;"1";"3";"3";23;"Travel_Rarely";"Research & Development";23;1;"Life Sciences";1;"Female";2;"Research Scientist";"Single";173280;"1";17;8;1;2;2;2;0;2;1;"3";"";"";"";""
1780;"4";"4";"3";34;"Travel_Rarely";"Research & Development";12;3;"Technical Degree";1;"Male";1;"Research Scientist";"Single";45050;"1";12;8;0;6;3;6;1;4;3;"3";"";"";"";""
1782;"1";"1";"3";36;"Non-Travel";"Research & Development";7;2;"Life Sciences";1;"Male";5;"Sales Executive";"Single";116310;"1";18;8;1;10;2;10;0;9;1;"3";"";"";"";""
1783;"4";"4";"3";52;"Non-Travel";"Research & Development";1;4;"Life Sciences";1;"Male";5;"Sales Executive";"Married";97380;"0";18;8;2;5;2;4;1;2;3;"3";"";"";"";""
1784;"1";"4";"3";26;"Travel_Frequently";"Research & Development";2;2;"Life Sciences";1;"Male";1;"Manufacturing Director";"Divorced";28350;"3";11;8;1;5;2;2;2;0;3;"3";"";"";"";""
1785;"2";"3";"2";29;"Travel_Rarely";"Research & Development";10;2;"Medical";1;"Male";3;"Manufacturing Director";"Married";169590;"4";14;8;3;11;5;8;1;1;3;"3";"";"";"";""
1787;"2";"4";"3";34;"Travel_Rarely";"Research & Development";14;4;"Technical Degree";1;"Male";2;"Manufacturing Director";"Single";61460;"2";12;8;0;10;3;4;1;3;3;"3";"";"";"";""
1788;"4";"1";"3";54;"Travel_Rarely";"Research & Development";18;4;"Medical";1;"Female";2;"Laboratory Technician";"Divorced";49630;"9";15;8;1;9;2;5;1;4;3;"3";"";"";"";""
1789;"3";"4";"3";27;"Travel_Frequently";"Research & Development";13;2;"Life Sciences";1;"Female";4;"Research Scientist";"Married";195370;"0";12;8;0;5;5;4;1;1;3;"3";"";"";"";""
1790;"4";"1";"2";37;"Travel_Rarely";"Sales";2;4;"Technical Degree";1;"Male";2;"Manufacturing Director";"Divorced";61720;"0";11;8;0;6;1;5;4;3;3;"3";"";"";"";""
1791;"1";"1";"3";38;"Travel_Frequently";"Sales";2;4;"Life Sciences";1;"Female";2;"Research Scientist";"Single";23680;"6";11;8;1;17;3;15;4;12;3;"3";"";"";"";""
1792;"3";"1";"3";34;"Travel_Rarely";"Sales";2;3;"Marketing";1;"Male";1;"Sales Representative";"Single";103120;"1";12;8;0;6;2;6;1;3;3;"3";"";"";"";""
1793;"1";"4";"2";35;"Travel_Rarely";"Research & Development";5;4;"Medical";1;"Male";3;"Manager";"Married";16750;"1";16;8;0;3;6;3;0;2;2;"3";"";"";"";""
1794;"4";"3";"3";30;"Travel_Rarely";"Research & Development";20;3;"Medical";1;"Male";1;"Laboratory Technician";"Married";25230;"3";13;8;1;7;2;2;0;2;3;"3";"";"";"";""
1795;"3";"2";"3";40;"Travel_Frequently";"Research & Development";10;4;"Medical";1;"Male";2;"Manufacturing Director";"Married";65670;"1";13;8;1;8;3;8;3;7;4;"3";"";"";"";""
1796;"3";"1";"3";34;"Travel_Rarely";"Research & Development";10;3;"Life Sciences";1;"Male";3;"Healthcare Representative";"Married";47390;"5";24;8;2;6;2;3;1;2;3;"4";"";"";"";""
1797;"2";"4";"2";42;"Travel_Frequently";"Research & Development";9;4;"Medical";1;"Male";1;"Manufacturing Director";"Divorced";92080;"1";15;8;1;24;2;24;14;9;4;"3";"";"";"";""
1799;"3";"2";"3";24;"Non-Travel";"Sales";1;5;"Marketing";1;"Female";1;"Manufacturing Director";"Divorced";81890;"1";14;8;1;1;3;1;0;0;3;"3";"";"";"";""
1800;"4";"3";"3";52;"Travel_Rarely";"Research & Development";29;3;"Life Sciences";1;"Male";2;"Manufacturing Director";"Married";29420;"8";11;8;1;9;1;5;1;4;2;"3";"";"";"";""
1801;"3";"3";"3";50;"Travel_Rarely";"Research & Development";8;4;"Life Sciences";1;"Male";2;"Sales Executive";"Married";49410;"5";11;8;1;30;3;4;0;3;1;"3";"";"";"";""
1803;"3";"3";"4";33;"Travel_Rarely";"Research & Development";3;4;"Life Sciences";1;"Male";4;"Manufacturing Director";"Married";59020;"0";12;8;1;14;2;13;3;7;3;"3";"";"";"";""
1805;"3";"4";"2";47;"Travel_Rarely";"Research & Development";6;4;"Other";1;"Male";2;"Manager";"Married";63470;"1";14;8;0;26;2;26;3;0;4;"3";"";"";"";""
1806;"3";"2";"3";36;"Travel_Rarely";"Sales";6;3;"Medical";1;"Female";2;"Sales Executive";"Married";42000;"0";22;8;0;10;3;9;0;5;3;"4";"";"";"";""
1807;"3";"3";"3";29;"Travel_Rarely";"Research & Development";10;3;"Other";1;"Male";1;"Research Scientist";"Married";34520;"1";11;8;0;10;3;10;0;7;2;"3";"";"";"";""
1809;"4";"3";"3";35;"Travel_Rarely";"Sales";10;4;"Marketing";1;"Female";1;"Research Scientist";"Single";26320;"3";13;8;3;7;3;2;2;2;4;"3";"";"";"";""
1810;"4";"4";"3";42;"Travel_Rarely";"Sales";15;1;"Marketing";1;"Male";2;"Laboratory Technician";"Married";46680;"9";18;8;2;8;2;4;0;2;3;"3";"";"";"";""
1812;"3";"2";"3";36;"Travel_Rarely";"Research & Development";2;3;"Life Sciences";1;"Male";2;"Healthcare Representative";"Married";27200;"4";14;8;1;8;3;5;0;4;3;"3";"";"";"";""
1813;"NA";"3";"3";32;"Travel_Rarely";"Research & Development";3;1;"Medical";1;"Male";2;"Manufacturing Director";"Married";171810;"1";14;8;0;14;2;14;6;8;2;"3";"";"";"";""
1814;"1";"3";"3";40;"Travel_Frequently";"Sales";9;3;"Marketing";1;"Male";3;"Manufacturing Director";"Single";22380;"6";14;8;0;10;3;1;0;0;3;"3";"";"";"";""
1815;"3";"4";"2";30;"Travel_Rarely";"Research & Development";7;3;"Technical Degree";1;"Male";2;"Research Director";"Single";14830;"5";13;8;0;12;3;0;0;0;3;"3";"";"";"";""
1816;"2";"3";"3";45;"Travel_Rarely";"Research & Development";10;4;"Life Sciences";1;"Male";1;"Research Director";"Single";56050;"1";12;8;2;1;2;1;0;0;3;"3";"";"";"";""
1817;"2";"2";"2";42;"Travel_Rarely";"Research & Development";20;2;"Medical";1;"Male";2;"Sales Representative";"Married";72950;"1";15;8;0;10;3;9;7;8;3;"3";"";"";"";""
1818;"1";"1";"2";38;"Travel_Frequently";"Sales";4;3;"Medical";1;"Male";2;"Research Scientist";"Divorced";23060;"2";19;8;1;13;5;4;1;2;3;"3";"";"";"";""
1819;"3";"4";"3";34;"Travel_Frequently";"Research & Development";7;4;"Life Sciences";1;"Male";3;"Laboratory Technician";"Single";23480;"1";14;8;1;6;3;5;1;3;3;"3";"";"";"";""
1822;"2";"1";"3";43;"Travel_Rarely";"Research & Development";25;2;"Medical";1;"Male";2;"Healthcare Representative";"Married";61320;"6";13;8;0;22;3;4;1;0;2;"3";"";"";"";""
1823;"3";"4";"3";27;"Travel_Rarely";"Sales";2;4;"Medical";1;"Male";2;"Manager";"Divorced";33460;"1";21;8;1;9;2;9;0;8;2;"4";"";"";"";""
1824;"3";"3";"4";35;"Travel_Rarely";"Research & Development";1;3;"Medical";1;"Male";1;"Research Director";"Single";108550;"3";13;8;1;17;2;8;1;6;3;"3";"";"";"";""
1825;"2";"2";"3";28;"Travel_Rarely";"Sales";1;2;"Technical Degree";1;"Female";1;"Sales Executive";"Married";22310;"1";12;8;0;8;3;8;7;5;2;"3";"";"";"";""
1826;"3";"4";"1";34;"Travel_Rarely";"Sales";2;5;"Life Sciences";1;"Male";4;"Research Scientist";"Married";23230;"0";17;8;0;4;2;3;0;2;3;"3";"";"";"";""
1828;"4";"4";"2";27;"Non-Travel";"Sales";1;3;"Technical Degree";1;"Female";1;"Sales Executive";"Married";27130;"1";11;8;0;0;2;0;0;0;3;"3";"";"";"";""
1829;"1";"3";"2";51;"Travel_Rarely";"Sales";16;3;"Medical";1;"Male";3;"Research Scientist";"Married";94390;"2";15;8;3;29;0;20;4;17;3;"3";"";"";"";""
1830;"4";"2";"2";44;"Travel_Rarely";"Sales";24;5;"Medical";1;"Female";1;"Sales Executive";"Single";25660;"9";11;8;1;10;3;5;2;3;3;"3";"";"";"";""
1831;"1";"1";"2";25;"Travel_Rarely";"Research & Development";17;3;"Medical";1;"Male";1;"Laboratory Technician";"Single";199260;"7";11;8;3;6;5;4;0;1;4;"3";"";"";"";""
1832;"1";"1";"3";33;"Travel_Rarely";"Research & Development";8;4;"Life Sciences";1;"Male";3;"Laboratory Technician";"Divorced";24510;"1";13;8;1;9;3;9;0;8;2;"3";"";"";"";""
1833;"3";"1";"2";35;"Travel_Rarely";"Sales";6;4;"Medical";1;"Female";2;"Manager";"Single";94190;"1";24;8;1;6;5;6;1;1;2;"4";"";"";"";""
1834;"2";"4";"2";36;"Travel_Rarely";"Sales";10;4;"Marketing";1;"Male";3;"Manager";"Married";86860;"1";13;8;0;18;2;18;4;11;3;"3";"";"";"";""
1835;"2";"4";"2";32;"Travel_Rarely";"Research & Development";3;4;"Medical";1;"Female";4;"Sales Executive";"Divorced";30380;"2";20;8;0;8;3;5;0;3;3;"4";"";"";"";""
1836;"2";"4";"2";30;"Travel_Frequently";"Research & Development";4;5;"Medical";1;"Male";5;"Sales Representative";"Divorced";30580;"9";14;8;1;10;2;5;0;3;3;"3";"";"";"";""
1837;"1";"4";"3";53;"Travel_Rarely";"Sales";6;3;"Marketing";1;"Male";4;"Sales Executive";"Married";23250;"7";18;8;1;35;1;5;0;4;4;"3";"";"";"";""
1838;"4";"1";"3";45;"Travel_Rarely";"Research & Development";1;5;"Technical Degree";1;"Male";2;"Healthcare Representative";"Divorced";20880;"4";15;8;3;18;2;5;0;2;3;"3";"";"";"";""
1839;"3";"3";"2";32;"Travel_Rarely";"Sales";10;3;"Marketing";1;"Female";1;"Human Resources";"Married";30720;"5";12;8;0;9;4;5;1;3;1;"3";"";"";"";""
1840;"3";"4";"3";52;"Travel_Frequently";"Research & Development";1;1;"Life Sciences";1;"Male";2;"Laboratory Technician";"Married";50060;"3";16;8;1;31;2;9;0;0;3;"3";"";"";"";""
1841;"4";"3";"3";37;"Travel_Rarely";"Sales";24;2;"Life Sciences";1;"Female";4;"Laboratory Technician";"Divorced";42570;"4";15;8;0;9;2;1;0;0;3;"3";"";"";"";""
